TIMESTAMP,solar_TIMESTAMP,CHE_PFY_IRR_Psy_Jt_1,CHE_PFY_IRR_Psy_Jt_2,CHE_PFY_IRR_Psy_Jt_3,CHE_PFY_IRR_Psy_Jt_4,CHE_PFY_IRR_Psy_Jt_5,CHE_PFY_IRR_Psy_Jt_6,CHE_PFY_IRR_Psy_Jt_7,CHE_PFY_IRR_Psy_Jt_8
2013-06-06T14:00:00Z,2013-06-06T14:31:10Z,NA,NA,NA,NA,0.005185458675,0.011249243586666667,0.005731071466666666,NA
2013-06-06T14:30:00Z,2013-06-06T15:01:10Z,NA,NA,NA,NA,0.005050706995833334,0.011258435680000001,0.005720872319047619,NA
2013-06-06T15:00:00Z,2013-06-06T15:31:10Z,NA,NA,NA,NA,0.004874324358333334,0.010927612433333334,0.005552197226190476,NA
2013-06-06T15:30:00Z,2013-06-06T16:01:10Z,NA,NA,NA,NA,0.004624754695833333,0.010600073113333334,0.005506035492857143,NA
2013-06-06T16:00:00Z,2013-06-06T16:31:10Z,NA,NA,NA,NA,0.0045807165625,0.010459397126666665,0.005264929778571429,NA
2013-06-06T16:30:00Z,2013-06-06T17:01:10Z,NA,NA,NA,NA,0.004503884154166668,0.010204600153333333,0.005131721573809524,NA
2013-06-06T17:00:00Z,2013-06-06T17:31:10Z,NA,NA,NA,NA,0.0042633092374999996,0.009713934573333334,0.005027211261904762,NA
2013-06-06T17:30:00Z,2013-06-06T18:01:10Z,NA,NA,NA,NA,0.0038339881,0.00843455048,0.004601704942857143,0.017007117392307692
2013-06-06T18:00:00Z,2013-06-06T18:31:10Z,NA,NA,NA,NA,0.0030915597458333333,0.0063610073866666676,0.00381464205,0.004849285884615385
2013-06-06T18:30:00Z,2013-06-06T19:01:10Z,NA,NA,NA,NA,0.0024513966,0.005041377273333333,0.0032091102761904766,0.004563888592307693
2013-06-06T19:00:00Z,2013-06-06T19:31:10Z,NA,NA,NA,NA,0.0020073748958333334,0.004164199993333334,0.0025663515952380955,0.003609682961538462
2013-06-06T19:30:00Z,2013-06-06T20:01:10Z,NA,NA,NA,NA,0.0016880041291666668,0.0035333388399999997,0.0021021517952380954,0.002391505946153846
2013-06-06T20:00:00Z,2013-06-06T20:31:10Z,NA,NA,NA,NA,0.0014636072541666667,0.0029852514733333334,0.0018599506809523808,0.001787177576923077
2013-06-06T20:30:00Z,2013-06-06T21:01:10Z,NA,NA,NA,NA,0.0012735395375,0.002472646353333333,0.001541132692857143,0.0012869303384615387
2013-06-06T21:00:00Z,2013-06-06T21:31:10Z,NA,NA,NA,NA,0.001066928375,0.002002642246666667,0.0011976093119047619,8.339204461538462e-4
2013-06-06T21:30:00Z,2013-06-06T22:01:10Z,NA,NA,NA,NA,9.13609925e-4,0.0016190260533333334,9.531721357142859e-4,4.7139230000000005e-4
