TIMESTAMP,ta,rh,ppfd_in,netrad,ws,precip,swc_shallow,sw_in,vpd,ext_rad,interpolated
2007-01-01 05:30:00+00:00,17.4335,78.59728125,0.0,-26.0884,0.65118033,0.0,0.342,0.0,0.4269154342948897,0.0,False
2007-01-01 06:00:00+00:00,17.651,77.37981636,0.0,-13.5975,0.4045501625,0.0,0.342,0.0,0.4574378299631235,0.0,False
2007-01-01 06:30:00+00:00,17.7682,76.49957883,0.0,-16.1332,0.226025983,0.0,0.342,0.0,0.4787629296237352,0.0,False
2007-01-01 07:00:00+00:00,17.6831,77.15282935,0.0,-13.6362,0.2297387694,0.0,0.342,0.0,0.4629643683086865,0.0,False
2007-01-01 07:30:00+00:00,17.6064,77.20921744,0.0,-18.9385,0.4742722521,0.0,0.342,0.0,0.4595928491997394,0.0,False
2007-01-01 08:00:00+00:00,17.6953,77.3275538,0.0,-27.5816,0.45033771,0.0,0.342,0.0,0.4597773893123673,0.0,False
2007-01-01 08:30:00+00:00,17.4544,77.87406296,0.0,-41.0325,0.1916126591,0.0,0.342,0.0,0.4419244516638917,17.8038273170404,False
2007-01-01 09:00:00+00:00,17.4494,77.08420814,0.0,-58.0317,0.5097228919,0.0,0.342,0.0,0.457555782906052,145.314356110769,False
2007-01-01 09:30:00+00:00,17.5722,76.46021731,0.0,-47.8004,0.3081784059,0.0,0.342,0.0,0.4736736090741753,264.8081399122748,False
2007-01-01 10:00:00+00:00,17.5062,76.89893375,0.0,-43.8906,0.6452914353,0.0,0.342,0.0,0.4629128612988152,374.2419470781631,False
2007-01-01 10:30:00+00:00,17.4438,77.17800989,0.0,-37.9292,0.5894965683,0.0,0.342,0.0,0.4555216727763826,471.744561241164,False
2007-01-01 11:00:00+00:00,17.83,75.43146861,0.0,-22.0229,0.4225695523,0.0,0.342,0.0,0.5024755566851119,555.6487774241402,False
2007-01-01 11:30:00+00:00,18.2465,73.08110387,0.0,-24.4021,0.3107887675,0.0,0.342,0.0,0.5651542600243276,624.5199097741953,False
2007-01-01 12:00:00+00:00,18.2676,71.86193013,0.0,-18.6263,0.3626122239,0.0,0.341,0.0,0.5915334040589666,677.1803234586711,False
2007-01-01 12:30:00+00:00,17.9605,72.66113705,0.0,-14.32,0.4807854781,0.0,0.341,0.0,0.563746684458078,712.7295712473567,False
2007-01-01 13:00:00+00:00,17.8449,73.38507047,14.460954103,-5.68448,0.2497236168,0.0,0.341,6.840031290719,0.5448395301423334,730.5597904609103,False
2007-01-01 13:30:00+00:00,18.0034,73.6618575,79.532336247,7.15895,0.2576001581,0.0,0.341,37.618795044831,0.5445788312755233,730.3660970079764,False
2007-01-01 14:00:00+00:00,18.5116,74.20530937,73.992929885,18.7914,0.4190338369,0.0,0.341,34.99865583560499,0.550630234104937,712.1517987787008,False
2007-01-01 14:30:00+00:00,17.7034,84.55455217,82.775475294,33.2901,0.6155657785,0.2,0.341,39.152799814062,0.3133801828823214,676.228339246097,False
2007-01-01 15:00:00+00:00,17.2924,89.42104018,119.58873177,51.3978,0.4341574102,1.2,0.341,56.56547012721,0.2091423224555788,623.2099722352837,False
2007-01-01 15:30:00+00:00,17.4517,91.31540026,196.76849459,83.1805,0.1916973064,0.6,0.341,93.07149794107,0.1734291479055481,554.0032589126432,False
2007-01-01 16:00:00+00:00,17.6691,91.62753805,139.21481915,58.5513,0.441676855,1.8,0.342,65.84860945795,0.1695059331425292,469.7915665824388,False
2007-01-01 16:30:00+00:00,17.9706,92.942788,315.27217925,134.219,0.5535032662,0.6,0.345,149.12374078525,0.1456172054074868,372.0148343428523,False
2007-01-01 17:00:00+00:00,18.648,92.20475739,545.97396174,227.609,0.5058693348,0.0,0.346,258.24568390302,0.167829502619411,262.34495158620047,False
2007-01-01 17:30:00+00:00,19.698,89.08339593,387.37501433,161.744,0.7726399594,0.0,0.346,183.22838177809,0.2509250591261679,142.65717034477322,False
2007-01-01 18:00:00+00:00,19.7319,88.47360227,220.9468022,86.3978,0.734245767,0.0,0.346,104.5078374406,0.2654994645527125,14.998040301415037,False
2007-01-01 18:30:00+00:00,19.716,88.61266993,279.8513204,100.439,0.7958666107,0.0,0.346,132.3696745492,0.2620375306210054,0.0,False
2007-01-01 19:00:00+00:00,20.2074,86.97720146,476.74688775,168.101,0.8393345992,0.0,0.346,225.50127790575,0.3089320586651834,0.0,False
2007-01-01 19:30:00+00:00,20.4052,85.43964224,338.63386168,125.081,0.831196919,0.0,0.347,160.17381657464,0.3496523718016422,0.0,False
