TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,netrad,ws,precip,swc_shallow,swc_deep,ext_rad,interpolated
2010-01-01 05:00:00+00:00,-5.895,77.169,0.091,0.0,0.006,-10.915,3.495,0.0,0.12398,0.038325,0.0,False
2010-01-01 05:30:00+00:00,-6.256,76.616,0.091,0.0,0.008,-10.194,4.067,0.0,0.124,0.038325,0.0,False
2010-01-01 06:00:00+00:00,-6.565,76.793,0.088,0.0,0.008,-10.496,4.302,0.0,0.12401,0.03831,0.0,False
2010-01-01 06:30:00+00:00,-7.009,76.153,0.087,0.0,0.009,-9.819,3.873,0.0,0.12402,0.038325,0.0,False
2010-01-01 07:00:00+00:00,-7.654,76.684,0.081,0.0,0.009,-15.862,4.424,0.0,0.12403,0.038286,0.0,False
2010-01-01 07:30:00+00:00,-7.874,74.088,0.089,0.0,0.011,-11.086,4.722,0.0,0.12405,0.038302,0.0,False
2010-01-01 08:00:00+00:00,-8.03,74.501,0.086,0.0,0.008,-11.54,4.072,0.0,0.12407,0.038302,0.0,False
2010-01-01 08:30:00+00:00,-8.394,75.9,0.079,0.0,0.008,-11.141,4.871,0.0,0.1241,0.038317,0.0,False
2010-01-01 09:00:00+00:00,-8.664,77.507,0.072,0.0,0.008,-12.152,4.314,0.0,0.1241,0.038317,0.0,False
2010-01-01 09:30:00+00:00,-8.856,78.293,0.069,0.0,0.009,-10.71,5.011,0.0,0.1241,0.038333,0.0,False
2010-01-01 10:00:00+00:00,-9.111,78.134,0.068,0.0,0.008,-12.23,4.402,0.0,0.12413,0.038294,0.0,False
2010-01-01 10:30:00+00:00,-9.361,78.91,0.064,0.0,0.008,-17.4,4.539,0.0,0.12413,0.038286,0.0,False
2010-01-01 11:00:00+00:00,-9.852,79.06,0.061,0.0,0.009,-27.312,4.906,0.0,0.12415,0.038302,0.0,False
2010-01-01 11:30:00+00:00,-10.09,80.625,0.056,0.0,0.008,-21.367,3.918,0.0,0.12419,0.038341,0.0,False
2010-01-01 12:00:00+00:00,-10.384,79.93,0.057,0.0,0.008,-30.112,4.663,0.0,0.1242,0.038357,0.0,False
2010-01-01 12:30:00+00:00,-10.905,79.464,0.055,0.0,0.024,-44.946,4.367,0.0,0.12421,0.038381,0.0,False
2010-01-01 13:00:00+00:00,-11.475,79.568,0.053,1.687,2.386,-56.046,3.813,0.0,0.12423,0.038365,0.0,False
2010-01-01 13:30:00+00:00,-11.832,79.869,0.051,18.2,25.0,-51.097,3.65,0.0,0.12425,0.038381,2.2977577309700354,False
2010-01-01 14:00:00+00:00,-11.844,77.544,0.056,57.955,80.219,-26.453,4.043,0.0,0.12424,0.038373,106.0484504787462,False
2010-01-01 14:30:00+00:00,-11.785,75.583,0.061,112.09,141.23,1.712,4.309,0.0,0.12421,0.038341,201.24014377964804,False
2010-01-01 15:00:00+00:00,-11.55,70.15,0.076,194.52,249.79,69.222,4.067,0.0,0.12421,0.038341,286.24514492460986,False
2010-01-01 15:30:00+00:00,-11.239,71.995,0.074,258.56,357.86,105.71,3.542,0.0,0.1242,0.038349,359.6099437063429,False
2010-01-01 16:00:00+00:00,-10.939,69.692,0.081,325.21,468.79,149.42,3.863,0.0,0.12419,0.038365,420.0800662116704,False
2010-01-01 16:30:00+00:00,-10.592,67.38,0.09,372.91,526.59,156.28,4.799,0.0,0.12415,0.038349,466.6215252915247,False
2010-01-01 17:00:00+00:00,-10.356,66.13,0.095,291.95,557.85,159.82,4.566,0.0,0.12412,0.038333,498.4385009224168,False
2010-01-01 17:30:00+00:00,-10.381,67.854,0.09,228.88,429.08,117.78,4.018,0.0,0.12412,0.038349,514.9869481378882,False
2010-01-01 18:00:00+00:00,-10.057,66.536,0.096,281.71,454.05,133.56,4.09,0.0,0.12412,0.038389,515.9838998432383,False
2010-01-01 18:30:00+00:00,-9.973,66.896,0.096,244.11,380.56,97.294,3.127,0.0,0.12411,0.038429,501.4123054400962,False
2010-01-01 19:00:00+00:00,-9.508,63.084,0.111,253.7,472.73,145.27,3.622,0.0,0.12412,0.038452,471.5213225208856,False
2010-01-01 19:30:00+00:00,-9.47,65.097,0.105,192.46,423.2,81.997,2.971,0.0,0.12413,0.038437,426.82205664160233,False
2010-01-01 20:00:00+00:00,-9.811,64.785,0.103,81.454,189.85,24.989,3.422,0.0,0.1241,0.03846,368.0788220150687,False
2010-01-01 20:30:00+00:00,-10.017,66.414,0.097,76.311,151.33,25.203,3.635,0.0,0.12408,0.038484,296.2960725552399,False
2010-01-01 21:00:00+00:00,-10.163,66.174,0.097,42.839,98.376,0.362,3.933,0.0,0.12409,0.038524,212.70122673625104,False
2010-01-01 21:30:00+00:00,-10.24,66.863,0.094,14.77,44.254,-12.651,3.698,0.0,0.12409,0.038548,118.72367994256464,False
2010-01-01 22:00:00+00:00,-10.398,66.818,0.093,1.152,7.627,-21.442,4.585,0.0,0.12403,0.03854,15.97036317699171,False
2010-01-01 22:30:00+00:00,-10.55,65.851,0.095,0.0,0.212,-24.402,5.181,0.0,0.124,0.038563,0.0,False
2010-01-01 23:00:00+00:00,-10.77,65.019,0.095,0.0,0.007,-27.93,4.749,0.0,0.12398,0.038508,0.0,False
2010-01-01 23:30:00+00:00,-11.183,65.914,0.09,0.0,0.007,-43.861,4.921,0.0,0.12392,0.038524,0.0,False
2010-01-02 00:00:00+00:00,-11.27,66.688,0.087,0.0,0.009,-25.326,5.136,0.0,0.1239,0.038476,0.0,False
2010-01-02 00:30:00+00:00,-11.11,67.777,0.085,0.0,0.008,-14.865,5.354,0.0,0.12388,0.03846,0.0,False
2010-01-02 01:00:00+00:00,-11.343,71.088,0.075,0.0,0.009,-12.708,4.542,0.0,0.12386,0.03846,0.0,False
