TIMESTAMP,ta,rh,ppfd_in,netrad,ws,precip,swc_shallow,swc_deep,sw_in,vpd,ext_rad,interpolated
2009-01-01 00:30:00+00:00,-8.19999999999998,82.5,0.0,-27.22,2.11000000000001,0.0,0.129145833333333,0.11,0.0,0.0575095663459545,0.0,False
2009-01-01 01:00:00+00:00,-8.12999999999998,87.7,0.0,-29.77,2.10700000000001,0.0,0.129020833333333,0.11,0.0,0.040643182203309,0.0,False
2009-01-01 01:30:00+00:00,-8.33999999999998,75.99,0.0,-38.28,2.38900000000001,0.0,0.1296875,0.11,0.0,0.078042051932411,0.0,False
2009-01-01 02:00:00+00:00,-8.729999999999983,74.09,0.0,-64.08,2.18600000000001,0.0,0.129125,0.11,0.0,0.0816765403387144,0.0,False
2009-01-01 02:30:00+00:00,-9.15999999999998,75.28,0.0,-52.23,1.62400000000001,0.0,0.128916666666667,0.11,0.0,0.075327498106963,0.0,False
2009-01-01 03:00:00+00:00,-9.56999999999998,76.16,0.0,-55.43,1.83400000000001,0.0,0.129458333333333,0.11,0.0,0.0703264754536352,0.0,False
2009-01-01 03:30:00+00:00,-9.83999999999998,77.59,0.0,-23.61,0.797000000000002,0.0,0.12925,0.109,0.0,0.0647062031166319,0.0,False
2009-01-01 04:00:00+00:00,-9.96999999999998,77.59,0.0,-18.08,0.727000000000002,0.0,0.128736111111111,0.109,0.0,0.0640406941089494,0.0,False
2009-01-01 04:30:00+00:00,-10.08,77.86,0.0,-17.72,0.927000000000003,0.0,0.128506944444444,0.109,0.0,0.0627174781355987,0.0,False
2009-01-01 05:00:00+00:00,-10.29,74.63,0.0,-21.9,1.339,0.0,0.129048611111111,0.109,0.0,0.070674118307761,0.0,False
2009-01-01 05:30:00+00:00,-10.55,73.86,0.0,-33.03,1.80500000000001,0.0,0.128354166666667,0.109,0.0,0.0713221385319007,0.0,False
2009-01-01 06:00:00+00:00,-10.93,74.57,0.0,-54.18,1.176,0.0,0.128611111111111,0.109,0.0,0.0673042617956894,0.0,False
2009-01-01 06:30:00+00:00,-11.59,79.94,0.0,-69.43,1.047,0.0,0.128277777777778,0.109,0.0,0.0503447648614955,0.0,False
2009-01-01 07:00:00+00:00,-12.25,79.98,0.0,-64.55,1.089,0.0,0.128097222222222,0.109,0.0,0.0476296519837181,0.0,False
2009-01-01 07:30:00+00:00,-12.71,79.61,0.0,-61.96,1.333,0.0,0.128069444444444,0.108,0.0,0.0467274463941396,0.0,False
2009-01-01 08:00:00+00:00,-13.01,79.71,0.0,-60.55,1.35200000000001,0.0,0.128173611111111,0.108,0.0,0.0453729539377975,0.0,False
2009-01-01 08:30:00+00:00,-13.14,82.3,0.0,-58.29,1.293,0.0,0.128229166666667,0.108,0.0,0.0391623475906158,0.0,False
2009-01-01 09:00:00+00:00,-13.32,83.3,0.0,-57.69,1.62300000000001,0.0,0.128638888888889,0.108,0.0,0.0364088227257437,0.0,False
2009-01-01 09:30:00+00:00,-13.41,79.76,0.0,-55.83,1.198,0.0,0.127659722222222,0.108,0.0,0.0438020173956609,0.0,False
2009-01-01 10:00:00+00:00,-13.28,79.86,0.0,-55.85,0.477,0.0,0.127715277777778,0.108,0.0,0.0440528418948897,0.0,False
2009-01-01 10:30:00+00:00,-12.57,77.55,0.0,-52.8,0.959000000000003,0.0,0.127972222222222,0.108,0.0,0.0520387140372402,0.0,False
2009-01-01 11:00:00+00:00,-12.83,80.7,0.0,-45.17,1.378,0.0,0.127277777777778,0.108,0.0,0.0437985432655888,0.0,False
2009-01-01 11:30:00+00:00,-12.77,78.68,0.0,-28.71,1.273,0.0,0.1275625,0.108,0.0,0.0486201580429235,0.0,False
2009-01-01 12:00:00+00:00,-12.45,78.99,0.0,-33.43,0.999000000000003,0.0,0.126868055555556,0.108,0.0,0.0491788940567486,0.0,False
2009-01-01 12:30:00+00:00,-12.46,74.98,0.0,-51.99,1.077,0.0,0.126868055555556,0.107,0.0,0.0585176187501293,0.0,False
2009-01-01 13:00:00+00:00,-12.1,75.42,0.0,-43.01,0.278999999999999,0.0,0.127743055555556,0.107,0.0,0.0591946340303333,0.0,False
2009-01-01 13:30:00+00:00,-10.81,70.43,65.3999999999999,-15.13,0.842000000000002,0.0,0.126173611111111,0.107,30.934199999999954,0.0790183465456931,105.84192327161936,False
2009-01-01 14:00:00+00:00,-8.57999999999998,68.66,218.6,32.42,0.544000000000001,0.0,0.126430555555556,0.107,103.3978,0.0999659920278686,209.79384506340452,False
2009-01-01 14:30:00+00:00,-7.90099999999998,74.13,362.099999999999,70.38,0.987000000000003,0.0,0.125972222222222,0.107,171.27329999999952,0.0870275035101928,303.756093473089,False
2009-01-01 15:00:00+00:00,-8.29999999999998,78.96,275.1,35.92,0.950000000000003,0.0,0.125972222222222,0.107,130.1223,0.0686032098603689,386.1219947479406,False
2009-01-01 15:30:00+00:00,-7.40399999999998,76.1,411.699999999999,89.4,0.723000000000001,0.0,0.125868055555556,0.107,194.73409999999956,0.0835763728823441,455.4831618174196,False
2009-01-01 16:00:00+00:00,-7.05399999999998,73.86,369.099999999999,103.4,1.118,0.0,0.125381944444444,0.107,174.58429999999953,0.0939281940693296,510.6535765821757,False
2009-01-01 16:30:00+00:00,-6.72999999999998,74.23,437.999999999999,135.1,1.72200000000001,0.0,0.125152777777778,0.106,207.1739999999995,0.0949511588408027,550.689869906134,False
2009-01-01 17:00:00+00:00,-6.54699999999998,76.56,409.799999999999,129.6,1.96700000000001,0.0,0.124868055555556,0.106,193.8353999999995,0.0875958779518626,574.9074525380646,False
2009-01-01 17:30:00+00:00,-6.35399999999998,79.45,245.3,70.66,1.56100000000001,0.0,0.124895833333333,0.106,116.0269,0.0779476350627685,582.8922211343431,False
2009-01-01 18:00:00+00:00,-5.96699999999998,79.45,257.4,75.7,2.38600000000001,0.0,0.124458333333333,0.106,121.75019999999998,0.0803033387855651,574.5076392164182,False
2009-01-01 18:30:00+00:00,-5.68599999999998,79.72,328.6,97.5,2.70000000000001,0.0,0.125305555555556,0.106,155.4278,0.0809750464947549,549.8970719805761,False
2009-01-01 19:00:00+00:00,-5.47999999999998,81.0,319.9,96.8,2.75800000000001,0.0,0.124923611111111,0.106,151.31269999999998,0.0770699550719669,509.4813350327241,False
2009-01-01 19:30:00+00:00,-5.31599999999998,79.74,188.6,50.51,2.07800000000001,0.0,0.124152777777778,0.106,89.20779999999999,0.0832173986919863,453.9514989584863,False
2009-01-01 20:00:00+00:00,-4.98399999999998,75.86,216.1,58.6,2.76900000000001,0.0,0.1245625,0.106,102.2153,0.10169679230705,384.2570727601244,False
2009-01-01 20:30:00+00:00,-4.64899999999998,70.05,370.199999999999,96.3,2.90700000000001,0.0,0.124333333333333,0.106,175.10459999999952,0.1294282931386306,301.5897682092899,False
2009-01-01 21:00:00+00:00,-4.88699999999998,72.26,167.7,24.12,2.41900000000001,0.0,0.123944444444444,0.106,79.32209999999999,0.1177288537561822,207.3631227274874,False
2009-01-01 21:30:00+00:00,-5.01299999999998,70.12,81.4999999999999,-1.468,2.25900000000001,0.0,0.123972222222222,0.106,38.54949999999995,0.1256005148728074,103.18832922184664,False
2009-01-01 22:00:00+00:00,-4.99499999999998,72.63,25.32,-17.12,2.31600000000001,0.0,0.124333333333333,0.105,11.97636,0.1152075642464093,0.0,False
2009-01-01 22:30:00+00:00,-4.96799999999998,72.7,0.0,-29.91,1.94900000000001,0.0,0.124,0.105,0.0,0.1151494121483002,0.0,False
2009-01-01 23:00:00+00:00,-4.76999999999998,69.53,0.0,-28.72,1.89800000000001,0.0,0.124020833333333,0.105,0.0,0.1304706731046346,0.0,False
2009-01-01 23:30:00+00:00,-4.42599999999998,68.51,0.0,-38.63,2.39000000000001,0.0,0.123743055555556,0.105,0.0,0.1384047847125154,0.0,False
2009-01-02 00:00:00+00:00,-4.08799999999998,66.78,0.0,-32.17,2.91900000000001,0.0,0.124104166666667,0.105,0.0,0.1497908516198409,0.0,False
2009-01-02 00:30:00+00:00,-3.72999999999998,67.97,0.0,-29.82,3.01000000000001,0.0,0.123409722222222,0.105,0.0,0.1483786854376758,0.0,False
2009-01-02 01:00:00+00:00,-3.44699999999998,66.2,0.0,-27.11,3.33400000000001,0.0,0.1235625,0.105,0.0,0.1599474296176823,0.0,False
2009-01-02 01:30:00+00:00,-3.20399999999998,64.7799999999999,0.0,-28.31,3.35800000000001,0.0,0.124027777777778,0.105,0.0,0.1697348293700854,0.0,False
2009-01-02 02:00:00+00:00,-3.07599999999998,66.2399999999999,0.0,-27.09,2.76200000000001,0.0,0.124076388888889,0.105,0.0,0.16426678674915,0.0,False
2009-01-02 02:30:00+00:00,-2.87499999999998,62.9399999999999,0.0,-25.68,2.80300000000001,0.0,0.1234375,0.104,0.0,0.1830563914216446,0.0,False
2009-01-02 03:00:00+00:00,-2.64599999999998,61.7199999999999,0.0,-23.07,2.45000000000001,0.0,0.123333333333333,0.104,0.0,0.1923444678069962,0.0,False
2009-01-02 03:30:00+00:00,-2.53999999999998,64.1999999999999,0.0,-20.96,1.95700000000001,0.0,0.122972222222222,0.104,0.0,0.18131103885134,0.0,False
2009-01-02 04:00:00+00:00,-2.33499999999998,62.9099999999999,0.0,-20.15,2.16600000000001,0.0,0.123590277777778,0.104,0.0,0.1907345225041911,0.0,False
