TIMESTAMP,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,vpd,ext_rad,interpolated
2006-12-14 17:00:00+00:00,20.27,91.91,,,0.63,0.0,0.104,0.134,0.1926580894068766,0.0,False
2006-12-14 17:30:00+00:00,20.09,92.54,,,0.72,0.0,0.104,0.134,0.175688950660817,0.0,False
2006-12-14 18:00:00+00:00,19.82,92.92,,,0.78,0.0,0.104,0.134,0.1639745229219764,0.0,False
2006-12-14 18:30:00+00:00,19.54,93.4,,,0.82,0.0,0.104,0.134,0.150223972591967,0.0,False
2006-12-14 19:00:00+00:00,19.33,93.02,,,0.84,0.0,0.104,0.133,0.1568118682971476,0.0,False
2006-12-14 19:30:00+00:00,19.06,93.4,,,1.03,0.0,0.104,0.133,0.1458012693104044,0.0,False
2006-12-14 20:00:00+00:00,18.64,93.93,,,0.69,0.0,0.104,0.133,0.1306200782702335,0.0,False
2006-12-14 20:30:00+00:00,18.38,92.28,,,0.83,0.0,0.104,0.133,0.1634424308093663,0.0,False
2006-12-14 21:00:00+00:00,18.24,92.65,,0.45,1.09,0.0,0.104,0.133,0.154248120410687,0.0,False
2006-12-14 21:30:00+00:00,17.9,94.2,,,0.81,0.0,0.104,0.133,0.1191455876613865,0.0,False
2006-12-14 22:00:00+00:00,17.47,95.77,,,0.61,0.0,0.104,0.133,0.0845696810747346,0.0,False
2006-12-14 22:30:00+00:00,17.1,97.15,,,0.34,0.0,0.104,0.133,0.0556614344557156,0.0,False
2006-12-14 23:00:00+00:00,17.02,96.55,,0.45,0.63,0.0,0.104,0.133,0.0670389030827831,0.0,False
2006-12-14 23:30:00+00:00,16.67,97.58,5.91,10.92,0.31,0.0,0.104,0.133,0.0459911310391663,19.217834764411037,False
2006-12-15 00:00:00+00:00,16.66,98.03,55.83,90.96,0.17,0.0,0.104,0.133,0.037415268539155,179.6479550671332,False
2006-12-15 00:30:00+00:00,17.69,95.69,148.74,253.78,0.36,0.0,0.104,0.133,0.087373828808882,334.4931887740216,False
2006-12-15 01:00:00+00:00,19.17,90.04,264.46,454.8,1.18,0.0,0.104,0.133,0.2215415357759477,481.1058584167899,False
2006-12-15 01:30:00+00:00,20.46,81.58,378.36,651.27,1.64,0.0,0.104,0.133,0.4438360274405181,616.9790548798023,False
2006-12-15 02:00:00+00:00,21.81,75.48,493.48,850.02,2.26,0.0,0.104,0.133,0.6418466283974029,739.7895026373864,False
2006-12-15 02:30:00+00:00,23.18,71.57,597.59,1031.94,2.23,0.0,0.104,0.133,0.8087469390151093,847.4372850414828,False
2006-12-15 03:00:00+00:00,24.42,68.6,123.06,1183.84,2.03,0.0,0.104,0.133,0.9623487790063062,938.0817504052465,False
2006-12-15 03:30:00+00:00,25.4,64.93,751.42,1303.91,2.17,0.0,0.104,0.133,1.1394630898396716,1010.1729849317684,False
2006-12-15 04:00:00+00:00,26.67,62.06,805.01,1391.23,2.18,0.0,0.104,0.133,1.3287550924627891,1062.478314340429,False
2006-12-15 04:30:00+00:00,27.3,60.52,839.03,1444.45,1.92,0.0,0.104,0.133,1.434731353638276,1094.1033810466488,False
2006-12-15 05:00:00+00:00,27.69,58.28,849.42,1459.91,2.36,0.0,0.104,0.133,1.551072816894292,1104.5074365032374,False
2006-12-15 05:30:00+00:00,28.35,54.44,834.55,1423.98,2.35,0.0,0.104,0.133,1.7601475318691056,1093.512587225979,False
2006-12-15 06:00:00+00:00,29.0,50.13,828.44,1408.52,2.61,0.0,0.104,0.133,2.000542334953632,1061.3068364111027,False
2006-12-15 06:30:00+00:00,29.65,47.16,787.69,1332.11,2.1,0.0,0.103,0.133,2.2005623539729107,1008.4408691407332,False
2006-12-15 07:00:00+00:00,29.6,49.01,709.86,1191.58,2.24,0.0,0.103,0.133,2.117423684720406,935.8186361497864,False
2006-12-15 07:30:00+00:00,30.22,45.0,638.54,1067.42,1.92,0.0,0.103,0.133,2.366620977233386,844.681897165133,False
2006-12-15 08:00:00+00:00,30.35,42.38,549.51,905.05,1.76,0.0,0.103,0.133,2.4978605976518464,736.5889881119838,False
2006-12-15 08:30:00+00:00,30.92,40.85,441.11,716.31,1.66,0.0,0.103,0.133,2.648926417325908,613.3881752475048,False
2006-12-15 09:00:00+00:00,29.55,44.44,326.2,517.56,1.27,0.0,0.103,0.133,2.300575037003831,477.18605183819614,False
2006-12-15 09:30:00+00:00,28.84,48.53,97.59,241.04,1.18,0.0,0.103,0.133,2.045724484707326,330.3115177644788,False
2006-12-15 10:00:00+00:00,27.3,54.19,45.84,103.69,0.75,0.0,0.103,0.133,1.664768067633471,175.2759579618894,False
2006-12-15 10:30:00+00:00,25.21,63.55,16.1,30.93,0.37,0.0,0.103,0.133,1.1710082392504442,14.730300603142055,False
2006-12-15 11:00:00+00:00,23.78,70.7,,0.45,0.34,0.0,0.103,0.133,0.8641790802408283,0.0,False
2006-12-15 11:30:00+00:00,22.12,78.89,,,0.04,0.0,0.103,0.133,0.5631279812574271,0.0,False
2006-12-15 12:00:00+00:00,21.57,81.7,,,0.03,0.0,0.103,0.133,0.4720560657802007,0.0,False
2006-12-15 12:30:00+00:00,21.15,83.33,,,0.06,0.0,0.103,0.133,0.4190875410697233,0.0,False
2006-12-15 13:00:00+00:00,20.72,87.91,0.2,0.45,0.09,0.0,0.103,0.133,0.2960178701004081,0.0,False
2006-12-15 13:30:00+00:00,20.34,88.98,,,0.06,0.0,0.103,0.133,0.2635712383170278,0.0,False
2006-12-15 14:00:00+00:00,20.54,88.28,,,0.03,0.0,0.103,0.133,0.2837939875715387,0.0,False
2006-12-15 14:30:00+00:00,21.93,79.34,,,0.32,0.0,0.103,0.133,0.5447795447577837,0.0,False
2006-12-15 15:00:00+00:00,22.57,76.18,,,0.97,0.0,0.103,0.133,0.6530407922000845,0.0,False
2006-12-15 15:30:00+00:00,22.54,78.32,,,1.3,0.0,0.103,0.133,0.5932901637684828,0.0,False
