TIMESTAMP,solar_TIMESTAMP,CAN_TUR_P39_POS_Pst_Js_1,CAN_TUR_P39_POS_Pst_Js_3,CAN_TUR_P39_POS_Pst_Js_5,CAN_TUR_P39_POS_Pst_Js_9,CAN_TUR_P39_POS_Pst_Js_10,CAN_TUR_P39_POS_Pst_Js_12,CAN_TUR_P39_POS_Pst_Js_13,CAN_TUR_P39_POS_Pst_Js_15,CAN_TUR_P39_POS_Pst_Js_17,CAN_TUR_P39_POS_Pst_Js_18,CAN_TUR_P39_POS_Pst_Js_19,CAN_TUR_P39_POS_Pst_Js_20
2010-01-30T14:00:00Z,2010-01-30T08:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T14:30:00Z,2010-01-30T08:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T15:00:00Z,2010-01-30T09:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T15:30:00Z,2010-01-30T09:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T16:00:00Z,2010-01-30T10:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T16:30:00Z,2010-01-30T10:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T17:00:00Z,2010-01-30T11:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T17:30:00Z,2010-01-30T11:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T18:00:00Z,2010-01-30T12:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T18:30:00Z,2010-01-30T12:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T19:00:00Z,2010-01-30T13:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T19:30:00Z,2010-01-30T13:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T20:00:00Z,2010-01-30T14:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T20:30:00Z,2010-01-30T14:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T21:00:00Z,2010-01-30T15:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T21:30:00Z,2010-01-30T15:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T22:00:00Z,2010-01-30T16:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T22:30:00Z,2010-01-30T16:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T23:00:00Z,2010-01-30T17:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T23:30:00Z,2010-01-30T17:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T00:00:00Z,2010-01-30T18:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T00:30:00Z,2010-01-30T18:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T01:00:00Z,2010-01-30T19:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T01:30:00Z,2010-01-30T19:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T02:00:00Z,2010-01-30T20:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T02:30:00Z,2010-01-30T20:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T03:00:00Z,2010-01-30T21:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T03:30:00Z,2010-01-30T21:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T04:00:00Z,2010-01-30T22:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T04:30:00Z,2010-01-30T22:55:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T05:00:00Z,2010-01-30T23:25:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T05:30:00Z,2010-01-30T23:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T06:00:00Z,2010-01-31T00:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T06:30:00Z,2010-01-31T00:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T07:00:00Z,2010-01-31T01:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T07:30:00Z,2010-01-31T01:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T08:00:00Z,2010-01-31T02:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T08:30:00Z,2010-01-31T02:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T09:00:00Z,2010-01-31T03:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T09:30:00Z,2010-01-31T03:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T10:00:00Z,2010-01-31T04:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T10:30:00Z,2010-01-31T04:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T11:00:00Z,2010-01-31T05:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T11:30:00Z,2010-01-31T05:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T12:00:00Z,2010-01-31T06:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T12:30:00Z,2010-01-31T06:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T13:00:00Z,2010-01-31T07:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T13:30:00Z,2010-01-31T07:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T14:00:00Z,2010-01-31T08:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T14:30:00Z,2010-01-31T08:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T15:00:00Z,2010-01-31T09:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T15:30:00Z,2010-01-31T09:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T16:00:00Z,2010-01-31T10:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T16:30:00Z,2010-01-31T10:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T17:00:00Z,2010-01-31T11:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T17:30:00Z,2010-01-31T11:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T18:00:00Z,2010-01-31T12:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T18:30:00Z,2010-01-31T12:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T19:00:00Z,2010-01-31T13:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T19:30:00Z,2010-01-31T13:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T20:00:00Z,2010-01-31T14:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T20:30:00Z,2010-01-31T14:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T21:00:00Z,2010-01-31T15:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T21:30:00Z,2010-01-31T15:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T22:00:00Z,2010-01-31T16:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T22:30:00Z,2010-01-31T16:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T23:00:00Z,2010-01-31T17:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T23:30:00Z,2010-01-31T17:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T00:00:00Z,2010-01-31T18:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T00:30:00Z,2010-01-31T18:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T01:00:00Z,2010-01-31T19:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T01:30:00Z,2010-01-31T19:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T02:00:00Z,2010-01-31T20:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T02:30:00Z,2010-01-31T20:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T03:00:00Z,2010-01-31T21:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T03:30:00Z,2010-01-31T21:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T04:00:00Z,2010-01-31T22:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T04:30:00Z,2010-01-31T22:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T05:00:00Z,2010-01-31T23:25:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T05:30:00Z,2010-01-31T23:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T06:00:00Z,2010-02-01T00:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T06:30:00Z,2010-02-01T00:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T07:00:00Z,2010-02-01T01:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T07:30:00Z,2010-02-01T01:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T08:00:00Z,2010-02-01T02:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T08:30:00Z,2010-02-01T02:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T09:00:00Z,2010-02-01T03:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T09:30:00Z,2010-02-01T03:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T10:00:00Z,2010-02-01T04:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T10:30:00Z,2010-02-01T04:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T11:00:00Z,2010-02-01T05:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T11:30:00Z,2010-02-01T05:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T12:00:00Z,2010-02-01T06:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T12:30:00Z,2010-02-01T06:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T13:00:00Z,2010-02-01T07:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T13:30:00Z,2010-02-01T07:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T14:00:00Z,2010-02-01T08:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T14:30:00Z,2010-02-01T08:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T15:00:00Z,2010-02-01T09:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T15:30:00Z,2010-02-01T09:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T16:00:00Z,2010-02-01T10:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T16:30:00Z,2010-02-01T10:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T17:00:00Z,2010-02-01T11:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T17:30:00Z,2010-02-01T11:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T18:00:00Z,2010-02-01T12:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T18:30:00Z,2010-02-01T12:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T19:00:00Z,2010-02-01T13:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T19:30:00Z,2010-02-01T13:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T20:00:00Z,2010-02-01T14:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T20:30:00Z,2010-02-01T14:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T21:00:00Z,2010-02-01T15:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T21:30:00Z,2010-02-01T15:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T22:00:00Z,2010-02-01T16:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T22:30:00Z,2010-02-01T16:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T23:00:00Z,2010-02-01T17:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T23:30:00Z,2010-02-01T17:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T00:00:00Z,2010-02-01T18:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T00:30:00Z,2010-02-01T18:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T01:00:00Z,2010-02-01T19:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T01:30:00Z,2010-02-01T19:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T02:00:00Z,2010-02-01T20:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T02:30:00Z,2010-02-01T20:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T03:00:00Z,2010-02-01T21:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T03:30:00Z,2010-02-01T21:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T04:00:00Z,2010-02-01T22:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T04:30:00Z,2010-02-01T22:54:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T05:00:00Z,2010-02-01T23:24:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T05:30:00Z,2010-02-01T23:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T06:00:00Z,2010-02-02T00:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T06:30:00Z,2010-02-02T00:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T07:00:00Z,2010-02-02T01:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T07:30:00Z,2010-02-02T01:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T08:00:00Z,2010-02-02T02:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T08:30:00Z,2010-02-02T02:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T09:00:00Z,2010-02-02T03:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T09:30:00Z,2010-02-02T03:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T10:00:00Z,2010-02-02T04:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T10:30:00Z,2010-02-02T04:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T11:00:00Z,2010-02-02T05:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T11:30:00Z,2010-02-02T05:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T12:00:00Z,2010-02-02T06:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T12:30:00Z,2010-02-02T06:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T13:00:00Z,2010-02-02T07:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T13:30:00Z,2010-02-02T07:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T14:00:00Z,2010-02-02T08:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T14:30:00Z,2010-02-02T08:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T15:00:00Z,2010-02-02T09:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T15:30:00Z,2010-02-02T09:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T16:00:00Z,2010-02-02T10:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T16:30:00Z,2010-02-02T10:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T17:00:00Z,2010-02-02T11:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T17:30:00Z,2010-02-02T11:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T18:00:00Z,2010-02-02T12:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T18:30:00Z,2010-02-02T12:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T19:00:00Z,2010-02-02T13:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T19:30:00Z,2010-02-02T13:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T20:00:00Z,2010-02-02T14:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T20:30:00Z,2010-02-02T14:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T21:00:00Z,2010-02-02T15:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T21:30:00Z,2010-02-02T15:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T22:00:00Z,2010-02-02T16:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T22:30:00Z,2010-02-02T16:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T23:00:00Z,2010-02-02T17:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T23:30:00Z,2010-02-02T17:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T00:00:00Z,2010-02-02T18:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T00:30:00Z,2010-02-02T18:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T01:00:00Z,2010-02-02T19:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T01:30:00Z,2010-02-02T19:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T02:00:00Z,2010-02-02T20:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T02:30:00Z,2010-02-02T20:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T03:00:00Z,2010-02-02T21:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T03:30:00Z,2010-02-02T21:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T04:00:00Z,2010-02-02T22:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T04:30:00Z,2010-02-02T22:54:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T05:00:00Z,2010-02-02T23:24:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T05:30:00Z,2010-02-02T23:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T06:00:00Z,2010-02-03T00:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T06:30:00Z,2010-02-03T00:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T07:00:00Z,2010-02-03T01:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T07:30:00Z,2010-02-03T01:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T08:00:00Z,2010-02-03T02:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T08:30:00Z,2010-02-03T02:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T09:00:00Z,2010-02-03T03:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T09:30:00Z,2010-02-03T03:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T10:00:00Z,2010-02-03T04:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T10:30:00Z,2010-02-03T04:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T11:00:00Z,2010-02-03T05:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T11:30:00Z,2010-02-03T05:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T12:00:00Z,2010-02-03T06:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T12:30:00Z,2010-02-03T06:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T13:00:00Z,2010-02-03T07:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T13:30:00Z,2010-02-03T07:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T14:00:00Z,2010-02-03T08:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T14:30:00Z,2010-02-03T08:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T15:00:00Z,2010-02-03T09:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T15:30:00Z,2010-02-03T09:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T16:00:00Z,2010-02-03T10:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T16:30:00Z,2010-02-03T10:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T17:00:00Z,2010-02-03T11:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T17:30:00Z,2010-02-03T11:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T18:00:00Z,2010-02-03T12:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T18:30:00Z,2010-02-03T12:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T19:00:00Z,2010-02-03T13:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T19:30:00Z,2010-02-03T13:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T20:00:00Z,2010-02-03T14:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T20:30:00Z,2010-02-03T14:54:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T21:00:00Z,2010-02-03T15:24:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
