TIMESTAMP,AUS_WOM_Eru_Js_1,AUS_WOM_Eru_Js_2,AUS_WOM_Eob_Js_3,AUS_WOM_Eru_Js_4,AUS_WOM_Eob_Js_5,AUS_WOM_Eob_Js_6,AUS_WOM_Eob_Js_7,AUS_WOM_Eru_Js_8,AUS_WOM_Eob_Js_9,AUS_WOM_Eru_Js_10,AUS_WOM_Eob_Js_11,interpolated
2012-12-31 14:30:00+00:00,4.03353343,3.156203114,3.916443579,6.985790404,4.211757843,2.43086777,5.010551756,1.25479405,4.726697551,7.036665884,6.431124675,False
2012-12-31 15:00:00+00:00,3.959473056,3.040880462,3.771590688,6.910980078,3.961036559,2.26653417,3.7585313,2.960812851,4.658870372,6.843941944,5.277871391,False
2012-12-31 15:30:00+00:00,3.128342236,3.033017078,3.761713756,6.773007207,4.103419299,2.336805401,4.086430853,3.776319721,4.660003978,7.10857278,6.122542365,False
2012-12-31 16:00:00+00:00,3.098134523,3.047576645,3.780001537,6.836072771,4.061429304,2.382118851,3.77710302,5.462728546,4.562341549,6.806976837,6.087627154,False
2012-12-31 16:30:00+00:00,4.054054728,3.14674347,3.90456164,6.63877697,5.356892773,2.416827396,4.943493165,4.993596276,4.67830359,6.381688169,6.039796461,False
2012-12-31 17:00:00+00:00,4.075601524,3.01038229,3.733282963,7.311875196,5.76521559,2.485777072,4.965973114,3.927235876,4.65317688,7.024587469,5.347495258,False
2012-12-31 17:30:00+00:00,5.219819964,3.232359883,4.012101527,7.717876602,5.936501713,2.684158059,5.285601452,2.922717955,4.919838657,7.498691501,5.605182083,False
2012-12-31 18:00:00+00:00,4.981505358,2.994371439,3.713172273,7.167961648,5.285077472,2.384968537,4.967747487,3.827511141,4.700199318,7.115990445,5.888570397,False
2012-12-31 18:30:00+00:00,4.263812222,3.127391026,3.880253687,7.824762293,4.4510577,2.544609176,4.276952894,3.364090095,4.810797163,7.255434632,5.493269262,False
2012-12-31 19:00:00+00:00,3.566118462,3.193218764,3.962937688,8.041467598,4.79299458,2.819468089,4.482943149,5.767083713,5.013654208,7.593389377,6.685007759,False
2012-12-31 19:30:00+00:00,4.847956776,3.193446911,3.963224256,9.198043277,7.158663004,3.043298713,5.640811256,6.083183889,5.37262921,8.745867601,6.968634161,False
2012-12-31 20:00:00+00:00,9.784218285,4.676867389,5.826498666,21.0964166,11.96851887,11.60118492,7.435703806,7.77832994,9.396160608,18.57673161,13.76793649,False
2012-12-31 20:30:00+00:00,14.16184688,10.15892192,12.71232239,36.4410684,21.32396691,25.40145709,10.36329488,11.7830694,15.64695573,34.12433222,27.34224823,False
2012-12-31 21:00:00+00:00,16.55431111,12.99383901,16.2731661,45.40926158,25.13427877,34.83516561,10.64743553,11.97000265,18.87499227,44.324982,36.46092359,False
2012-12-31 21:30:00+00:00,18.76106975,14.71758829,18.4383094,50.45883188,31.98885857,38.9693091,13.9513717,13.20080688,20.55756864,49.8210865,42.33270123,False
2012-12-31 22:00:00+00:00,21.68876886,17.77454089,22.27804441,58.30441987,37.22838691,45.60841853,15.13076207,15.06704142,24.86779834,60.41456937,48.9302312,False
2012-12-31 22:30:00+00:00,24.97911839,18.12588883,22.71936071,63.87621512,39.51674411,46.72368084,16.46862893,16.94260043,26.31405163,68.23077162,52.36834996,False
2012-12-31 23:00:00+00:00,27.69792159,19.60460372,24.57672458,67.58748633,41.64015318,52.96650395,19.34771615,22.27690218,25.78391317,72.47663118,52.76894296,False
2012-12-31 23:30:00+00:00,31.75430831,20.67956822,25.92695122,73.16406172,42.0086922,52.3393624,18.94268252,25.92983805,28.91023043,80.81544844,58.27154727,False
2013-01-01 00:00:00+00:00,30.63725836,22.21580062,27.85656091,79.05550325,43.57528679,52.67393822,19.93612463,29.87894139,34.83227536,84.16121976,60.9475381,False
2013-01-01 00:30:00+00:00,31.65267114,18.75912169,23.51474314,75.1624287,41.10006198,46.39831132,22.83905156,28.77728504,33.25008832,84.1706973,59.2927695,False
2013-01-01 01:00:00+00:00,33.12044923,20.38985333,25.56305012,74.22069397,41.10006198,50.97354937,20.34233611,28.54073406,30.50757925,82.51693951,54.28236123,False
2013-01-01 01:30:00+00:00,33.33316428,19.68349501,24.67581727,70.74218998,40.74935303,46.86796321,20.25557146,28.67865358,31.35737965,84.16121976,50.90453783,False
2013-01-01 02:00:00+00:00,32.34104424,17.92062229,22.46153232,70.74218998,40.77918295,46.19789118,23.42148979,34.27221426,37.78610273,83.20841126,54.95477396,False
2013-01-01 02:30:00+00:00,31.81345209,20.84746148,26.13783628,70.74218998,40.06822696,42.63620379,24.76320222,27.36746736,34.35150114,87.31453095,59.2927695,False
2013-01-01 03:00:00+00:00,31.05576475,19.74992048,24.75925206,69.38097852,40.05645042,41.03696288,23.4126996,22.75739148,32.86630156,83.20841126,54.95477396,False
2013-01-01 03:30:00+00:00,30.0613849,18.01112059,22.57520419,67.97642258,39.97129479,40.02179599,23.12614037,25.86969106,30.62082536,83.20841126,55.78910214,False
2013-01-01 04:00:00+00:00,31.68416766,20.03212165,25.11371544,72.74055696,42.34589176,39.76146157,21.21616813,24.41072146,28.43227542,86.80586306,58.77003468,False
2013-01-01 04:30:00+00:00,29.68765208,19.04227814,23.8704064,67.97642258,39.56515364,38.50049038,21.44236808,27.1334841,27.542851,83.97334608,51.30628639,False
2013-01-01 05:00:00+00:00,29.78942217,20.16790444,25.28426761,70.73207874,38.0729606,34.41710323,21.80507511,25.28630883,28.06799483,85.26317026,55.27013324,False
2013-01-01 05:30:00+00:00,28.53567701,18.55187755,23.25443076,65.9329171,37.54820028,30.0314915,17.96171841,22.98760488,23.9446471,76.87341155,49.6092006,False
2013-01-01 06:00:00+00:00,26.51526519,17.73354577,22.22655183,65.49321859,35.70721537,30.0223459,18.88175216,19.05420626,23.38405817,75.33364471,51.09614915,False
2013-01-01 06:30:00+00:00,25.50975197,17.16678463,21.51466228,66.71387385,34.68229659,28.19119237,18.6251423,15.8665989,22.36061334,73.66883051,51.09614915,False
2013-01-01 07:00:00+00:00,23.607635,13.69247631,17.15070084,60.48837439,29.81619339,22.69373253,17.99011849,13.36965401,18.18710934,64.01885774,42.06426661,False
2013-01-01 07:30:00+00:00,20.55628973,14.49391418,18.15735989,56.04475574,26.29688805,20.41278783,15.94735186,12.33529259,16.48037794,61.10302023,40.85183816,False
2013-01-01 08:00:00+00:00,17.43716132,12.01893869,15.04862669,47.31916482,22.04273171,15.52317827,13.310353,11.23682625,13.71685711,52.44498174,35.69340241,False
2013-01-01 08:30:00+00:00,12.50033673,8.642821539,10.80799986,34.25944144,15.15689526,9.49471972,11.23046437,8.216377728,11.21318791,38.79445632,24.77188711,False
2013-01-01 09:00:00+00:00,10.16173348,5.922520418,7.391121404,25.61336477,11.72619316,7.186791484,9.138950523,5.186795085,8.220125223,28.806541,18.44734711,False
2013-01-01 09:30:00+00:00,7.548706624,4.767908406,5.940852216,16.22850239,8.683804177,5.19227474,7.324621276,3.315583946,7.027337481,18.9269418,12.21693291,False
2013-01-01 10:00:00+00:00,6.598322358,3.943096627,4.90483397,11.50228362,6.716465243,3.306895208,6.639437683,4.096719529,6.087979429,12.61645835,9.343868633,False
2013-01-01 10:30:00+00:00,5.665037077,3.487375355,4.332417857,9.244009156,6.140893499,2.843252276,6.180461803,3.702372628,5.456076957,9.791511316,8.001329671,False
2013-01-01 11:00:00+00:00,4.192507582,3.235447208,4.015979412,8.093292529,4.269745858,2.416714026,4.790565999,4.60704882,5.035368332,8.224211365,7.159239947,False
2013-01-01 11:30:00+00:00,2.984673302,3.11363325,3.862973009,7.003263229,4.081502494,2.293147236,4.22435751,1.26330424,4.775187793,7.496926741,6.81540007,False
2013-01-01 12:00:00+00:00,4.582670883,2.825528017,3.501093747,6.873616809,3.947477828,2.110934972,4.44009626,3.364276217,4.557019146,6.765355643,6.477600924,False
2013-01-01 12:30:00+00:00,2.713452457,2.931965571,3.634786367,6.112672426,3.909355758,2.010226248,4.278237592,2.245995143,4.533333043,6.299799348,5.978641372,False
2013-01-01 13:00:00+00:00,1.362976095,2.759556212,3.418228789,5.731702906,3.449223625,1.99243579,4.701512494,2.823107602,4.412173737,4.376810788,5.634601955,False
2013-01-01 13:30:00+00:00,2.509596971,2.625220135,3.249493776,4.575894501,4.767435969,1.866818756,3.321771128,3.655963434,4.277624385,5.500149782,5.745383151,False
2013-01-01 14:00:00+00:00,3.197433658,3.147315598,3.90528027,4.221038092,4.490384357,1.662678491,4.097480941,2.1515283,2.851090986,4.133246532,5.185149604,False
2013-01-01 14:30:00+00:00,2.085391696,3.181283908,3.947946719,2.824145702,4.319475575,1.63535437,4.177162328,3.253899647,2.741763022,3.521587211,4.298777235,False
2013-01-01 15:00:00+00:00,1.028314988,2.478742785,3.065508518,1.579185659,3.177522619,1.633768881,3.214881641,3.149852391,2.632784499,3.643694622,4.932930447,False
2013-01-01 15:30:00+00:00,1.95586161,2.648192081,3.278348061,1.697204417,4.291007916,1.597442915,3.299720987,3.261766577,2.735639653,3.245949659,4.181611779,False
2013-01-01 16:00:00+00:00,2.057080565,2.675659586,3.312849068,3.801792617,4.179924292,1.651583855,2.974305926,2.245255776,2.73674945,3.416334697,4.618308357,False
2013-01-01 16:30:00+00:00,2.970417465,3.000739129,3.721170513,3.966755216,4.454511305,1.700465279,2.596601294,2.053251559,2.786951644,4.759288765,3.742268733,False
