TIMESTAMP,ESP_SAN_B_100_Oeu_Jt_1,ESP_SAN_B_100_Oeu_Jt_2,ESP_SAN_B_100_Oeu_Jt_3,interpolated
2014-04-20 23:00:00+00:00,1.2255068607068609,1.145245390070922,1.1684244444444445,False
2014-04-20 23:30:00+00:00,1.2397971413721416,1.296346269503546,1.1684244444444445,False
2014-04-21 00:00:00+00:00,1.3150243503118504,1.149477730496454,1.1684244444444445,False
2014-04-21 00:30:00+00:00,1.2132678794178795,1.246707460992908,1.1684244444444445,False
2014-04-21 01:00:00+00:00,1.2030681133056134,1.3172592907801417,1.1684244444444445,False
2014-04-21 01:30:00+00:00,1.2023324324324325,1.3053555744680851,1.1684244444444445,False
2014-04-21 02:00:00+00:00,1.200190150727651,1.4298551773049648,1.1684244444444445,False
2014-04-21 02:30:00+00:00,1.2215388513513514,1.2886116879432623,1.1684244444444445,False
2014-04-21 03:00:00+00:00,1.1984642411642412,1.3897278865248226,1.1684244444444445,False
2014-04-21 03:30:00+00:00,1.1958389033264034,1.1994386666666663,1.1684244444444445,False
2014-04-21 04:00:00+00:00,1.1958389033264034,1.1662281418439715,1.1684244444444445,False
2014-04-21 04:30:00+00:00,1.1958389033264034,1.1742144680851063,1.1684244444444445,False
2014-04-21 05:00:00+00:00,1.2264286902286905,1.3039724539007091,1.1684244444444445,False
2014-04-21 05:30:00+00:00,1.260339838877339,1.1770953758865248,1.1684244444444445,False
2014-04-21 06:00:00+00:00,1.1958389033264034,1.2705201418439718,1.1684244444444445,False
2014-04-21 06:30:00+00:00,1.1958389033264034,1.260102893617021,1.1684244444444445,False
2014-04-21 07:00:00+00:00,1.245690306652807,1.3901871773049648,1.3448053524492232,False
2014-04-21 07:30:00+00:00,1.2174122661122662,1.222123659574468,1.1684244444444445,False
2014-04-21 08:00:00+00:00,1.1958389033264034,1.2867271773049644,1.1684244444444445,False
2014-04-21 08:30:00+00:00,1.2563652027027028,1.1778373900709218,1.1684244444444445,False
2014-04-21 09:00:00+00:00,1.1958389033264034,1.2046028085106384,1.1684244444444445,False
2014-04-21 09:30:00+00:00,1.241431574844075,1.338262893617021,1.1684244444444445,False
