TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,netrad,ws,precip,swc_shallow,ext_rad
2011-07-01T05:00:00Z,2011-06-30T23:10:28Z,,,,,,,,CALCULATED
2011-07-01T06:00:00Z,2011-07-01T00:10:18Z,,,,,,,,CALCULATED
2011-07-01T07:00:00Z,2011-07-01T01:10:18Z,,,,,,,,CALCULATED
2011-07-01T08:00:00Z,2011-07-01T02:10:18Z,,,,,,,,CALCULATED
2011-07-01T09:00:00Z,2011-07-01T03:10:18Z,,,,,,OUT_WARN,,CALCULATED
2011-07-01T10:00:00Z,2011-07-01T04:10:18Z,,,,,,,,CALCULATED
2011-07-01T11:00:00Z,2011-07-01T05:10:18Z,,,,,,,,CALCULATED
2011-07-01T12:00:00Z,2011-07-01T06:10:18Z,,,,,,,,CALCULATED
2011-07-01T13:00:00Z,2011-07-01T07:10:18Z,,,,,,,,CALCULATED
2011-07-01T14:00:00Z,2011-07-01T08:10:18Z,,,,,,,,CALCULATED
2011-07-01T15:00:00Z,2011-07-01T09:10:18Z,,,,,,,,CALCULATED
2011-07-01T16:00:00Z,2011-07-01T10:10:18Z,,,,,,,,CALCULATED
2011-07-01T17:00:00Z,2011-07-01T11:10:18Z,,,,,,,,CALCULATED
2011-07-01T18:00:00Z,2011-07-01T12:10:18Z,,,,,,,,CALCULATED
2011-07-01T19:00:00Z,2011-07-01T13:10:18Z,,,,,,,,CALCULATED
2011-07-01T20:00:00Z,2011-07-01T14:10:18Z,,,,,,,,CALCULATED
2011-07-01T21:00:00Z,2011-07-01T15:10:18Z,,,,,,,,CALCULATED
2011-07-01T22:00:00Z,2011-07-01T16:10:18Z,,,,,,,,CALCULATED
2011-07-01T23:00:00Z,2011-07-01T17:10:18Z,,,,,,,,CALCULATED
2011-07-02T00:00:00Z,2011-07-01T18:10:18Z,,,,,,,,CALCULATED
2011-07-02T01:00:00Z,2011-07-01T19:10:18Z,,,,,,,,CALCULATED
2011-07-02T02:00:00Z,2011-07-01T20:10:18Z,,,,,,,,CALCULATED
2011-07-02T03:00:00Z,2011-07-01T21:10:18Z,,,,,,,,CALCULATED
2011-07-02T04:00:00Z,2011-07-01T22:10:18Z,,,,,,,,CALCULATED
2011-07-02T05:00:00Z,2011-07-01T23:10:18Z,,,,,,,,CALCULATED
2011-07-02T06:00:00Z,2011-07-02T00:10:08Z,,,,,,,,CALCULATED
2011-07-02T07:00:00Z,2011-07-02T01:10:08Z,,,,,,,,CALCULATED
2011-07-02T08:00:00Z,2011-07-02T02:10:08Z,,,,,,,,CALCULATED
2011-07-02T09:00:00Z,2011-07-02T03:10:08Z,,,,,,,,CALCULATED
2011-07-02T10:00:00Z,2011-07-02T04:10:08Z,,,,,,,,CALCULATED
2011-07-02T11:00:00Z,2011-07-02T05:10:08Z,,,,,,,,CALCULATED
2011-07-02T12:00:00Z,2011-07-02T06:10:08Z,,,,,,,,CALCULATED
2011-07-02T13:00:00Z,2011-07-02T07:10:08Z,,,,,,,,CALCULATED
