TIMESTAMP,solar_TIMESTAMP,FIN_HYY_SME_Psy_Jt_1,FIN_HYY_SME_Psy_Jt_2,FIN_HYY_SME_Psy_Jt_3,FIN_HYY_SME_Bpe_Jt_4
2013-01-04T20:30:00Z,2013-01-04T22:01:21Z,NA,NA,NA,NA
2013-01-04T21:30:00Z,2013-01-04T23:01:21Z,NA,NA,NA,NA
2013-01-04T23:30:00Z,2013-01-05T01:00:57Z,NA,NA,NA,NA
2013-01-05T00:30:00Z,2013-01-05T02:00:57Z,NA,NA,NA,NA
2013-01-05T01:30:00Z,2013-01-05T03:00:57Z,NA,NA,NA,NA
2013-01-05T02:30:00Z,2013-01-05T04:00:57Z,NA,NA,NA,NA
2013-01-05T03:30:00Z,2013-01-05T05:00:57Z,NA,NA,NA,NA
2013-01-05T04:30:00Z,2013-01-05T06:00:57Z,NA,NA,NA,NA
2013-01-05T05:30:00Z,2013-01-05T07:00:57Z,NA,NA,NA,NA
2013-01-05T06:30:00Z,2013-01-05T08:00:57Z,NA,NA,NA,NA
2013-01-05T07:30:00Z,2013-01-05T09:00:57Z,NA,NA,NA,NA
2013-01-05T08:30:00Z,2013-01-05T10:00:57Z,NA,NA,NA,NA
2013-01-05T09:30:00Z,2013-01-05T11:00:57Z,NA,NA,NA,NA
2013-01-05T10:30:00Z,2013-01-05T12:00:57Z,NA,NA,NA,NA
2013-01-05T11:30:00Z,2013-01-05T13:00:57Z,NA,NA,NA,NA
2013-01-05T12:30:00Z,2013-01-05T14:00:57Z,NA,NA,NA,NA
2013-01-05T13:30:00Z,2013-01-05T15:00:57Z,NA,NA,NA,NA
2013-01-05T14:30:00Z,2013-01-05T16:00:57Z,NA,NA,NA,NA
2013-01-05T15:30:00Z,2013-01-05T17:00:57Z,NA,NA,NA,NA
2013-01-05T16:30:00Z,2013-01-05T18:00:57Z,NA,NA,NA,NA
2013-01-05T17:30:00Z,2013-01-05T19:00:57Z,NA,NA,NA,NA
2013-01-05T18:30:00Z,2013-01-05T20:00:57Z,NA,NA,NA,NA
2013-01-05T19:30:00Z,2013-01-05T21:00:57Z,NA,NA,NA,NA
2013-01-05T20:30:00Z,2013-01-05T22:00:57Z,NA,NA,NA,NA
2013-01-05T21:30:00Z,2013-01-05T23:00:57Z,NA,NA,NA,NA
2013-01-05T23:30:00Z,2013-01-06T01:00:33Z,NA,NA,NA,NA
2013-01-06T00:30:00Z,2013-01-06T02:00:33Z,NA,NA,NA,NA
2013-01-06T01:30:00Z,2013-01-06T03:00:33Z,NA,NA,NA,NA
2013-01-06T02:30:00Z,2013-01-06T04:00:33Z,NA,NA,NA,NA
2013-01-06T03:30:00Z,2013-01-06T05:00:33Z,NA,NA,NA,NA
2013-01-06T04:30:00Z,2013-01-06T06:00:33Z,NA,NA,NA,NA
2013-01-06T05:30:00Z,2013-01-06T07:00:33Z,NA,NA,NA,NA
2013-01-06T06:30:00Z,2013-01-06T08:00:33Z,NA,NA,NA,NA
2013-01-06T07:30:00Z,2013-01-06T09:00:33Z,NA,NA,NA,NA
2013-01-06T08:30:00Z,2013-01-06T10:00:33Z,NA,NA,NA,NA
2013-01-06T09:30:00Z,2013-01-06T11:00:33Z,NA,NA,NA,NA
2013-01-06T10:30:00Z,2013-01-06T12:00:33Z,NA,NA,NA,NA
2013-01-06T11:30:00Z,2013-01-06T13:00:33Z,NA,NA,NA,NA
2013-01-06T12:30:00Z,2013-01-06T14:00:33Z,NA,NA,NA,NA
2013-01-06T13:30:00Z,2013-01-06T15:00:33Z,NA,NA,NA,NA
2013-01-06T14:30:00Z,2013-01-06T16:00:33Z,NA,NA,NA,NA
2013-01-06T15:30:00Z,2013-01-06T17:00:33Z,NA,NA,NA,NA
2013-01-06T16:30:00Z,2013-01-06T18:00:33Z,NA,NA,NA,NA
2013-01-06T17:30:00Z,2013-01-06T19:00:33Z,NA,NA,NA,NA
2013-01-06T18:30:00Z,2013-01-06T20:00:33Z,NA,NA,NA,NA
2013-01-06T19:30:00Z,2013-01-06T21:00:33Z,NA,NA,NA,NA
2013-01-06T20:30:00Z,2013-01-06T22:00:33Z,NA,NA,NA,NA
2013-01-06T21:30:00Z,2013-01-06T23:00:33Z,NA,NA,NA,NA
2013-01-06T23:30:00Z,2013-01-07T01:00:10Z,NA,NA,NA,NA
2013-01-07T00:30:00Z,2013-01-07T02:00:10Z,NA,NA,NA,NA
2013-01-07T01:30:00Z,2013-01-07T03:00:10Z,NA,NA,NA,NA
2013-01-07T02:30:00Z,2013-01-07T04:00:10Z,NA,NA,NA,NA
2013-01-07T03:30:00Z,2013-01-07T05:00:10Z,NA,NA,NA,NA
2013-01-07T04:30:00Z,2013-01-07T06:00:10Z,NA,NA,NA,NA
2013-01-07T05:30:00Z,2013-01-07T07:00:10Z,NA,NA,NA,NA
2013-01-07T06:30:00Z,2013-01-07T08:00:10Z,NA,NA,NA,NA
2013-01-07T07:30:00Z,2013-01-07T09:00:10Z,NA,NA,NA,NA
2013-01-07T08:30:00Z,2013-01-07T10:00:10Z,NA,NA,NA,NA
2013-01-07T09:30:00Z,2013-01-07T11:00:10Z,NA,NA,NA,NA
2013-01-07T10:30:00Z,2013-01-07T12:00:10Z,NA,NA,NA,NA
2013-01-07T11:30:00Z,2013-01-07T13:00:10Z,NA,NA,NA,NA
2013-01-07T12:30:00Z,2013-01-07T14:00:10Z,NA,NA,NA,NA
2013-01-07T13:30:00Z,2013-01-07T15:00:10Z,NA,NA,NA,NA
2013-01-07T14:30:00Z,2013-01-07T16:00:10Z,NA,NA,NA,NA
2013-01-07T15:30:00Z,2013-01-07T17:00:10Z,NA,NA,NA,NA
2013-01-07T16:30:00Z,2013-01-07T18:00:10Z,NA,NA,NA,NA
2013-01-07T17:30:00Z,2013-01-07T19:00:10Z,NA,NA,NA,NA
2013-01-07T18:30:00Z,2013-01-07T20:00:10Z,NA,NA,NA,NA
2013-01-07T19:30:00Z,2013-01-07T21:00:10Z,NA,NA,NA,NA
2013-01-07T20:30:00Z,2013-01-07T22:00:10Z,NA,NA,NA,NA
2013-01-07T21:30:00Z,2013-01-07T23:00:10Z,NA,NA,NA,NA
2013-01-07T23:30:00Z,2013-01-08T00:59:47Z,NA,NA,NA,NA
2013-01-08T00:30:00Z,2013-01-08T01:59:47Z,NA,NA,NA,NA
2013-01-08T01:30:00Z,2013-01-08T02:59:47Z,NA,NA,NA,NA
2013-01-08T02:30:00Z,2013-01-08T03:59:47Z,NA,NA,NA,NA
2013-01-08T03:30:00Z,2013-01-08T04:59:47Z,NA,NA,NA,NA
2013-01-08T04:30:00Z,2013-01-08T05:59:47Z,NA,NA,NA,NA
2013-01-08T05:30:00Z,2013-01-08T06:59:47Z,NA,NA,NA,NA
2013-01-08T06:30:00Z,2013-01-08T07:59:47Z,NA,NA,NA,NA
2013-01-08T07:30:00Z,2013-01-08T08:59:47Z,NA,NA,NA,NA
2013-01-08T08:30:00Z,2013-01-08T09:59:47Z,NA,NA,NA,NA
2013-01-08T09:30:00Z,2013-01-08T10:59:47Z,NA,NA,NA,NA
2013-01-08T10:30:00Z,2013-01-08T11:59:47Z,NA,NA,NA,NA
2013-01-08T11:30:00Z,2013-01-08T12:59:47Z,NA,NA,NA,NA
2013-01-08T12:30:00Z,2013-01-08T13:59:47Z,NA,NA,NA,NA
2013-01-08T13:30:00Z,2013-01-08T14:59:47Z,NA,NA,NA,NA
2013-01-08T14:30:00Z,2013-01-08T15:59:47Z,NA,NA,NA,NA
2013-01-08T15:30:00Z,2013-01-08T16:59:47Z,NA,NA,NA,NA
2013-01-08T16:30:00Z,2013-01-08T17:59:47Z,NA,NA,NA,NA
2013-01-08T17:30:00Z,2013-01-08T18:59:47Z,NA,NA,NA,NA
2013-01-08T18:30:00Z,2013-01-08T19:59:47Z,NA,NA,NA,NA
2013-01-08T19:30:00Z,2013-01-08T20:59:47Z,NA,NA,NA,NA
2013-01-08T20:30:00Z,2013-01-08T21:59:47Z,NA,NA,NA,NA
2013-01-08T21:30:00Z,2013-01-08T22:59:47Z,NA,NA,NA,NA
2013-01-08T23:30:00Z,2013-01-09T00:59:25Z,NA,NA,NA,NA
2013-01-09T00:30:00Z,2013-01-09T01:59:25Z,NA,NA,NA,NA
2013-01-09T01:30:00Z,2013-01-09T02:59:25Z,NA,NA,NA,NA
2013-01-09T02:30:00Z,2013-01-09T03:59:25Z,NA,NA,NA,NA
2013-01-09T03:30:00Z,2013-01-09T04:59:25Z,NA,NA,NA,NA
2013-01-09T04:30:00Z,2013-01-09T05:59:25Z,NA,NA,NA,NA
