TIMESTAMP,solar_TIMESTAMP,CHN_ARG_GWD_Peu_Js_1,CHN_ARG_GWD_Peu_Js_2
2013-04-30T16:00:00Z,2013-04-30T22:02:42Z,64.36603274996014,34.52679358070602
2013-04-30T16:10:00Z,2013-04-30T22:12:42Z,66.39442081794039,32.4229871318772
2013-04-30T16:20:00Z,2013-04-30T22:22:42Z,69.67369837096153,35.802329561361184
2013-04-30T16:30:00Z,2013-04-30T22:32:42Z,71.74421324856411,34.95088107186502
2013-04-30T16:40:00Z,2013-04-30T22:42:42Z,78.47677285021345,35.376061858425345
2013-04-30T16:50:00Z,2013-04-30T22:52:42Z,79.7570762890792,32.84150828231634
2013-04-30T17:00:00Z,2013-04-30T23:02:42Z,67.21034803786634,34.103805880076436
2013-04-30T17:10:00Z,2013-04-30T23:12:42Z,67.61928719697333,34.95088107186502
2013-04-30T17:20:00Z,2013-04-30T23:22:42Z,71.74421324856411,37.08759205553415
2013-04-30T17:30:00Z,2013-04-30T23:32:42Z,71.32882761291238,34.103805880076436
2013-04-30T17:40:00Z,2013-04-30T23:42:42Z,78.47677285021345,33.68192458440902
2013-04-30T17:50:00Z,2013-04-30T23:52:42Z,79.32968334798024,32.84150828231634
2013-04-30T18:00:00Z,2013-05-01T00:02:42Z,80.61373390888797,32.4229871318772
2013-04-30T18:10:00Z,2013-05-01T00:12:48Z,84.49943796204215,33.26115643077085
2013-04-30T18:20:00Z,2013-05-01T00:22:48Z,87.9953465269298,35.802329561361184
2013-04-30T18:30:00Z,2013-05-01T00:32:48Z,86.24247907690705,34.95088107186502
2013-04-30T18:40:00Z,2013-05-01T00:42:48Z,87.55621057387681,34.103805880076436
2013-04-30T18:50:00Z,2013-05-01T00:52:48Z,89.75800193168759,36.6581007623224
2013-04-30T19:00:00Z,2013-05-01T01:02:48Z,85.80579604185986,33.68192458440902
2013-04-30T19:10:00Z,2013-05-01T01:12:48Z,83.63161475430152,31.174257621406504
2013-04-30T19:20:00Z,2013-05-01T01:22:48Z,82.76626332618335,29.11627488379435
2013-04-30T19:30:00Z,2013-05-01T01:32:48Z,75.93309859244391,28.301399590224886
2013-04-30T19:40:00Z,2013-05-01T01:42:48Z,65.5811019415933,23.516730947734565
2013-04-30T19:50:00Z,2013-05-01T01:52:48Z,58.77444757406499,21.19534192929259
2013-04-30T20:00:00Z,2013-05-01T02:02:48Z,61.55393450422671,20.432682618729753
2013-04-30T20:10:00Z,2013-05-01T02:12:48Z,66.80205890385379,21.963638742840075
2013-04-30T20:20:00Z,2013-05-01T02:22:48Z,70.08651683960049,25.48804739601735
2013-04-30T20:30:00Z,2013-05-01T02:32:48Z,75.93309859244391,28.301399590224886
2013-04-30T20:40:00Z,2013-05-01T02:42:48Z,73.83071636388925,28.708234758189793
2013-04-30T20:50:00Z,2013-05-01T02:52:48Z,72.16023839344584,31.589354467256815
2013-04-30T21:00:00Z,2013-05-01T03:02:48Z,72.99420365074104,33.26115643077085
2013-04-30T21:10:00Z,2013-05-01T03:12:48Z,81.4728824105792,37.08759205553415
2013-04-30T21:20:00Z,2013-05-01T03:22:48Z,82.33451618297143,35.802329561361184
2013-04-30T21:30:00Z,2013-05-01T03:32:48Z,81.04299715313712,36.22967791465541
2013-04-30T21:40:00Z,2013-05-01T03:42:48Z,86.67977624929435,40.12346074672071
2013-04-30T21:50:00Z,2013-05-01T03:52:48Z,90.20019081512557,40.12346074672071
2013-04-30T22:00:00Z,2013-05-01T04:02:48Z,96.90579328529644,42.76563417872497
