TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,ppfd_in,netrad,ws,precip,vpd,ext_rad
2010-10-17T10:30:00Z,2010-10-17T18:35:06Z,27.36,52.81,1.7175990596660433,0.595,-27.49,0.6,0,1.720947275362758,0
2010-10-17T11:00:00Z,2010-10-17T19:05:06Z,26.9,53.71,1.6399743562042894,0.559,-43.2,0.62,0,1.6432429312406427,0
2010-10-17T11:30:00Z,2010-10-17T19:35:06Z,26.59,55.06,1.5633659268919962,0.546,-52.3,0.563,0,1.5665258652876506,0
2010-10-17T12:00:00Z,2010-10-17T20:05:06Z,26.35,55.27,1.5341946294429618,0.401,-49.7,0.702,0,1.5373279781057603,0
2010-10-17T12:30:00Z,2010-10-17T20:35:06Z,26.21,54.9,1.5341500117850533,0.325,-44,0.687,0,1.5373017095709782,0
2010-10-17T13:00:00Z,2010-10-17T21:05:06Z,25.81,54.24,1.5201925930969624,0.325,-51.6,0.637,0,1.5233660305089294,0
2010-10-17T13:30:00Z,2010-10-17T21:35:06Z,25.77,51.74,1.5994488260071043,0.199,-59.17,0.928,0,1.6027928623071246,0
2010-10-17T14:00:00Z,2010-10-17T22:05:06Z,25.73,50.07,1.6508770292352473,0.063,-61.02,0.864,0,1.6543338748217797,0
2010-10-17T14:30:00Z,2010-10-17T22:35:06Z,25.7,50.21,1.6433220293618946,0.063,-60.76,1.089,0,1.6467669826245166,0
2010-10-17T15:00:00Z,2010-10-17T23:05:06Z,25.37,52.53,1.536348038706387,0.086,-60.55,0.756,0,1.539608118568505,0
2010-10-17T15:30:00Z,2010-10-17T23:35:06Z,24.65,55.99,1.3645224971595558,0.135,-58.88,0.463,0,1.3674885246068098,0
2010-10-17T16:00:00Z,2010-10-18T00:05:06Z,24.47,56.91,1.3216904839215555,0.068,-58.51,0.412,0,1.3245792876823912,0
2010-10-17T16:30:00Z,2010-10-18T00:35:14Z,24.22,57.73,1.2772633613176831,0.036,-62.33,0.455,0,1.2800755938163915,0
2010-10-17T17:00:00Z,2010-10-18T01:05:14Z,24.24,56.73,1.3090491654854068,0.014,-65.52,0.739,0,1.3119297336769495,0
2010-10-17T17:30:00Z,2010-10-18T01:35:14Z,24.25,56.77,1.3086234463172812,0.014,-65.2,0.757,0,1.3115022511641832,0
2010-10-17T18:00:00Z,2010-10-18T02:05:14Z,24.41,53.73,1.4141408613721924,0.023,-65.84,0.757,0,1.4172372805829856,0
2010-10-17T18:30:00Z,2010-10-18T02:35:14Z,24.41,52.54,1.4505105960822187,0.009,-66.36,0.768,0,1.4536866508854225,0
2010-10-17T19:00:00Z,2010-10-18T03:05:14Z,24.44,49.43,1.5483397457302892,0.009,-66.88,0.788,0,1.5517269792025343,0
2010-10-17T19:30:00Z,2010-10-18T03:35:14Z,24.41,48.87,1.5626760804400304,0,-68,0.81,0,1.5660977340870557,0
2010-10-17T20:00:00Z,2010-10-18T04:05:14Z,24.22,50.62,1.4921046790127086,0,-67.36,0.714,0,1.4953899413923206,0
2010-10-17T20:30:00Z,2010-10-18T04:35:14Z,24.12,48.57,1.5447537940733636,0.009,-66.11,0.817,0,1.5481646018242925,0
2010-10-17T21:00:00Z,2010-10-18T05:05:14Z,23.29,57.14,1.2245978321973956,0.014,-64.22,0.664,0,1.2273596184145865,0
2010-10-17T21:30:00Z,2010-10-18T05:35:14Z,22.67,60.16,1.0963791993945178,0.018,-62.49,0.481,0,1.0988847806631723,0
2010-10-17T22:00:00Z,2010-10-18T06:05:14Z,22.19,63.18,0.984131756188052,0.317,-58.07,0.627,0,0.9864006450590997,14.370638141599892
2010-10-17T22:30:00Z,2010-10-18T06:35:14Z,22.08,64.56,0.9409199189349322,7.538,-17.39,0.629,0,0.9430931637877689,174.86618257065237
2010-10-17T23:00:00Z,2010-10-18T07:05:14Z,22.36,63.22,0.9932863530310441,51.92,12.46,0.486,0,0.9955695715530134,330.7621128285281
2010-10-17T23:30:00Z,2010-10-18T07:35:14Z,22.68,58.63,1.139175111170351,123.9,47.87,0.476,0,1.1417779835448125,479.3902873284157
2010-10-18T00:00:00Z,2010-10-18T08:05:14Z,23.42,54.85,1.300190810291541,228,87.8,0.657,0,1.3031141389314311,618.2069533357264
2010-10-18T00:30:00Z,2010-10-18T08:35:14Z,23.56,53.84,1.3405455170984268,257.6,107.2,0.68,0,1.3435493577397564,744.8362828957302
2010-10-18T01:00:00Z,2010-10-18T09:05:14Z,24.05,49.2,1.5194326916556926,335,149.2,0.695,0,1.522794113685698,857.1110346899846
2010-10-18T01:30:00Z,2010-10-18T09:35:14Z,24.44,48.02,1.591510776805625,446.5,197.8,0.676,0,1.5949924536078257,953.109645902794
2010-10-18T02:00:00Z,2010-10-18T10:05:14Z,24.88,47.29,1.6568687329664482,614.7,276.8,0.688,0,1.6604439068532832,1031.189119281117
2010-10-18T02:30:00Z,2010-10-18T10:35:14Z,25.16,46.71,1.7032937233720427,570.4,259.7,0.817,0,1.706934766326654,1090.0131425364232
2010-10-18T03:00:00Z,2010-10-18T11:05:14Z,25.23,47.29,1.6917907429107557,525.3,242.9,0.785,0,1.6953984458411198,1128.5749588366643
2010-10-18T03:30:00Z,2010-10-18T11:35:14Z,25.67,47.35,1.73462717097017,944,444.5,0.76,0,1.7382676587978063,1146.2145969713408
2010-10-18T04:00:00Z,2010-10-18T12:05:14Z,26.39,46.73,1.8314259297346236,1173,557.7,0.774,0,1.8351599648131887,1142.6301663069173
2010-10-18T04:30:00Z,2010-10-18T12:35:14Z,26.23,48.24,1.7627822960688269,783,353.7,0.702,0,1.7664006832039794,1117.8830232308837
2010-10-18T05:00:00Z,2010-10-18T13:05:14Z,26.63,48.52,1.7951030155312315,821,378.5,0.721,0,1.7987249285279538,1072.3967206713103
2010-10-18T05:30:00Z,2010-10-18T13:35:14Z,26.72,48.59,1.8021862333031187,574.8,256.6,0.601,0,1.8058078180809776,1006.949758680909
2010-10-18T06:00:00Z,2010-10-18T14:05:14Z,26.85,49.97,1.767273759489646,459.6,189.2,0.584,0,1.7708042053669824,922.6622601682078
2010-10-18T06:30:00Z,2010-10-18T14:35:14Z,27.05,49.65,1.7996006612099782,390.9,171.2,0.624,0,1.803162180289953,820.9767998284068
2010-10-18T07:00:00Z,2010-10-18T15:05:14Z,27.1,50.29,1.7819482122007868,256.2,110.4,0.624,0,1.7854663825981187,703.633714392923
2010-10-18T07:30:00Z,2010-10-18T15:35:14Z,27.09,50.1,1.78770958867947,208,86.8,0.584,0,1.7912408259308976,572.6413167672996
2010-10-18T08:00:00Z,2010-10-18T16:05:14Z,27.17,52.5,1.709734323372551,172.8,69.31,0.346,0,1.7130985409581256,430.2415238456133
2010-10-18T08:30:00Z,2010-10-18T16:35:14Z,27.02,50.74,1.7575434110404908,83.1,25.94,0.536,0,1.7610266526386655,278.8714862819917
2010-10-18T09:00:00Z,2010-10-18T17:05:14Z,27.09,50.68,1.766930599472374,32.93,0.444,0.502,0,1.7704207922828028,121.12187692537144
2010-10-18T09:30:00Z,2010-10-18T17:35:14Z,26.85,53.42,1.6454049913457465,10.35,-10.44,0.36,0,1.6486919825303628,0
2010-10-18T10:00:00Z,2010-10-18T18:05:14Z,26.57,54.31,1.5875849954892487,1.433,-13.21,0.395,0,1.590796715852026,0
2010-10-18T10:30:00Z,2010-10-18T18:35:14Z,26.84,51.85,1.6998642896599199,0.099,-14.58,0.564,0,1.7032616363397435,0
2010-10-18T11:00:00Z,2010-10-18T19:05:14Z,27.04,50.34,1.7738969954829034,0.109,-16.18,0.677,0,1.7774093148397283,0
2010-10-18T11:30:00Z,2010-10-18T19:35:14Z,27.02,49.67,1.7957198513533885,0.122,-17.02,0.694,0,1.7992787541068622,0
2010-10-18T12:00:00Z,2010-10-18T20:05:14Z,26.97,48.66,1.826384070178677,0.094,-18.19,0.743,0,1.8300122908601066,0
2010-10-18T12:30:00Z,2010-10-18T20:35:14Z,26.84,49.4,1.7863579035678492,0.122,-17.27,0.609,0,1.7899281162781102,0
2010-10-18T13:00:00Z,2010-10-18T21:05:14Z,26.67,51.22,1.7049654875189482,0.18,-17.35,0.619,0,1.708399404595015,0
2010-10-18T13:30:00Z,2010-10-18T21:35:14Z,26.31,53.28,1.5986705890238244,0.185,-16.47,0.504,0,1.6019411446040595,0
2010-10-18T14:00:00Z,2010-10-18T22:05:14Z,26.2,54.41,1.5499021686219896,0.162,-16.75,0.4,0,1.5530875450456711,0
2010-10-18T14:30:00Z,2010-10-18T22:35:14Z,26.24,52.72,1.6111590491946741,0.109,-19.95,0.639,0,1.6144648304510296,0
2010-10-18T15:00:00Z,2010-10-18T23:05:14Z,26.15,52.47,1.6110879863699805,0.076,-28.18,0.674,0,1.6144059364847505,0
2010-10-18T15:30:00Z,2010-10-18T23:35:14Z,25.94,52.55,1.5885202902902695,0.054,-22.05,0.602,0,1.5918195482456974,0
2010-10-18T16:00:00Z,2010-10-19T00:05:14Z,25.77,52.9,1.5610037236828551,0.045,-32.72,0.56,0,1.5642673811575956,0
2010-10-18T16:30:00Z,2010-10-19T00:35:21Z,25.56,53.06,1.5364408087359032,0.041,-54.02,0.632,0,1.5396786371667257,0
2010-10-18T17:00:00Z,2010-10-19T01:05:21Z,25.52,52.44,1.5530416305314454,0.041,-50.27,0.7,0,1.5563192715126344,0
2010-10-18T17:30:00Z,2010-10-19T01:35:21Z,25.5,52.42,1.5518503005043782,0.009,-53.72,0.771,0,1.5551278294050042,0
2010-10-18T18:00:00Z,2010-10-19T02:05:21Z,25.35,52.51,1.5351686830736289,0.005,-55.74,0.589,0,1.5384285855925843,0
2010-10-18T18:30:00Z,2010-10-19T02:35:21Z,25.13,53.22,1.4925473656808637,0.05,-50.41,0.481,0,1.495741190644879,0
2010-10-18T19:00:00Z,2010-10-19T03:05:21Z,24.92,54.03,1.4484585072415754,0.018,-31.75,0.481,0,1.4515798861179992,0
2010-10-18T19:30:00Z,2010-10-19T03:35:21Z,24.57,55.71,1.3666507518535627,0.018,-32.43,0.298,0,1.369628764885248,0
2010-10-18T20:00:00Z,2010-10-19T04:05:21Z,24.46,55.96,1.350021273474581,0.009,-41.69,0.668,0,1.3529728860505235,0
2010-10-18T20:30:00Z,2010-10-19T04:35:21Z,24.66,54.47,1.4124938889741057,0.005,-16.29,0.385,0,1.4155632326165373,0
2010-10-18T21:00:00Z,2010-10-19T05:05:21Z,24.92,54.05,1.4478283316891538,0,-12.04,0.494,0,1.45094835255867,0
2010-10-18T21:30:00Z,2010-10-19T05:35:21Z,24.82,54.34,1.4301306190477654,0,-11.54,0.262,0,1.433222548349432,0
2010-10-18T22:00:00Z,2010-10-19T06:05:21Z,24.82,53.95,1.442345926569198,0.019,-10.99,0.55,0,1.4454642652538623,12.437337714442013
2010-10-18T22:30:00Z,2010-10-19T06:35:21Z,25.23,52.59,1.5216808787971716,4.657,-10.48,0.691,0,1.5249258265476662,172.81511743520363
2010-10-18T23:00:00Z,2010-10-19T07:05:21Z,25.39,52.74,1.5313711612192484,28.55,0.953,0.87,0,1.534618354039462,328.56800194849416
2010-10-18T23:30:00Z,2010-10-19T07:35:21Z,25.39,53.43,1.5090130126529917,89.1,30.33,0.911,0,1.5122127961831937,477.030336050162
2010-10-19T00:00:00Z,2010-10-19T08:05:21Z,25.33,53.76,1.4929842793603996,138.1,55.38,0.745,0,1.4961568587436465,615.6612417832824
2010-10-19T00:30:00Z,2010-10-19T08:35:21Z,25.14,55.25,1.428629468826962,137.1,55.24,0.581,0,1.4316854731227426,742.088104538082
2010-10-19T01:00:00Z,2010-10-19T09:05:21Z,25.07,55.65,1.4099676939583343,183,76.16,0.607,0,1.412990972216414,854.1471793258669
2010-10-19T01:30:00Z,2010-10-19T09:35:21Z,25.21,57.06,1.3765711991452179,171.9,71.67,0.631,0,1.3795087460470252,949.9206222695402
2010-10-19T02:00:00Z,2010-10-19T10:05:21Z,25.62,56.08,1.4427189789108044,166.2,67.4,0.623,0,1.4457525255907664,1027.7693135366878
2010-10-19T02:30:00Z,2010-10-19T10:35:21Z,25.59,56.07,1.4404804593896963,147.8,58.16,0.649,0,1.4435126893655486,1086.3609099696957
2010-10-19T03:00:00Z,2010-10-19T11:05:21Z,25,58.66,1.3088022411649751,154.3,60.24,0.601,0,1.3116152043058296,1124.692647310584
2010-10-19T03:30:00Z,2010-10-19T11:35:21Z,24.85,59.7,1.2645108959595643,161.5,63.54,0.684,0,1.2672421069966164,1142.1085017781284
2010-10-19T04:00:00Z,2010-10-19T12:05:21Z,24.87,59.86,1.2609947787535454,225.5,93,0.688,0,1.26371662653127,1138.310417292699
2010-10-19T04:30:00Z,2010-10-19T12:35:21Z,25.29,59.7,1.2981030665672508,259.5,110,0.626,0,1.300865428353727,1113.363406209277
2010-10-19T05:00:00Z,2010-10-19T13:05:21Z,26.18,56.42,1.4798192679783997,239,99.9,0.739,0,1.4828631212415777,1067.6944362718114
2010-10-19T05:30:00Z,2010-10-19T13:35:21Z,26.12,56.68,1.4657831095441216,198.2,79.83,0.679,0,1.4688055178550325,1002.0851228485219
2010-10-19T06:00:00Z,2010-10-19T14:05:21Z,26.31,56.6,1.4850664290161382,232.4,96.4,0.661,0,1.4881045735405862,917.6583515281004
2010-10-19T06:30:00Z,2010-10-19T14:35:21Z,26.12,57.54,1.436683998874501,186.2,75.56,0.61,0,1.4396464055430442,815.8590600353833
2010-10-19T07:00:00Z,2010-10-19T15:05:21Z,25.83,59.06,1.3616801331580035,165.3,65.9,0.517,0,1.3645204710632168,698.4295083860628
2010-10-19T07:30:00Z,2010-10-19T15:35:21Z,25.8,59.39,1.3483052442052499,145,56.34,0.534,0,1.351120950269929,567.3794605301294
2010-10-19T08:00:00Z,2010-10-19T16:05:21Z,26.22,58.38,1.416608797860488,133,51.22,0.63,0,1.4195178173574188,424.9517878213225
2010-10-19T08:30:00Z,2010-10-19T16:35:21Z,26.79,56.54,1.5297855651834105,90.3,30.81,0.651,0,1.5328500024673586,273.5840830015194
2010-10-19T09:00:00Z,2010-10-19T17:05:21Z,26.91,56.75,1.5331732772801638,64.77,16.59,0.67,0,1.536227570986278,115.86694166700094
2010-10-19T09:30:00Z,2010-10-19T17:35:21Z,26.89,56.97,1.5235824118849675,27.51,-2.532,0.572,0,1.5266204195940514,0
2010-10-19T10:00:00Z,2010-10-19T18:05:21Z,26.7,56.99,1.5059489734195215,2.995,-15.23,0.509,0,1.5089779805464967,0
2010-10-19T10:30:00Z,2010-10-19T18:35:21Z,26.56,57.77,1.4664964195721735,0.221,-13.76,0.435,0,1.469464479429309,0
2010-10-19T11:00:00Z,2010-10-19T19:05:21Z,26.74,56.72,1.5189745220329127,0.163,-13.31,0.609,0,1.5220242221958304,0
2010-10-19T11:30:00Z,2010-10-19T19:35:21Z,26.6,58.06,1.4598621378848842,0.221,-13.99,0.502,0,1.4628115669834745,0
2010-10-19T12:00:00Z,2010-10-19T20:05:21Z,26.32,59.78,1.377065501456196,0.249,-14.04,0.447,0,1.3798815104599307,0
