TIMESTAMP,solar_TIMESTAMP,AUS_CAR_THI_0P0_Eni_Js_1,AUS_CAR_THI_0P0_Eni_Js_2,AUS_CAR_THI_0P0_Eni_Js_3,AUS_CAR_THI_0P0_Eni_Js_4,AUS_CAR_THI_0P0_Eni_Js_5,AUS_CAR_THI_0P0_Eni_Js_6,AUS_CAR_THI_0P0_Eni_Js_7,AUS_CAR_THI_0P0_Eni_Js_8,AUS_CAR_THI_0P0_Eni_Js_9
2008-09-09T00:30:00Z,2008-09-09T10:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:00:00Z,2008-09-09T10:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:30:00Z,2008-09-09T11:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:00:00Z,2008-09-09T11:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:30:00Z,2008-09-09T12:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:00:00Z,2008-09-09T12:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:30:00Z,2008-09-09T13:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:00:00Z,2008-09-09T13:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:30:00Z,2008-09-09T14:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:00:00Z,2008-09-09T14:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:30:00Z,2008-09-09T15:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:00:00Z,2008-09-09T15:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:30:00Z,2008-09-09T16:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:00:00Z,2008-09-09T16:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:30:00Z,2008-09-09T17:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:00:00Z,2008-09-09T17:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:30:00Z,2008-09-09T18:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:00:00Z,2008-09-09T18:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:30:00Z,2008-09-09T19:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:00:00Z,2008-09-09T19:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:30:00Z,2008-09-09T20:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:00:00Z,2008-09-09T20:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:30:00Z,2008-09-09T21:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:00:00Z,2008-09-09T21:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:30:00Z,2008-09-09T22:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:00:00Z,2008-09-09T22:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:30:00Z,2008-09-09T23:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:00:00Z,2008-09-09T23:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:30:00Z,2008-09-10T00:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:00:00Z,2008-09-10T00:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:30:00Z,2008-09-10T01:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:00:00Z,2008-09-10T01:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:30:00Z,2008-09-10T02:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:00:00Z,2008-09-10T02:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:30:00Z,2008-09-10T03:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:00:00Z,2008-09-10T03:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:30:00Z,2008-09-10T04:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:00:00Z,2008-09-10T04:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:30:00Z,2008-09-10T05:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:00:00Z,2008-09-10T05:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:30:00Z,2008-09-10T06:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:00:00Z,2008-09-10T06:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:30:00Z,2008-09-10T07:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:00:00Z,2008-09-10T07:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:30:00Z,2008-09-10T08:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:00:00Z,2008-09-10T08:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:30:00Z,2008-09-10T09:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:00:00Z,2008-09-10T09:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:30:00Z,2008-09-10T10:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:00:00Z,2008-09-10T10:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:30:00Z,2008-09-10T11:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:00:00Z,2008-09-10T11:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:30:00Z,2008-09-10T12:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:00:00Z,2008-09-10T12:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:30:00Z,2008-09-10T13:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:00:00Z,2008-09-10T13:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:30:00Z,2008-09-10T14:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:00:00Z,2008-09-10T14:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:30:00Z,2008-09-10T15:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:00:00Z,2008-09-10T15:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:30:00Z,2008-09-10T16:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:00:00Z,2008-09-10T16:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:30:00Z,2008-09-10T17:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:00:00Z,2008-09-10T17:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:30:00Z,2008-09-10T18:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:00:00Z,2008-09-10T18:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:30:00Z,2008-09-10T19:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:00:00Z,2008-09-10T19:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:30:00Z,2008-09-10T20:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:00:00Z,2008-09-10T20:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:30:00Z,2008-09-10T21:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:00:00Z,2008-09-10T21:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:30:00Z,2008-09-10T22:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:00:00Z,2008-09-10T22:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:30:00Z,2008-09-10T23:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:00:00Z,2008-09-10T23:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:30:00Z,2008-09-11T00:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:00:00Z,2008-09-11T00:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:30:00Z,2008-09-11T01:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:00:00Z,2008-09-11T01:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:30:00Z,2008-09-11T02:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:00:00Z,2008-09-11T02:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:30:00Z,2008-09-11T03:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:00:00Z,2008-09-11T03:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:30:00Z,2008-09-11T04:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:00:00Z,2008-09-11T04:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:30:00Z,2008-09-11T05:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:00:00Z,2008-09-11T05:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:30:00Z,2008-09-11T06:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:00:00Z,2008-09-11T06:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:30:00Z,2008-09-11T07:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:00:00Z,2008-09-11T07:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:30:00Z,2008-09-11T08:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:00:00Z,2008-09-11T08:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:30:00Z,2008-09-11T09:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:00:00Z,2008-09-11T09:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:30:00Z,2008-09-11T10:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:00:00Z,2008-09-11T10:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:30:00Z,2008-09-11T11:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:00:00Z,2008-09-11T11:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:30:00Z,2008-09-11T12:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:00:00Z,2008-09-11T12:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:30:00Z,2008-09-11T13:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:00:00Z,2008-09-11T13:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:30:00Z,2008-09-11T14:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:00:00Z,2008-09-11T14:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:30:00Z,2008-09-11T15:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:00:00Z,2008-09-11T15:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:30:00Z,2008-09-11T16:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:00:00Z,2008-09-11T16:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:30:00Z,2008-09-11T17:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:00:00Z,2008-09-11T17:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:30:00Z,2008-09-11T18:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:00:00Z,2008-09-11T18:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:30:00Z,2008-09-11T19:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:00:00Z,2008-09-11T19:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:30:00Z,2008-09-11T20:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:00:00Z,2008-09-11T20:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:30:00Z,2008-09-11T21:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:00:00Z,2008-09-11T21:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:30:00Z,2008-09-11T22:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:00:00Z,2008-09-11T22:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:30:00Z,2008-09-11T23:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:00:00Z,2008-09-11T23:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:30:00Z,2008-09-12T00:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:00:00Z,2008-09-12T00:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:30:00Z,2008-09-12T01:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:00:00Z,2008-09-12T01:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:30:00Z,2008-09-12T02:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:00:00Z,2008-09-12T02:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:30:00Z,2008-09-12T03:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:00:00Z,2008-09-12T03:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:30:00Z,2008-09-12T04:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:00:00Z,2008-09-12T04:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:30:00Z,2008-09-12T05:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:00:00Z,2008-09-12T05:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:30:00Z,2008-09-12T06:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:00:00Z,2008-09-12T06:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:30:00Z,2008-09-12T07:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:00:00Z,2008-09-12T07:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:30:00Z,2008-09-12T08:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:00:00Z,2008-09-12T08:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:30:00Z,2008-09-12T09:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:00:00Z,2008-09-12T09:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:30:00Z,2008-09-12T10:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:00:00Z,2008-09-12T10:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:30:00Z,2008-09-12T11:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:00:00Z,2008-09-12T11:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:30:00Z,2008-09-12T12:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:00:00Z,2008-09-12T12:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:30:00Z,2008-09-12T13:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:00:00Z,2008-09-12T13:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:30:00Z,2008-09-12T14:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:00:00Z,2008-09-12T14:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:30:00Z,2008-09-12T15:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:00:00Z,2008-09-12T15:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:30:00Z,2008-09-12T16:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:00:00Z,2008-09-12T16:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:30:00Z,2008-09-12T17:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:00:00Z,2008-09-12T17:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:30:00Z,2008-09-12T18:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T09:00:00Z,2008-09-12T18:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T09:30:00Z,2008-09-12T19:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T10:00:00Z,2008-09-12T19:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T10:30:00Z,2008-09-12T20:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T11:00:00Z,2008-09-12T20:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T11:30:00Z,2008-09-12T21:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T12:00:00Z,2008-09-12T21:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T12:30:00Z,2008-09-12T22:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T13:00:00Z,2008-09-12T22:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T13:30:00Z,2008-09-12T23:22:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T14:00:00Z,2008-09-12T23:52:24Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T14:30:00Z,2008-09-13T00:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T15:00:00Z,2008-09-13T00:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T15:30:00Z,2008-09-13T01:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T16:00:00Z,2008-09-13T01:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T16:30:00Z,2008-09-13T02:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T17:00:00Z,2008-09-13T02:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T17:30:00Z,2008-09-13T03:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T18:00:00Z,2008-09-13T03:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T18:30:00Z,2008-09-13T04:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T19:00:00Z,2008-09-13T04:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T19:30:00Z,2008-09-13T05:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T20:00:00Z,2008-09-13T05:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T20:30:00Z,2008-09-13T06:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T21:00:00Z,2008-09-13T06:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T21:30:00Z,2008-09-13T07:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T22:00:00Z,2008-09-13T07:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T22:30:00Z,2008-09-13T08:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T23:00:00Z,2008-09-13T08:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T23:30:00Z,2008-09-13T09:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T00:00:00Z,2008-09-13T09:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T00:30:00Z,2008-09-13T10:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T01:00:00Z,2008-09-13T10:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T01:30:00Z,2008-09-13T11:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T02:00:00Z,2008-09-13T11:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T02:30:00Z,2008-09-13T12:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T03:00:00Z,2008-09-13T12:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T03:30:00Z,2008-09-13T13:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T04:00:00Z,2008-09-13T13:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T04:30:00Z,2008-09-13T14:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T05:00:00Z,2008-09-13T14:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T05:30:00Z,2008-09-13T15:22:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-13T06:00:00Z,2008-09-13T15:52:46Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
