TIMESTAMP,solar_TIMESTAMP,AUS_CAR_THI_0PF_Eni_Js_1,AUS_CAR_THI_0PF_Eni_Js_2,AUS_CAR_THI_0PF_Eni_Js_3,AUS_CAR_THI_0PF_Eni_Js_4,AUS_CAR_THI_0PF_Eni_Js_5,AUS_CAR_THI_0PF_Eni_Js_6,AUS_CAR_THI_0PF_Eni_Js_7,AUS_CAR_THI_0PF_Eni_Js_8,AUS_CAR_THI_0PF_Eni_Js_9,AUS_CAR_THI_0PF_Eni_Js_10,AUS_CAR_THI_0PF_Eni_Js_11,AUS_CAR_THI_0PF_Eni_Js_12
2008-09-08T17:30:00Z,2008-09-09T03:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:00:00Z,2008-09-09T03:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:30:00Z,2008-09-09T04:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:00:00Z,2008-09-09T04:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:30:00Z,2008-09-09T05:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:00:00Z,2008-09-09T05:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:30:00Z,2008-09-09T06:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:00:00Z,2008-09-09T06:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:30:00Z,2008-09-09T07:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:00:00Z,2008-09-09T07:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:30:00Z,2008-09-09T08:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:00:00Z,2008-09-09T08:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:30:00Z,2008-09-09T09:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:00:00Z,2008-09-09T09:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:30:00Z,2008-09-09T10:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:00:00Z,2008-09-09T10:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:30:00Z,2008-09-09T11:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:00:00Z,2008-09-09T11:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:30:00Z,2008-09-09T12:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:00:00Z,2008-09-09T12:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:30:00Z,2008-09-09T13:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:00:00Z,2008-09-09T13:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:30:00Z,2008-09-09T14:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:00:00Z,2008-09-09T14:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:30:00Z,2008-09-09T15:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:00:00Z,2008-09-09T15:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:30:00Z,2008-09-09T16:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:00:00Z,2008-09-09T16:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:30:00Z,2008-09-09T17:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:00:00Z,2008-09-09T17:51:18Z,343.41600000000005,726.7539999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:30:00Z,2008-09-09T18:21:18Z,276.504,466.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:00:00Z,2008-09-09T18:51:18Z,246,449.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:30:00Z,2008-09-09T19:21:18Z,269.61600000000004,384.65199999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:00:00Z,2008-09-09T19:51:18Z,249.936,386.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:30:00Z,2008-09-09T20:21:18Z,253.872,386.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:00:00Z,2008-09-09T20:51:18Z,320.784,302.95599999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:30:00Z,2008-09-09T21:21:18Z,276.504,394.8639999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:00:00Z,2008-09-09T21:51:18Z,286.34400000000005,391.4599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:30:00Z,2008-09-09T22:21:18Z,285.36,306.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:00:00Z,2008-09-09T22:51:18Z,223.36800000000002,488.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:30:00Z,2008-09-09T23:21:18Z,292.24800000000005,437.41399999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:00:00Z,2008-09-09T23:51:18Z,149.568,522.5139999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:30:00Z,2008-09-10T00:21:40Z,205.656,379.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:00:00Z,2008-09-10T00:51:40Z,201.72,360.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:30:00Z,2008-09-10T01:21:40Z,152.52,514.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:00:00Z,2008-09-10T01:51:40Z,204.67200000000003,548.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:30:00Z,2008-09-10T02:21:40Z,201.72,565.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:00:00Z,2008-09-10T02:51:40Z,278.47200000000004,399.96999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:30:00Z,2008-09-10T03:21:40Z,188.928,568.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:00:00Z,2008-09-10T03:51:40Z,297.168,517.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:30:00Z,2008-09-10T04:21:40Z,190.89600000000002,616.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:00:00Z,2008-09-10T04:51:40Z,184.008,631.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:30:00Z,2008-09-10T05:21:40Z,285.36,374.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:00:00Z,2008-09-10T05:51:40Z,285.36,333.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:30:00Z,2008-09-10T06:21:40Z,287.32800000000003,393.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:00:00Z,2008-09-10T06:51:40Z,308.97600000000006,331.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:30:00Z,2008-09-10T07:21:40Z,264.696,328.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:00:00Z,2008-09-10T07:51:40Z,278.47200000000004,721.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:30:00Z,2008-09-10T08:21:40Z,355.224,982.0539999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:00:00Z,2008-09-10T08:51:40Z,437.88000000000005,1421.1699999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:30:00Z,2008-09-10T09:21:40Z,443.784,1102.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:00:00Z,2008-09-10T09:51:40Z,645.504,1986.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:30:00Z,2008-09-10T10:21:40Z,555.96,1220.3339999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:00:00Z,2008-09-10T10:51:40Z,493.96799999999996,1242.4599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:30:00Z,2008-09-10T11:21:40Z,657.312,1979.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:00:00Z,2008-09-10T11:51:40Z,559.8960000000001,1414.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:30:00Z,2008-09-10T12:21:40Z,595.32,1419.4679999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:00:00Z,2008-09-10T12:51:40Z,775.392,2139.4139999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:30:00Z,2008-09-10T13:21:40Z,762.6,2450.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:00:00Z,2008-09-10T13:51:40Z,727.176,1928.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:30:00Z,2008-09-10T14:21:40Z,802.9440000000001,2347.0579999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:00:00Z,2008-09-10T14:51:40Z,872.808,1776.8879999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:30:00Z,2008-09-10T15:21:40Z,715.368,1717.3179999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:00:00Z,2008-09-10T15:51:40Z,466.41600000000005,1422.8719999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:30:00Z,2008-09-10T16:21:40Z,545.1360000000001,1547.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:00:00Z,2008-09-10T16:51:40Z,423.12,1213.5259999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:30:00Z,2008-09-10T17:21:40Z,484.12800000000004,878.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:00:00Z,2008-09-10T17:51:40Z,382.776,553.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:30:00Z,2008-09-10T18:21:40Z,355.224,563.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:00:00Z,2008-09-10T18:51:40Z,160.392,571.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:30:00Z,2008-09-10T19:21:40Z,263.71200000000005,377.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:00:00Z,2008-09-10T19:51:40Z,268.632,435.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:30:00Z,2008-09-10T20:21:40Z,269.61600000000004,401.67199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:00:00Z,2008-09-10T20:51:40Z,248.952,364.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:30:00Z,2008-09-10T21:21:40Z,236.16,491.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:00:00Z,2008-09-10T21:51:40Z,278.47200000000004,486.77199999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:30:00Z,2008-09-10T22:21:40Z,258.79200000000003,435.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:00:00Z,2008-09-10T22:51:40Z,131.85600000000002,493.5799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:30:00Z,2008-09-10T23:21:40Z,131.85600000000002,638.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:00:00Z,2008-09-10T23:51:40Z,227.30400000000003,379.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:30:00Z,2008-09-11T00:22:02Z,203.688,500.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:00:00Z,2008-09-11T00:52:02Z,218.44800000000004,452.73199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:30:00Z,2008-09-11T01:22:02Z,146.616,532.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:00:00Z,2008-09-11T01:52:02Z,132.84,527.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:30:00Z,2008-09-11T02:22:02Z,172.20000000000002,670.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:00:00Z,2008-09-11T02:52:02Z,227.30400000000003,663.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:30:00Z,2008-09-11T03:22:02Z,334.56,650.1639999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:00:00Z,2008-09-11T03:52:02Z,375.88800000000003,748.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:30:00Z,2008-09-11T04:22:02Z,386.71200000000005,667.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:00:00Z,2008-09-11T04:52:02Z,301.10400000000004,706.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:30:00Z,2008-09-11T05:22:02Z,315.86400000000003,597.4019999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:00:00Z,2008-09-11T05:52:02Z,391.632,541.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:30:00Z,2008-09-11T06:22:02Z,279.456,663.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:00:00Z,2008-09-11T06:52:02Z,299.136,643.3559999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:30:00Z,2008-09-11T07:22:02Z,425.0880000000001,645.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:00:00Z,2008-09-11T07:52:02Z,527.4240000000001,1237.3539999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:30:00Z,2008-09-11T08:22:02Z,786.2160000000001,2195.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:00:00Z,2008-09-11T08:52:02Z,695.6880000000001,2226.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:30:00Z,2008-09-11T09:22:02Z,847.224,2450.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:00:00Z,2008-09-11T09:52:02Z,792.1200000000001,2282.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:30:00Z,2008-09-11T10:22:02Z,843.2880000000001,2360.6739999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:00:00Z,2008-09-11T10:52:02Z,826.5600000000001,2667.0339999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:30:00Z,2008-09-11T11:22:02Z,956.4480000000001,3092.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:00:00Z,2008-09-11T11:52:02Z,913.152,3056.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:30:00Z,2008-09-11T12:22:02Z,984.984,3279.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:00:00Z,2008-09-11T12:52:02Z,1010.568,3225.2899999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:30:00Z,2008-09-11T13:22:02Z,953.496,3228.6939999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:00:00Z,2008-09-11T13:52:02Z,955.4640000000002,3572.4979999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:30:00Z,2008-09-11T14:22:02Z,934.8000000000001,2769.1539999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:00:00Z,2008-09-11T14:52:02Z,990.888,3174.2299999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:30:00Z,2008-09-11T15:22:02Z,989.9040000000001,2918.9299999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:00:00Z,2008-09-11T15:52:02Z,766.5360000000001,2403.2239999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:30:00Z,2008-09-11T16:22:02Z,690.768,2076.4399999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:00:00Z,2008-09-11T16:52:02Z,382.776,1053.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:30:00Z,2008-09-11T17:22:02Z,400.48800000000006,799.9399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:00:00Z,2008-09-11T17:52:02Z,288.312,815.2579999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:30:00Z,2008-09-11T18:22:02Z,413.28000000000003,493.5799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:00:00Z,2008-09-11T18:52:02Z,326.688,462.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:30:00Z,2008-09-11T19:22:02Z,211.56,612.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:00:00Z,2008-09-11T19:52:02Z,157.44000000000003,510.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:30:00Z,2008-09-11T20:22:02Z,287.32800000000003,525.9179999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:00:00Z,2008-09-11T20:52:02Z,214.51200000000003,702.9259999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:30:00Z,2008-09-11T21:22:02Z,291.264,422.09599999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:00:00Z,2008-09-11T21:52:02Z,236.16,653.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:30:00Z,2008-09-11T22:22:02Z,221.4,537.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:00:00Z,2008-09-11T22:52:02Z,196.8,519.1099999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:30:00Z,2008-09-11T23:22:02Z,379.824,388.0559999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:00:00Z,2008-09-11T23:52:02Z,254.856,519.1099999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:30:00Z,2008-09-12T00:22:24Z,348.336,502.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:00:00Z,2008-09-12T00:52:24Z,303.072,663.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:30:00Z,2008-09-12T01:22:24Z,415.248,634.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:00:00Z,2008-09-12T01:52:24Z,298.152,508.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:30:00Z,2008-09-12T02:22:24Z,238.12800000000001,590.5939999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:00:00Z,2008-09-12T02:52:24Z,319.8,558.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:30:00Z,2008-09-12T03:22:24Z,342.432,595.6999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:00:00Z,2008-09-12T03:52:24Z,332.592,660.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:30:00Z,2008-09-12T04:22:24Z,434.928,532.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:00:00Z,2008-09-12T04:52:24Z,349.32,622.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:30:00Z,2008-09-12T05:22:24Z,195.816,546.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:00:00Z,2008-09-12T05:52:24Z,288.312,576.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:30:00Z,2008-09-12T06:22:24Z,310.944,648.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:00:00Z,2008-09-12T06:52:24Z,323.73600000000005,706.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:30:00Z,2008-09-12T07:22:24Z,493.96799999999996,1068.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:00:00Z,2008-09-12T07:52:24Z,743.904,1771.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:30:00Z,2008-09-12T08:22:24Z,1040.0880000000002,2316.4219999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:00:00Z,2008-09-12T08:52:24Z,929.88,2513.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:30:00Z,2008-09-12T09:22:24Z,989.9040000000001,3863.5399999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:00:00Z,2008-09-12T09:52:24Z,986.952,3439.7419999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:30:00Z,2008-09-12T10:22:24Z,1034.184,3703.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:00:00Z,2008-09-12T10:52:24Z,1056.816,5383.4259999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:30:00Z,2008-09-12T11:22:24Z,1045.008,4751.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:00:00Z,2008-09-12T11:52:24Z,1169.976,3740.9959999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:30:00Z,2008-09-12T12:22:24Z,1093.224,3581.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:00:00Z,2008-09-12T12:52:24Z,1143.408,4879.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:30:00Z,2008-09-12T13:22:24Z,1146.3600000000001,5104.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:00:00Z,2008-09-12T13:52:24Z,1034.184,5512.777999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:30:00Z,2008-09-12T14:22:24Z,1016.4720000000001,3211.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:00:00Z,2008-09-12T14:52:24Z,1007.6160000000001,3460.1659999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:30:00Z,2008-09-12T15:22:24Z,949.5600000000001,2607.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:00:00Z,2008-09-12T15:52:24Z,1029.2640000000001,3468.6759999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:30:00Z,2008-09-12T16:22:24Z,794.0880000000001,2675.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
