TIMESTAMP,solar_TIMESTAMP,AUS_MAR_MSD_MOD_Era_Js_1,AUS_MAR_MSD_MOD_Eob_Js_2,AUS_MAR_MSD_MOD_Eob_Js_3
2010-02-28T14:00:00Z,2010-02-28T23:29:55Z,297.1214459447153,851.0404588837614,6446.662843707457
2010-02-28T14:00:10Z,2010-02-28T23:30:05Z,NA,NA,NA
2010-02-28T14:30:00Z,2010-03-01T00:00:06Z,288.2197587499124,779.2703780482663,6311.223567054408
2010-02-28T14:30:10Z,2010-03-01T00:00:16Z,NA,NA,NA
2010-02-28T15:00:00Z,2010-03-01T00:30:06Z,313.62899454363844,964.7113693549511,6591.455372778835
2010-02-28T15:00:10Z,2010-03-01T00:30:16Z,NA,NA,NA
2010-02-28T15:30:00Z,2010-03-01T01:00:06Z,308.9931139896382,910.2095969338154,7634.983210613222
2010-02-28T15:30:10Z,2010-03-01T01:00:16Z,NA,NA,NA
2010-02-28T16:00:00Z,2010-03-01T01:30:06Z,293.4382300562527,958.4202351033987,5964.268756210061
2010-02-28T16:00:10Z,2010-03-01T01:30:16Z,NA,NA,NA
2010-02-28T16:30:00Z,2010-03-01T02:00:06Z,309.06294390815924,875.6233451089477,6658.60447191569
2010-02-28T16:30:10Z,2010-03-01T02:00:16Z,NA,NA,NA
2010-02-28T17:00:00Z,2010-03-01T02:30:06Z,322.75559367741937,918.9648237060576,7817.948447980349
2010-02-28T17:00:10Z,2010-03-01T02:30:16Z,NA,NA,NA
2010-02-28T17:30:00Z,2010-03-01T03:00:06Z,164.40114326290325,873.0279157321986,6264.899764613362
2010-02-28T17:30:10Z,2010-03-01T03:00:16Z,NA,NA,NA
2010-02-28T18:00:00Z,2010-03-01T03:30:06Z,297.9104057299605,922.8154413542849,5879.24661371631
2010-02-28T18:00:10Z,2010-03-01T03:30:16Z,NA,NA,NA
2010-02-28T18:30:00Z,2010-03-01T04:00:06Z,301.05107856259707,867.5590818988386,5913.371649213616
2010-02-28T18:30:10Z,2010-03-01T04:00:16Z,NA,NA,NA
2010-02-28T19:00:00Z,2010-03-01T04:30:06Z,304.67615027305595,937.9565173253911,7279.404632895094
2010-02-28T19:00:10Z,2010-03-01T04:30:16Z,NA,NA,NA
2010-02-28T19:30:00Z,2010-03-01T05:00:06Z,311.33398826640956,889.9488239999417,7089.627977661339
2010-02-28T19:30:10Z,2010-03-01T05:00:16Z,NA,NA,NA
2010-02-28T20:00:00Z,2010-03-01T05:30:06Z,318.4522103246933,899.7172879136376,7014.072528531686
2010-02-28T20:00:10Z,2010-03-01T05:30:16Z,NA,NA,NA
2010-02-28T20:30:00Z,2010-03-01T06:00:06Z,336.15436403445335,937.6230200813163,6960.53565520788
2010-02-28T20:30:10Z,2010-03-01T06:00:16Z,NA,NA,NA
2010-02-28T21:00:00Z,2010-03-01T06:30:06Z,373.1143902973068,1069.6132102987826,6422.7609258709745
2010-02-28T21:00:10Z,2010-03-01T06:30:16Z,NA,NA,NA
2010-02-28T21:30:00Z,2010-03-01T07:00:06Z,527.0052904569492,1521.8073318173026,6741.841043587705
2010-02-28T21:30:10Z,2010-03-01T07:00:16Z,NA,NA,NA
2010-02-28T22:00:00Z,2010-03-01T07:30:06Z,707.1506323319929,2361.8729889659376,8602.257806978643
2010-02-28T22:00:10Z,2010-03-01T07:30:16Z,NA,NA,NA
2010-02-28T22:30:00Z,2010-03-01T08:00:06Z,733.2203844908169,3563.6664455786827,8732.857304084537
2010-02-28T22:30:10Z,2010-03-01T08:00:16Z,NA,NA,NA
2010-02-28T23:00:00Z,2010-03-01T08:30:06Z,1182.168413623454,3580.3843424749402,9319.51780540565
2010-02-28T23:00:10Z,2010-03-01T08:30:16Z,NA,NA,NA
2010-02-28T23:30:00Z,2010-03-01T09:00:06Z,1200.664912113668,6241.16617459647,9779.675049030991
2010-02-28T23:30:10Z,2010-03-01T09:00:16Z,NA,NA,NA
2010-03-01T00:00:00Z,2010-03-01T09:30:06Z,1433.131542968664,8715.462903882442,4907.899444516249
2010-03-01T00:00:10Z,2010-03-01T09:30:16Z,NA,NA,NA
2010-03-01T00:30:00Z,2010-03-01T10:00:06Z,1485.9716565378567,5516.8347355507685,8210.572534469047
2010-03-01T00:30:10Z,2010-03-01T10:00:16Z,NA,NA,NA
2010-03-01T01:00:00Z,2010-03-01T10:30:06Z,1338.1096475148888,5942.233303748399,8081.400483220312
2010-03-01T01:00:10Z,2010-03-01T10:30:16Z,NA,NA,NA
2010-03-01T01:30:00Z,2010-03-01T11:00:06Z,1444.9212563682581,6200.31515684391,8553.273605042863
2010-03-01T01:30:10Z,2010-03-01T11:00:16Z,NA,NA,NA
2010-03-01T02:00:00Z,2010-03-01T11:30:06Z,1611.399176478033,6640.808884183042,8807.445225943678
2010-03-01T02:00:10Z,2010-03-01T11:30:16Z,NA,NA,NA
2010-03-01T02:30:00Z,2010-03-01T12:00:06Z,1571.542894547931,7301.880991824329,7892.821686482878
2010-03-01T02:30:10Z,2010-03-01T12:00:16Z,NA,NA,NA
2010-03-01T03:00:00Z,2010-03-01T12:30:06Z,1766.4498496114809,6070.927121958589,9417.03258497358
2010-03-01T03:00:10Z,2010-03-01T12:30:16Z,NA,NA,NA
2010-03-01T03:30:00Z,2010-03-01T13:00:06Z,1689.604638102706,6036.690605581732,8411.845195209533
2010-03-01T03:30:10Z,2010-03-01T13:00:16Z,NA,NA,NA
2010-03-01T04:00:00Z,2010-03-01T13:30:06Z,1703.3113477130169,5786.778666412467,5244.973464819443
2010-03-01T04:00:10Z,2010-03-01T13:30:16Z,NA,NA,NA
2010-03-01T04:30:00Z,2010-03-01T14:00:06Z,1718.4073042628459,5852.525137063571,5192.868796629659
2010-03-01T04:30:10Z,2010-03-01T14:00:16Z,NA,NA,NA
2010-03-01T05:00:00Z,2010-03-01T14:30:06Z,1771.532591753529,6640.808884183042,12384.522232790887
2010-03-01T05:00:10Z,2010-03-01T14:30:16Z,NA,NA,NA
2010-03-01T05:30:00Z,2010-03-01T15:00:06Z,1749.8078229085754,5673.95535417077,4131.826053882107
2010-03-01T05:30:10Z,2010-03-01T15:00:16Z,NA,NA,NA
2010-03-01T06:00:00Z,2010-03-01T15:30:06Z,1795.8943509595892,5404.846059404277,9429.544251677798
2010-03-01T06:00:10Z,2010-03-01T15:30:16Z,NA,NA,NA
2010-03-01T06:30:00Z,2010-03-01T16:00:06Z,1637.417061551593,4095.1399836515707,8644.068703942976
2010-03-01T06:30:10Z,2010-03-01T16:00:16Z,NA,NA,NA
2010-03-01T07:00:00Z,2010-03-01T16:30:06Z,1596.947282709654,4043.6807322736813,7877.055227522506
2010-03-01T07:00:10Z,2010-03-01T16:30:16Z,NA,NA,NA
2010-03-01T07:30:00Z,2010-03-01T17:00:06Z,1835.2698390840471,3193.1299023984593,7156.317515130152
2010-03-01T07:30:10Z,2010-03-01T17:00:16Z,NA,NA,NA
2010-03-01T08:00:00Z,2010-03-01T17:30:06Z,1718.4073042628459,3907.6851773801477,8404.862469929069
2010-03-01T08:00:10Z,2010-03-01T17:30:16Z,NA,NA,NA
2010-03-01T08:30:00Z,2010-03-01T18:00:06Z,1280.6578646337584,3140.022024035758,8924.4234034491
2010-03-01T08:30:10Z,2010-03-01T18:00:16Z,NA,NA,NA
2010-03-01T09:00:00Z,2010-03-01T18:30:06Z,842.7185659620808,2060.5876361364853,9048.828029891258
2010-03-01T09:00:10Z,2010-03-01T18:30:16Z,NA,NA,NA
2010-03-01T09:30:00Z,2010-03-01T19:00:06Z,638.866655407452,1550.643225410961,8822.557290639774
2010-03-01T09:30:10Z,2010-03-01T19:00:16Z,NA,NA,NA
2010-03-01T10:00:00Z,2010-03-01T19:30:06Z,514.1659584571001,1277.926847680678,8439.716694844154
2010-03-01T10:00:10Z,2010-03-01T19:30:16Z,NA,NA,NA
2010-03-01T10:30:00Z,2010-03-01T20:00:06Z,461.78613264802914,1192.1569916302444,7961.135586420008
2010-03-01T10:30:10Z,2010-03-01T20:00:16Z,NA,NA,NA
2010-03-01T11:00:00Z,2010-03-01T20:30:06Z,401.31369573434455,1079.615012124606,7866.406213873297
2010-03-01T11:00:10Z,2010-03-01T20:30:16Z,NA,NA,NA
2010-03-01T11:30:00Z,2010-03-01T21:00:06Z,368.1578873236637,1041.6431446936015,8312.128540345628
2010-03-01T11:30:10Z,2010-03-01T21:00:16Z,NA,NA,NA
2010-03-01T12:00:00Z,2010-03-01T21:30:06Z,337.56926893194,996.3678369716442,8619.071732581446
2010-03-01T12:00:10Z,2010-03-01T21:30:16Z,NA,NA,NA
2010-03-01T12:30:00Z,2010-03-01T22:00:06Z,299.72302082790486,488.4977114700559,5439.445016580912
2010-03-01T12:30:10Z,2010-03-01T22:00:16Z,NA,NA,NA
2010-03-01T13:00:00Z,2010-03-01T22:30:06Z,273.19790839663483,975.2174920837011,7237.1129919482055
2010-03-01T13:00:10Z,2010-03-01T22:30:16Z,NA,NA,NA
2010-03-01T13:30:00Z,2010-03-01T23:00:06Z,258.1126829140446,932.8627023658871,6609.8749237018965
2010-03-01T13:30:10Z,2010-03-01T23:00:16Z,NA,NA,NA
2010-03-01T14:00:00Z,2010-03-01T23:30:06Z,253.47649580930434,710.7081156403508,5474.132006825847
2010-03-01T14:00:10Z,2010-03-01T23:30:16Z,NA,NA,NA
2010-03-01T14:30:00Z,2010-03-02T00:00:18Z,255.6352832180941,744.4486948703003,6295.512344079455
2010-03-01T14:30:10Z,2010-03-02T00:00:28Z,NA,NA,NA
2010-03-01T15:00:00Z,2010-03-02T00:30:18Z,229.2851258387612,644.425406743003,5996.899710480163
2010-03-01T15:00:10Z,2010-03-02T00:30:28Z,NA,NA,NA
2010-03-01T15:30:00Z,2010-03-02T01:00:18Z,126.71318714505905,704.540625714393,5020.230792818295
2010-03-01T15:30:10Z,2010-03-02T01:00:28Z,NA,NA,NA
2010-03-01T16:00:00Z,2010-03-02T01:30:18Z,127.45480857493085,731.3832421815762,6626.63145369229
2010-03-01T16:00:10Z,2010-03-02T01:30:28Z,NA,NA,NA
2010-03-01T16:30:00Z,2010-03-02T02:00:18Z,115.70016926367929,694.0100351535438,5648.566019807974
2010-03-01T16:30:10Z,2010-03-02T02:00:28Z,NA,NA,NA
2010-03-01T17:00:00Z,2010-03-02T02:30:18Z,237.67394077300784,645.2939465719147,5666.486281307099
2010-03-01T17:00:10Z,2010-03-02T02:30:28Z,NA,NA,NA
2010-03-01T17:30:00Z,2010-03-02T03:00:18Z,122.88494582737569,641.0988207148129,5654.068665862219
2010-03-01T17:30:10Z,2010-03-02T03:00:28Z,NA,NA,NA
2010-03-01T18:00:00Z,2010-03-02T03:30:18Z,232.80556918432183,596.0500586413244,5678.612926528311
2010-03-01T18:00:10Z,2010-03-02T03:30:28Z,NA,NA,NA
2010-03-01T18:30:00Z,2010-03-02T04:00:18Z,240.68554472034944,576.5491056376711,5696.2009218671265
2010-03-01T18:30:10Z,2010-03-02T04:00:28Z,NA,NA,NA
2010-03-01T19:00:00Z,2010-03-02T04:30:18Z,0,279.1590601732474,3304.419914409803
2010-03-01T19:00:10Z,2010-03-02T04:30:28Z,NA,NA,NA
2010-03-01T19:30:00Z,2010-03-02T05:00:18Z,0,558.4621053224059,2969.8819453534975
2010-03-01T19:30:10Z,2010-03-02T05:00:28Z,NA,NA,NA
2010-03-01T20:00:00Z,2010-03-02T05:30:18Z,0,596.7883447185708,3203.6842732154846
2010-03-01T20:00:10Z,2010-03-02T05:30:28Z,NA,NA,NA
2010-03-01T20:30:00Z,2010-03-02T06:00:18Z,114.44064986281974,531.8255203691983,3467.415381611842
2010-03-01T20:30:10Z,2010-03-02T06:00:28Z,NA,NA,NA
2010-03-01T21:00:00Z,2010-03-02T06:30:18Z,111.57959733525412,526.4953872462823,2926.1371313985196
2010-03-01T21:00:10Z,2010-03-02T06:30:28Z,NA,NA,NA
2010-03-01T21:30:00Z,2010-03-02T07:00:18Z,112.26350331190747,581.9196035625778,3413.5724870491695
