TIMESTAMP,solar_TIMESTAMP,CHN_ARG_GWS_Peu_Js_1,CHN_ARG_GWS_Peu_Js_2
2013-04-30T16:00:00Z,2013-04-30T22:02:30Z,184.99156447827093,192.87485332501083
2013-04-30T16:10:00Z,2013-04-30T22:12:30Z,176.45170727302278,190.50953327222499
2013-04-30T16:20:00Z,2013-04-30T22:22:30Z,174.7563893182587,191.10005736396002
2013-04-30T16:30:00Z,2013-04-30T22:32:30Z,174.7563893182587,190.50953327222499
2013-04-30T16:40:00Z,2013-04-30T22:42:30Z,170.53668210220766,178.81227817481323
2013-04-30T16:50:00Z,2013-04-30T22:52:30Z,163.00860826051903,177.0763607807282
2013-04-30T17:00:00Z,2013-04-30T23:02:30Z,162.17754212961987,177.65445679178134
2013-04-30T17:10:00Z,2013-04-30T23:12:30Z,165.5082888649846,177.65445679178134
2013-04-30T17:20:00Z,2013-04-30T23:22:30Z,155.56813627711833,174.76941446025134
2013-04-30T17:30:00Z,2013-04-30T23:32:30Z,153.92671282723015,177.65445679178134
2013-04-30T17:40:00Z,2013-04-30T23:42:30Z,158.03848835820378,182.88173282048314
2013-04-30T17:50:00Z,2013-04-30T23:52:30Z,153.92671282723015,181.13443074033142
2013-04-30T18:00:00Z,2013-05-01T00:02:30Z,154.74687562061362,178.81227817481323
2013-04-30T18:10:00Z,2013-05-01T00:12:36Z,147.40514468237743,177.0763607807282
2013-04-30T18:20:00Z,2013-05-01T00:22:36Z,140.954881001327,177.65445679178134
2013-04-30T18:30:00Z,2013-05-01T00:32:36Z,136.1645742589532,177.65445679178134
2013-04-30T18:40:00Z,2013-05-01T00:42:36Z,146.59494252176611,188.74118787296845
2013-04-30T18:50:00Z,2013-05-01T00:52:36Z,142.56070886044154,182.29875763764838
2013-04-30T19:00:00Z,2013-05-01T01:02:36Z,140.954881001327,181.13443074033142
2013-04-30T19:10:00Z,2013-05-01T01:12:36Z,130.6278859964356,169.04021412116342
2013-04-30T19:20:00Z,2013-05-01T01:22:36Z,129.0563604117567,165.0623408924746
2013-04-30T19:30:00Z,2013-05-01T01:32:36Z,122.81694369748556,158.86588397578396
2013-04-30T19:40:00Z,2013-05-01T01:42:36Z,122.04230901015633,145.03302725277072
2013-04-30T19:50:00Z,2013-05-01T01:52:36Z,115.88809374612,143.39663451409967
2013-04-30T20:00:00Z,2013-05-01T02:02:36Z,115.12421492594044,146.1267756036054
2013-04-30T20:10:00Z,2013-05-01T02:12:36Z,116.65317854539893,143.94153419136222
2013-04-30T20:20:00Z,2013-05-01T02:22:36Z,104.55817524809233,146.6744944060371
2013-04-30T20:30:00Z,2013-05-01T02:32:36Z,104.55817524809233,148.87099031948497
2013-04-30T20:40:00Z,2013-05-01T02:42:36Z,107.55239113527627,151.62922496574083
2013-04-30T20:50:00Z,2013-05-01T02:52:36Z,112.08081626800684,152.73643278106258
2013-04-30T21:00:00Z,2013-05-01T03:02:36Z,118.18695495710068,157.1875497528777
2013-04-30T21:10:00Z,2013-05-01T03:12:36Z,99.36661899117424,143.94153419136222
2013-04-30T21:20:00Z,2013-05-01T03:22:36Z,99.36661899117424,142.30853113790775
2013-04-30T21:30:00Z,2013-05-01T03:32:36Z,89.89200462793823,137.44014210713837
2013-04-30T21:40:00Z,2013-05-01T03:42:36Z,83.4634606104573,137.44014210713837
2013-04-30T21:50:00Z,2013-05-01T03:52:36Z,82.75594866343069,139.05782227563796
2013-04-30T22:00:00Z,2013-05-01T04:02:36Z,83.4634606104573,138.51802595864805
2013-04-30T22:10:00Z,2013-05-01T04:12:36Z,86.30712545356579,143.39663451409967
2013-04-30T22:20:00Z,2013-05-01T04:22:36Z,92.78380805685792,155.5142091291972
2013-04-30T22:30:00Z,2013-05-01T04:32:36Z,94.23758542975132,157.1875497528777
2013-04-30T22:40:00Z,2013-05-01T04:42:36Z,91.33527032780823,158.86588397578396
2013-04-30T22:50:00Z,2013-05-01T04:52:36Z,92.78380805685792,162.8013612662689
2013-04-30T23:00:00Z,2013-05-01T05:02:36Z,92.78380805685792,157.7464401458652
2013-04-30T23:10:00Z,2013-05-01T05:12:36Z,89.89200462793823,161.1114135963937
2013-04-30T23:20:00Z,2013-05-01T05:22:36Z,84.88257890060989,158.3058850096755
2013-04-30T23:30:00Z,2013-05-01T05:32:36Z,84.88257890060989,159.98754275565295
2013-04-30T23:40:00Z,2013-05-01T05:42:36Z,82.75594866343069,150.52425206327868
2013-04-30T23:50:00Z,2013-05-01T05:52:36Z,84.88257890060989,143.94153419136222
2013-05-01T00:00:00Z,2013-05-01T06:02:36Z,91.33527032780823,145.03302725277072
2013-05-01T00:10:00Z,2013-05-01T06:12:36Z,101.58398700839773,149.42151733486813
2013-05-01T00:20:00Z,2013-05-01T06:22:36Z,115.12421492594044,151.62922496574083
2013-05-01T00:30:00Z,2013-05-01T06:32:36Z,123.59276030126752,153.84587230011292
2013-05-01T00:40:00Z,2013-05-01T06:42:36Z,122.81694369748556,147.77161908272916
2013-05-01T00:50:00Z,2013-05-01T06:52:36Z,140.15366050117882,149.42151733486813
2013-05-01T01:00:00Z,2013-05-01T07:02:36Z,157.21394433685703,147.2227757100605
2013-05-01T01:10:00Z,2013-05-01T07:12:36Z,173.06531437168792,144.48699858780458
2013-05-01T01:20:00Z,2013-05-01T07:22:36Z,183.27519240718738,145.5796197392009
2013-05-01T01:30:00Z,2013-05-01T07:32:36Z,199.7485223767813,158.3058850096755
2013-05-01T01:40:00Z,2013-05-01T07:42:36Z,219.28497624075888,174.1940387321676
2013-05-01T01:50:00Z,2013-05-01T07:52:36Z,229.23602016994792,187.56498232819678
2013-05-01T02:00:00Z,2013-05-01T08:02:36Z,242.07488252395362,204.83000634025456
2013-05-01T02:10:00Z,2013-05-01T08:12:36Z,255.10657654588306,216.3848204464539
2013-05-01T02:20:00Z,2013-05-01T08:22:36Z,260.7501502848431,226.8854259558371
2013-05-01T02:30:00Z,2013-05-01T08:32:36Z,261.6941464084157,242.60413001406644
2013-05-01T02:40:00Z,2013-05-01T08:42:36Z,265.4798245017886,252.83624459393855
2013-05-01T02:50:00Z,2013-05-01T08:52:36Z,285.60781248206206,274.3627254909588
2013-05-01T03:00:00Z,2013-05-01T09:02:36Z,275.01167337917906,269.09197856020427
2013-05-01T03:10:00Z,2013-05-01T09:12:36Z,287.54683762870764,278.3376880403889
2013-05-01T03:20:00Z,2013-05-01T09:22:36Z,295.34112614579993,286.343904424247
2013-05-01T03:30:00Z,2013-05-01T09:32:36Z,286.57684701198383,291.7230636020794
2013-05-01T03:40:00Z,2013-05-01T09:42:36Z,275.9701586286696,285.00432420542626
2013-05-01T03:50:00Z,2013-05-01T09:52:36Z,275.9701586286696,285.00432420542626
2013-05-01T04:00:00Z,2013-05-01T10:02:36Z,278.8513816482875,285.6738538119868
2013-05-01T04:10:00Z,2013-05-01T10:12:36Z,281.74124479316,283.66682808504083
2013-05-01T04:20:00Z,2013-05-01T10:22:36Z,289.4896852452539,279.66684600166394
2013-05-01T04:30:00Z,2013-05-01T10:32:36Z,280.77699790832526,282.3314162240237
2013-05-01T04:40:00Z,2013-05-01T10:42:36Z,277.89001328129916,287.6855685959791
2013-05-01T04:50:00Z,2013-05-01T10:52:36Z,280.77699790832526,284.3353156232334
2013-05-01T05:00:00Z,2013-05-01T11:02:36Z,274.0541502128826,283.66682808504083
2013-05-01T05:10:00Z,2013-05-01T11:12:36Z,275.9701586286696,278.3376880403889
2013-05-01T05:20:00Z,2013-05-01T11:22:36Z,275.9701586286696,282.9988616114468
2013-05-01T05:30:00Z,2013-05-01T11:32:36Z,275.01167337917906,284.3353156232334
2013-05-01T05:40:00Z,2013-05-01T11:42:36Z,275.9701586286696,287.6855685959791
2013-05-01T05:50:00Z,2013-05-01T11:52:36Z,283.67261358630105,286.343904424247
2013-05-01T06:00:00Z,2013-05-01T12:02:36Z,289.4896852452539,289.7019719845595
2013-05-01T06:10:00Z,2013-05-01T12:12:36Z,291.43635162051066,289.02931659039234
2013-05-01T06:20:00Z,2013-05-01T12:22:36Z,292.4111157017635,294.4251447187439
2013-05-01T06:30:00Z,2013-05-01T12:32:36Z,298.27970468335155,296.4571745009623
2013-05-01T06:40:00Z,2013-05-01T12:42:36Z,303.19634454102436,302.58138882786363
2013-05-01T06:50:00Z,2013-05-01T12:52:36Z,333.1926012562874,313.57305416423344
2013-05-01T07:00:00Z,2013-05-01T13:02:36Z,291.43635162051066,279.66684600166394
2013-05-01T07:10:00Z,2013-05-01T13:12:36Z,317.0889544121269,286.343904424247
2013-05-01T07:20:00Z,2013-05-01T13:22:36Z,282.70645018337956,260.59824794190166
2013-05-01T07:30:00Z,2013-05-01T13:32:36Z,278.8513816482875,262.550507529919
2013-05-01T07:40:00Z,2013-05-01T13:42:36Z,305.16964398507014,291.7230636020794
2013-05-01T07:50:00Z,2013-05-01T13:52:36Z,304.1825201312721,281.6644919453179
2013-05-01T08:00:00Z,2013-05-01T14:02:36Z,306.15771570624975,279.66684600166394
2013-05-01T08:10:00Z,2013-05-01T14:12:36Z,316.09048120602637,277.6738909425468
2013-05-01T08:20:00Z,2013-05-01T14:22:36Z,321.09227786487605,275.02391580288673
2013-05-01T08:30:00Z,2013-05-01T14:32:36Z,324.1046630787264,275.68562753703776
2013-05-01T08:40:00Z,2013-05-01T14:42:36Z,320.0900330956168,277.6738909425468
2013-05-01T08:50:00Z,2013-05-01T14:52:36Z,322.09546467356614,275.68562753703776
2013-05-01T09:00:00Z,2013-05-01T15:02:36Z,324.1046630787264,273.70205663581726
2013-05-01T09:10:00Z,2013-05-01T15:12:36Z,317.0889544121269,279.00200640292104
2013-05-01T09:20:00Z,2013-05-01T15:22:36Z,317.0889544121269,283.66682808504083
2013-05-01T09:30:00Z,2013-05-01T15:32:36Z,309.127614170358,279.66684600166394
2013-05-01T09:40:00Z,2013-05-01T15:42:36Z,316.09048120602637,275.02391580288673
2013-05-01T09:50:00Z,2013-05-01T15:52:36Z,319.08873070279236,275.68562753703776
2013-05-01T10:00:00Z,2013-05-01T16:02:36Z,305.16964398507014,274.3627254909588
2013-05-01T10:10:00Z,2013-05-01T16:12:36Z,296.3197008922395,271.72317917219004
2013-05-01T10:20:00Z,2013-05-01T16:22:36Z,293.38683311215254,271.0645965104562
2013-05-01T10:30:00Z,2013-05-01T16:32:36Z,301.22683975537825,269.09197856020427
2013-05-01T10:40:00Z,2013-05-01T16:42:36Z,296.3197008922395,267.7795087103763
2013-05-01T10:50:00Z,2013-05-01T16:52:36Z,295.34112614579993,265.81471800146187
2013-05-01T11:00:00Z,2013-05-01T17:02:36Z,287.54683762870764,269.09197856020427
2013-05-01T11:10:00Z,2013-05-01T17:12:36Z,277.89001328129916,271.72317917219004
2013-05-01T11:20:00Z,2013-05-01T17:22:36Z,274.0541502128826,272.38228343929006
2013-05-01T11:30:00Z,2013-05-01T17:32:36Z,272.1419922544327,269.09197856020427
2013-05-01T11:40:00Z,2013-05-01T17:42:36Z,264.53195211849487,268.43548272795834
2013-05-01T11:50:00Z,2013-05-01T17:52:36Z,258.8650703022988,267.1240565525059
2013-05-01T12:00:00Z,2013-05-01T18:02:36Z,255.10657654588306,267.1240565525059
2013-05-01T12:10:00Z,2013-05-01T18:12:36Z,255.10657654588306,256.70783592153145
2013-05-01T12:20:00Z,2013-05-01T18:22:36Z,252.2979338841127,259.29935359215494
2013-05-01T12:30:00Z,2013-05-01T18:32:36Z,249.49807706787905,254.12468297239187
