TIMESTAMP,solar_TIMESTAMP,AUS_CAR_THI_T00_Eni_Js_1,AUS_CAR_THI_T00_Eni_Js_2,AUS_CAR_THI_T00_Eni_Js_3,AUS_CAR_THI_T00_Eni_Js_4,AUS_CAR_THI_T00_Eni_Js_5,AUS_CAR_THI_T00_Eni_Js_6,AUS_CAR_THI_T00_Eni_Js_7,AUS_CAR_THI_T00_Eni_Js_8,AUS_CAR_THI_T00_Eni_Js_9,AUS_CAR_THI_T00_Eni_Js_10,AUS_CAR_THI_T00_Eni_Js_11,AUS_CAR_THI_T00_Eni_Js_12
2008-09-08T17:30:00Z,2008-09-09T03:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:00:00Z,2008-09-09T03:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:30:00Z,2008-09-09T04:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:00:00Z,2008-09-09T04:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:30:00Z,2008-09-09T05:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:00:00Z,2008-09-09T05:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:30:00Z,2008-09-09T06:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:00:00Z,2008-09-09T06:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:30:00Z,2008-09-09T07:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:00:00Z,2008-09-09T07:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:30:00Z,2008-09-09T08:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:00:00Z,2008-09-09T08:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:30:00Z,2008-09-09T09:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:00:00Z,2008-09-09T09:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:30:00Z,2008-09-09T10:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:00:00Z,2008-09-09T10:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:30:00Z,2008-09-09T11:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:00:00Z,2008-09-09T11:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:30:00Z,2008-09-09T12:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:00:00Z,2008-09-09T12:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:30:00Z,2008-09-09T13:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:00:00Z,2008-09-09T13:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:30:00Z,2008-09-09T14:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:00:00Z,2008-09-09T14:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:30:00Z,2008-09-09T15:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:00:00Z,2008-09-09T15:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:30:00Z,2008-09-09T16:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:00:00Z,2008-09-09T16:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:30:00Z,2008-09-09T17:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:00:00Z,2008-09-09T17:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:30:00Z,2008-09-09T18:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:00:00Z,2008-09-09T18:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:30:00Z,2008-09-09T19:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:00:00Z,2008-09-09T19:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:30:00Z,2008-09-09T20:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:00:00Z,2008-09-09T20:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:30:00Z,2008-09-09T21:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:00:00Z,2008-09-09T21:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:30:00Z,2008-09-09T22:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:00:00Z,2008-09-09T22:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:30:00Z,2008-09-09T23:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:00:00Z,2008-09-09T23:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:30:00Z,2008-09-10T00:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:00:00Z,2008-09-10T00:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:30:00Z,2008-09-10T01:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:00:00Z,2008-09-10T01:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:30:00Z,2008-09-10T02:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:00:00Z,2008-09-10T02:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:30:00Z,2008-09-10T03:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:00:00Z,2008-09-10T03:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:30:00Z,2008-09-10T04:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:00:00Z,2008-09-10T04:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:30:00Z,2008-09-10T05:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:00:00Z,2008-09-10T05:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:30:00Z,2008-09-10T06:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:00:00Z,2008-09-10T06:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:30:00Z,2008-09-10T07:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:00:00Z,2008-09-10T07:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:30:00Z,2008-09-10T08:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:00:00Z,2008-09-10T08:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:30:00Z,2008-09-10T09:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:00:00Z,2008-09-10T09:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:30:00Z,2008-09-10T10:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:00:00Z,2008-09-10T10:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:30:00Z,2008-09-10T11:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:00:00Z,2008-09-10T11:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:30:00Z,2008-09-10T12:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:00:00Z,2008-09-10T12:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:30:00Z,2008-09-10T13:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:00:00Z,2008-09-10T13:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:30:00Z,2008-09-10T14:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:00:00Z,2008-09-10T14:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:30:00Z,2008-09-10T15:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:00:00Z,2008-09-10T15:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:30:00Z,2008-09-10T16:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:00:00Z,2008-09-10T16:51:40Z,NA,295.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:30:00Z,2008-09-10T17:21:40Z,NA,384.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:00:00Z,2008-09-10T17:51:40Z,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:30:00Z,2008-09-10T18:21:40Z,1177.1000000000001,392.94000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:00:00Z,2008-09-10T18:51:40Z,1111.54,401.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:30:00Z,2008-09-10T19:21:40Z,1045.98,458.42999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:00:00Z,2008-09-10T19:51:40Z,858.24,385.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:30:00Z,2008-09-10T20:21:40Z,867.1800000000001,575.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:00:00Z,2008-09-10T20:51:40Z,864.1999999999999,423.03000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:30:00Z,2008-09-10T21:21:40Z,765.8599999999999,380.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:00:00Z,2008-09-10T21:51:40Z,1007.24,461.96999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:30:00Z,2008-09-10T22:21:40Z,1004.26,435.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:00:00Z,2008-09-10T22:51:40Z,911.88,461.96999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:30:00Z,2008-09-10T23:21:40Z,837.38,591.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:00:00Z,2008-09-10T23:51:40Z,1043,474.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:30:00Z,2008-09-11T00:22:02Z,905.92,431.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:00:00Z,2008-09-11T00:52:02Z,894,497.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:30:00Z,2008-09-11T01:22:02Z,977.4399999999999,522.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:00:00Z,2008-09-11T01:52:02Z,1060.88,704.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:30:00Z,2008-09-11T02:22:02Z,1129.42,777.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:00:00Z,2008-09-11T02:52:02Z,1120.48,805.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:30:00Z,2008-09-11T03:22:02Z,1147.3,660.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:00:00Z,2008-09-11T03:52:02Z,1215.84,731.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:30:00Z,2008-09-11T04:22:02Z,1358.8799999999999,663.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:00:00Z,2008-09-11T04:52:02Z,1296.3,762.8699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:30:00Z,2008-09-11T05:22:02Z,1311.2,798.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:00:00Z,2008-09-11T05:52:02Z,1251.6000000000001,1423.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:30:00Z,2008-09-11T06:22:02Z,1212.8600000000001,2833.7700000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:00:00Z,2008-09-11T06:52:02Z,1403.58,3164.7599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:30:00Z,2008-09-11T07:22:02Z,2217.12,3184.2299999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:00:00Z,2008-09-11T07:52:02Z,4404.44,3796.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:30:00Z,2008-09-11T08:22:02Z,5083.879999999999,4136.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:00:00Z,2008-09-11T08:52:02Z,5548.76,5094.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:30:00Z,2008-09-11T09:22:02Z,6427.86,4033.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:00:00Z,2008-09-11T09:52:02Z,6430.839999999999,5924.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:30:00Z,2008-09-11T10:22:02Z,8341.02,5794.9800000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:00:00Z,2008-09-11T10:52:02Z,7110.28,6492.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:30:00Z,2008-09-11T11:22:02Z,10063.460000000001,5895.870000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:00:00Z,2008-09-11T11:52:02Z,8880.4,5768.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:30:00Z,2008-09-11T12:22:02Z,10081.34,5632.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:00:00Z,2008-09-11T12:52:02Z,8680.74,5501.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:30:00Z,2008-09-11T13:22:02Z,9905.52,5186.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:00:00Z,2008-09-11T13:52:02Z,9628.380000000001,4178.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:30:00Z,2008-09-11T14:22:02Z,9789.300000000001,2964.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:00:00Z,2008-09-11T14:52:02Z,8913.18,2256.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:30:00Z,2008-09-11T15:22:02Z,6898.7,954.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:00:00Z,2008-09-11T15:52:02Z,5253.74,913.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:30:00Z,2008-09-11T16:22:02Z,3528.32,782.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:00:00Z,2008-09-11T16:52:02Z,1874.42,681.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:30:00Z,2008-09-11T17:22:02Z,1758.2,463.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:00:00Z,2008-09-11T17:52:02Z,1370.8,384.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:30:00Z,2008-09-11T18:22:02Z,1135.38,523.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:00:00Z,2008-09-11T18:52:02Z,1257.56,522.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:30:00Z,2008-09-11T19:22:02Z,1108.56,656.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:00:00Z,2008-09-11T19:52:02Z,1105.58,525.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:30:00Z,2008-09-11T20:22:02Z,1174.12,469.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:00:00Z,2008-09-11T20:52:02Z,1189.02,419.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:30:00Z,2008-09-11T21:22:02Z,1254.58,536.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:00:00Z,2008-09-11T21:52:02Z,1284.3799999999999,477.90000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:30:00Z,2008-09-11T22:22:02Z,1212.8600000000001,518.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:00:00Z,2008-09-11T22:52:02Z,1028.1000000000001,582.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:30:00Z,2008-09-11T23:22:02Z,1084.72,495.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:00:00Z,2008-09-11T23:52:02Z,1147.3,532.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:30:00Z,2008-09-12T00:22:24Z,1102.6000000000001,614.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:00:00Z,2008-09-12T00:52:24Z,1278.42,748.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:30:00Z,2008-09-12T01:22:24Z,1266.5,580.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:00:00Z,2008-09-12T01:52:24Z,1358.8799999999999,635.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:30:00Z,2008-09-12T02:22:24Z,1186.04,642.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:00:00Z,2008-09-12T02:52:24Z,1427.42,722.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:30:00Z,2008-09-12T03:22:24Z,1481.06,787.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:00:00Z,2008-09-12T03:52:24Z,1510.8600000000001,665.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:30:00Z,2008-09-12T04:22:24Z,1445.3,660.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:00:00Z,2008-09-12T04:52:24Z,1257.56,663.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:30:00Z,2008-09-12T05:22:24Z,1305.24,964.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:00:00Z,2008-09-12T05:52:24Z,1382.7199999999998,1692.1200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:30:00Z,2008-09-12T06:22:24Z,1320.1399999999999,3081.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:00:00Z,2008-09-12T06:52:24Z,1627.08,3495.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:30:00Z,2008-09-12T07:22:24Z,2825.04,4343.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:00:00Z,2008-09-12T07:52:24Z,4440.2,4669.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:30:00Z,2008-09-12T08:22:24Z,5545.78,5887.0199999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:00:00Z,2008-09-12T08:52:24Z,6845.0599999999995,6327.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:30:00Z,2008-09-12T09:22:24Z,7280.14,6269.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:00:00Z,2008-09-12T09:52:24Z,9541.960000000001,6166.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:30:00Z,2008-09-12T10:22:24Z,9801.22,6922.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:00:00Z,2008-09-12T10:52:24Z,9628.380000000001,6605.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:30:00Z,2008-09-12T11:22:24Z,9646.259999999998,6899.459999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:00:00Z,2008-09-12T11:52:24Z,10301.86,7372.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:30:00Z,2008-09-12T12:22:24Z,9509.18,5920.6500000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:00:00Z,2008-09-12T12:52:24Z,10659.460000000001,5644.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:30:00Z,2008-09-12T13:22:24Z,11031.960000000001,4858.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:00:00Z,2008-09-12T13:52:24Z,9065.16,4625.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:30:00Z,2008-09-12T14:22:24Z,7488.74,3968.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:00:00Z,2008-09-12T14:52:24Z,7181.8,2899.2599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:30:00Z,2008-09-12T15:22:24Z,7968.5199999999995,1679.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:00:00Z,2008-09-12T15:52:24Z,7807.5999999999995,1346.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:30:00Z,2008-09-12T16:22:24Z,6174.5599999999995,1122.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:00:00Z,2008-09-12T16:52:24Z,3549.18,881.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:30:00Z,2008-09-12T17:22:24Z,2422.7400000000002,658.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:00:00Z,2008-09-12T17:52:24Z,2068.12,750.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:30:00Z,2008-09-12T18:22:24Z,1606.2199999999998,670.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T09:00:00Z,2008-09-12T18:52:24Z,1293.32,628.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
