TIMESTAMP,TIMESTAMP_solar,ZAF_RAD_Mdo_Jt_1,ZAF_RAD_Mdo_Jt_2,ZAF_RAD_Mdo_Jt_3
2015-09-30T22:00:00Z,2015-09-30T23:27:57Z,94.05419622804133,0,0
2015-09-30T23:00:00Z,2015-10-01T00:28:15Z,202.9380160103041,66.08079393248883,0
2015-10-01T00:00:00Z,2015-10-01T01:28:15Z,43.172562101165745,150.28694066003285,61.71485194986988
2015-10-01T01:00:00Z,2015-10-01T02:28:15Z,131.40693081481643,0,0
2015-10-01T02:00:00Z,2015-10-01T03:28:15Z,215.42743650871944,160.18332080032368,202.64316728129634
2015-10-01T03:00:00Z,2015-10-01T04:28:15Z,91.83650760115276,86.21961771425896,0
2015-10-01T04:00:00Z,2015-10-01T05:28:15Z,19.135102662835926,0,0
2015-10-01T05:00:00Z,2015-10-01T06:28:15Z,224.98637009729998,194.4985733013042,161.2010135045663
2015-10-01T06:00:00Z,2015-10-01T07:28:15Z,29.533499442614815,0,144.86372998342114
2015-10-01T07:00:00Z,2015-10-01T08:28:15Z,78.16744896324178,484.3080885132704,236.8165542290827
2015-10-01T08:00:00Z,2015-10-01T09:28:15Z,946.1946593106572,77.23599262235348,117.9738813331623
2015-10-01T09:00:00Z,2015-10-01T10:28:15Z,195.4794582788503,685.9872989846226,433.22306484840146
2015-10-01T10:00:00Z,2015-10-01T11:28:15Z,539.9369334199353,365.6190255575629,285.95258703543703
2015-10-01T11:00:00Z,2015-10-01T12:28:15Z,1112.1554889636523,1227.0569971347202,955.2200545915321
2015-10-01T12:00:00Z,2015-10-01T13:28:15Z,451.6707501166195,28.869865569234832,278.05503895658933
2015-10-01T13:00:00Z,2015-10-01T14:28:15Z,715.3467342932151,1520.458780105704,484.97354120552745
2015-10-01T14:00:00Z,2015-10-01T15:28:15Z,546.2577818504967,454.30692055857,593.1125200764585
2015-10-01T15:00:00Z,2015-10-01T16:28:15Z,610.2931293371289,540.0323640589827,367.13323928031417
2015-10-01T16:00:00Z,2015-10-01T17:28:15Z,422.9538365323095,564.2047352755942,65.42066874601946
2015-10-01T17:00:00Z,2015-10-01T18:28:15Z,471.3423276077584,38.176681972404964,90.77072564469945
2015-10-01T18:00:00Z,2015-10-01T19:28:15Z,323.32658420841705,111.61027153799373,116.31146050251422
2015-10-01T19:00:00Z,2015-10-01T20:28:15Z,81.92276320508098,359.4415982440851,93.36221479819532
2015-10-01T20:00:00Z,2015-10-01T21:28:15Z,82.96020460760958,0,102.3462660132211
2015-10-01T21:00:00Z,2015-10-01T22:28:15Z,177.66888461414555,0,124.33455696048709
2015-10-01T22:00:00Z,2015-10-01T23:28:15Z,69.67125823345398,0,9.13171872099023
2015-10-01T23:00:00Z,2015-10-02T00:28:32Z,92.01847231093646,203.1519214056483,93.54773692632187
2015-10-02T00:00:00Z,2015-10-02T01:28:32Z,0,0,0
2015-10-02T01:00:00Z,2015-10-02T02:28:32Z,143.62089149050857,1.5528944295440283,11.681098710473893
2015-10-02T02:00:00Z,2015-10-02T03:28:32Z,60.59688320215116,46.55043173879254,100.94017862412727
2015-10-02T03:00:00Z,2015-10-02T04:28:32Z,48.10620762492931,297.9839281716704,47.30407562774681
2015-10-02T04:00:00Z,2015-10-02T05:28:32Z,107.26094795925299,0,67.32630836587379
2015-10-02T05:00:00Z,2015-10-02T06:28:32Z,54.39224359943946,25.766957814305318,85.15168965402528
2015-10-02T06:00:00Z,2015-10-02T07:28:32Z,371.73528494730573,133.27311742699706,248.84342010097862
2015-10-02T07:00:00Z,2015-10-02T08:28:32Z,255.36607347146196,163.8940063404411,104.249582423966
2015-10-02T08:00:00Z,2015-10-02T09:28:32Z,80.16223573343574,496.68496938780777,232.6781130415107
2015-10-02T09:00:00Z,2015-10-02T10:28:32Z,647.1343288823472,442.8674331431434,457.5098280770943
2015-10-02T10:00:00Z,2015-10-02T11:28:32Z,636.1119204348372,1310.64058981663,650.1209600925348
2015-10-02T11:00:00Z,2015-10-02T12:28:32Z,303.91256259228646,204.73485308418668,951.4111060621055
2015-10-02T12:00:00Z,2015-10-02T13:28:32Z,267.8124201246495,522.3781250441181,697.5353212947924
2015-10-02T13:00:00Z,2015-10-02T14:28:32Z,861.7351655222263,183.9487929411771,619.8767996070633
2015-10-02T14:00:00Z,2015-10-02T15:28:32Z,623.7747473003144,1119.7588380613201,912.7346561201036
2015-10-02T15:00:00Z,2015-10-02T16:28:32Z,735.6413822079762,557.0752270675649,681.1755558762202
2015-10-02T16:00:00Z,2015-10-02T17:28:32Z,703.513276595288,466.05793164362495,572.3148482151521
2015-10-02T17:00:00Z,2015-10-02T18:28:32Z,241.2765148524719,367.7811837317165,656.7047908402333
2015-10-02T18:00:00Z,2015-10-02T19:28:32Z,418.86198548938796,538.7931996710253,337.6256454932968
2015-10-02T19:00:00Z,2015-10-02T20:28:32Z,694.7449150408937,244.24360637811802,855.7242437918438
2015-10-02T20:00:00Z,2015-10-02T21:28:32Z,416.11273220849137,200.67963704337183,519.0163706322385
2015-10-02T21:00:00Z,2015-10-02T22:28:32Z,398.103446152811,250.11257187386389,273.7027830132341
2015-10-02T22:00:00Z,2015-10-02T23:28:32Z,277.52507960687694,136.36697584283255,400.76913546694016
2015-10-02T23:00:00Z,2015-10-03T00:28:49Z,44.53631981398053,90.24605878742146,396.0188670050384
2015-10-03T00:00:00Z,2015-10-03T01:28:49Z,130.76468420865967,239.61002271294,286.1999440022974
2015-10-03T01:00:00Z,2015-10-03T02:28:49Z,98.03275488109472,228.17971988874316,101.49215046594858
2015-10-03T02:00:00Z,2015-10-03T03:28:49Z,150.04218959245304,33.21339934780349,163.74219229492851
