TIMESTAMP,solar_TIMESTAMP,AUS_MAR_UBD_Eba_Js_1,AUS_MAR_UBD_Ecy_Js_2,AUS_MAR_UBD_Cqu_Js_3,AUS_MAR_UBD_Cqu_Js_4,AUS_MAR_UBD_Cqu_Js_5
2010-02-28T14:00:00Z,2010-02-28T23:29:50Z,9.025169797901171,3.0550305502559163,NA,NA,NA
2010-02-28T14:00:10Z,2010-02-28T23:30:00Z,NA,NA,NA,NA,NA
2010-02-28T14:30:00Z,2010-03-01T00:00:02Z,9.206660618991812,2.143278297170142,NA,NA,NA
2010-02-28T14:30:10Z,2010-03-01T00:00:12Z,NA,NA,NA,NA,NA
2010-02-28T14:59:59Z,2010-03-01T00:30:01Z,10.986177285365663,2.4157730520908256,NA,NA,NA
2010-02-28T15:00:10Z,2010-03-01T00:30:12Z,NA,NA,NA,NA,NA
2010-02-28T15:30:00Z,2010-03-01T01:00:02Z,11.635139237369426,5.823066565939324,NA,NA,NA
2010-02-28T15:30:10Z,2010-03-01T01:00:12Z,NA,NA,NA,NA,NA
2010-02-28T16:00:00Z,2010-03-01T01:30:02Z,10.992418713279392,5.587979560514827,NA,NA,NA
2010-02-28T16:00:10Z,2010-03-01T01:30:12Z,NA,NA,NA,NA,NA
2010-02-28T16:29:59Z,2010-03-01T02:00:01Z,9.760374444305967,3.5592803192647295,NA,NA,NA
2010-02-28T16:30:10Z,2010-03-01T02:00:12Z,NA,NA,NA,NA,NA
2010-02-28T17:00:00Z,2010-03-01T02:30:02Z,9.237925568109254,3.473455387437942,NA,NA,NA
2010-02-28T17:00:10Z,2010-03-01T02:30:12Z,NA,NA,NA,NA,NA
2010-02-28T17:30:00Z,2010-03-01T03:00:02Z,9.947577128127934,5.063510413869815,NA,NA,NA
2010-02-28T17:30:10Z,2010-03-01T03:00:12Z,NA,NA,NA,NA,NA
2010-02-28T17:59:59Z,2010-03-01T03:30:01Z,10.589691226344543,5.115547160921394,NA,NA,NA
2010-02-28T18:00:10Z,2010-03-01T03:30:12Z,NA,NA,NA,NA,NA
2010-02-28T18:30:00Z,2010-03-01T04:00:02Z,11.005363737112345,3.22038748669407,NA,NA,NA
2010-02-28T18:30:10Z,2010-03-01T04:00:12Z,NA,NA,NA,NA,NA
2010-02-28T19:00:00Z,2010-03-01T04:30:02Z,10.63469754402076,3.457078858718923,NA,NA,NA
2010-02-28T19:00:10Z,2010-03-01T04:30:12Z,NA,NA,NA,NA,NA
2010-02-28T19:29:59Z,2010-03-01T05:00:01Z,10.061333106887567,3.347771283688663,NA,NA,NA
2010-02-28T19:30:10Z,2010-03-01T05:00:12Z,NA,NA,NA,NA,NA
2010-02-28T20:00:00Z,2010-03-01T05:30:02Z,9.70355485679143,4.845087347817285,NA,NA,NA
2010-02-28T20:00:10Z,2010-03-01T05:30:12Z,NA,NA,NA,NA,NA
2010-02-28T20:30:00Z,2010-03-01T06:00:02Z,9.780958702251343,3.3308233878406797,NA,NA,NA
2010-02-28T20:30:10Z,2010-03-01T06:00:12Z,NA,NA,NA,NA,NA
2010-02-28T20:59:59Z,2010-03-01T06:30:01Z,10.928308236378266,6.649750123866798,NA,NA,NA
2010-02-28T21:00:10Z,2010-03-01T06:30:12Z,NA,NA,NA,NA,NA
2010-02-28T21:30:00Z,2010-03-01T07:00:02Z,18.558233998472698,13.870736464509113,NA,NA,NA
2010-02-28T21:30:10Z,2010-03-01T07:00:12Z,NA,NA,NA,NA,NA
2010-02-28T22:00:00Z,2010-03-01T07:30:02Z,23.15947244872852,21.785980704984087,NA,NA,NA
2010-02-28T22:00:10Z,2010-03-01T07:30:12Z,NA,NA,NA,NA,NA
2010-02-28T22:29:59Z,2010-03-01T08:00:01Z,26.190944636049707,30.762075728684874,NA,NA,NA
2010-02-28T22:30:10Z,2010-03-01T08:00:12Z,NA,NA,NA,NA,NA
2010-02-28T23:00:00Z,2010-03-01T08:30:02Z,26.021894438819743,33.03230359579978,NA,NA,NA
2010-02-28T23:00:10Z,2010-03-01T08:30:12Z,NA,NA,NA,NA,NA
2010-02-28T23:30:00Z,2010-03-01T09:00:02Z,27.864335626705465,36.95536611971582,NA,NA,NA
2010-02-28T23:30:10Z,2010-03-01T09:00:12Z,NA,NA,NA,NA,NA
2010-02-28T23:59:59Z,2010-03-01T09:30:01Z,24.79395037070438,38.96130103060831,NA,NA,NA
2010-03-01T00:00:10Z,2010-03-01T09:30:12Z,NA,NA,NA,NA,NA
2010-03-01T00:30:00Z,2010-03-01T10:00:02Z,23.096519590146883,38.808603726047494,NA,NA,NA
2010-03-01T00:30:10Z,2010-03-01T10:00:12Z,NA,NA,NA,NA,NA
2010-03-01T01:00:00Z,2010-03-01T10:30:02Z,17.937166335191318,35.37409407300052,NA,NA,NA
2010-03-01T01:00:10Z,2010-03-01T10:30:12Z,NA,NA,NA,NA,NA
2010-03-01T01:29:59Z,2010-03-01T11:00:01Z,21.051295014952128,36.510390217121945,NA,NA,NA
2010-03-01T01:30:10Z,2010-03-01T11:00:12Z,NA,NA,NA,NA,NA
2010-03-01T02:00:00Z,2010-03-01T11:30:02Z,19.400489613596328,38.19184704583021,NA,NA,NA
2010-03-01T02:00:10Z,2010-03-01T11:30:12Z,NA,NA,NA,NA,NA
2010-03-01T02:30:00Z,2010-03-01T12:00:02Z,18.84189718569364,35.83188652481106,NA,NA,NA
2010-03-01T02:30:10Z,2010-03-01T12:00:12Z,NA,NA,NA,NA,NA
2010-03-01T02:59:59Z,2010-03-01T12:30:01Z,19.261841919491832,39.38134686158036,NA,NA,NA
2010-03-01T03:00:10Z,2010-03-01T12:30:12Z,NA,NA,NA,NA,NA
2010-03-01T03:30:00Z,2010-03-01T13:00:02Z,19.764508422802482,37.88900824415591,NA,NA,NA
2010-03-01T03:30:10Z,2010-03-01T13:00:12Z,NA,NA,NA,NA,NA
2010-03-01T04:00:00Z,2010-03-01T13:30:02Z,20.351122546507288,40.15270560291739,NA,NA,NA
2010-03-01T04:00:10Z,2010-03-01T13:30:12Z,NA,NA,NA,NA,NA
2010-03-01T04:29:59Z,2010-03-01T14:00:01Z,17.010528668329368,35.19113398251162,NA,NA,NA
2010-03-01T04:30:10Z,2010-03-01T14:00:12Z,NA,NA,NA,NA,NA
2010-03-01T05:00:00Z,2010-03-01T14:30:02Z,18.114864269566453,37.445815591333506,NA,NA,NA
2010-03-01T05:00:10Z,2010-03-01T14:30:12Z,NA,NA,NA,NA,NA
2010-03-01T05:30:00Z,2010-03-01T15:00:02Z,17.352224744186145,36.241303555566994,NA,NA,NA
2010-03-01T05:30:10Z,2010-03-01T15:00:12Z,NA,NA,NA,NA,NA
2010-03-01T05:59:59Z,2010-03-01T15:30:01Z,21.22639412451519,39.356340150924126,NA,NA,NA
2010-03-01T06:00:10Z,2010-03-01T15:30:12Z,NA,NA,NA,NA,NA
2010-03-01T06:30:00Z,2010-03-01T16:00:02Z,20.256982723800707,39.53213831722987,NA,NA,NA
2010-03-01T06:30:10Z,2010-03-01T16:00:12Z,NA,NA,NA,NA,NA
2010-03-01T07:00:00Z,2010-03-01T16:30:02Z,22.82696413659865,36.60943769701557,NA,NA,NA
2010-03-01T07:00:10Z,2010-03-01T16:30:12Z,NA,NA,NA,NA,NA
2010-03-01T07:29:59Z,2010-03-01T17:00:01Z,25.33189101625471,36.77672292484311,NA,NA,NA
2010-03-01T07:30:10Z,2010-03-01T17:00:12Z,NA,NA,NA,NA,NA
2010-03-01T08:00:00Z,2010-03-01T17:30:02Z,25.859713617441788,34.84459946050715,NA,NA,NA
2010-03-01T08:00:10Z,2010-03-01T17:30:12Z,NA,NA,NA,NA,NA
2010-03-01T08:30:00Z,2010-03-01T18:00:02Z,22.2186687555375,26.422112860595394,NA,NA,NA
2010-03-01T08:30:10Z,2010-03-01T18:00:12Z,NA,NA,NA,NA,NA
2010-03-01T08:59:59Z,2010-03-01T18:30:01Z,21.50503344305763,20.08528803125417,NA,NA,NA
2010-03-01T09:00:10Z,2010-03-01T18:30:12Z,NA,NA,NA,NA,NA
2010-03-01T09:30:00Z,2010-03-01T19:00:02Z,17.39714410901073,15.590020275574759,NA,NA,NA
2010-03-01T09:30:10Z,2010-03-01T19:00:12Z,NA,NA,NA,NA,NA
2010-03-01T10:00:00Z,2010-03-01T19:30:02Z,17.838419251264614,12.962711370011291,NA,NA,NA
2010-03-01T10:00:10Z,2010-03-01T19:30:12Z,NA,NA,NA,NA,NA
2010-03-01T10:29:59Z,2010-03-01T20:00:01Z,15.324826723203255,10.891674909370709,NA,NA,NA
2010-03-01T10:30:10Z,2010-03-01T20:00:12Z,NA,NA,NA,NA,NA
2010-03-01T11:00:00Z,2010-03-01T20:30:02Z,13.483504989360448,9.609225392628952,NA,NA,NA
2010-03-01T11:00:10Z,2010-03-01T20:30:12Z,NA,NA,NA,NA,NA
2010-03-01T11:30:00Z,2010-03-01T21:00:02Z,12.717988880888491,8.398275271477745,NA,NA,NA
2010-03-01T11:30:10Z,2010-03-01T21:00:12Z,NA,NA,NA,NA,NA
2010-03-01T11:59:59Z,2010-03-01T21:30:01Z,11.480420388802344,7.857822562796172,NA,NA,NA
2010-03-01T12:00:10Z,2010-03-01T21:30:12Z,NA,NA,NA,NA,NA
2010-03-01T12:30:00Z,2010-03-01T22:00:02Z,11.923602051461382,6.493581250988022,NA,NA,NA
2010-03-01T12:30:10Z,2010-03-01T22:00:12Z,NA,NA,NA,NA,NA
2010-03-01T13:00:00Z,2010-03-01T22:30:02Z,11.256950852144307,7.162814743050269,NA,NA,NA
2010-03-01T13:00:10Z,2010-03-01T22:30:12Z,NA,NA,NA,NA,NA
2010-03-01T13:29:59Z,2010-03-01T23:00:01Z,10.349557689114878,6.518344443383303,NA,NA,NA
2010-03-01T13:30:10Z,2010-03-01T23:00:12Z,NA,NA,NA,NA,NA
2010-03-01T14:00:00Z,2010-03-01T23:30:02Z,9.442345030430904,4.746478798531499,NA,NA,NA
2010-03-01T14:00:10Z,2010-03-01T23:30:12Z,NA,NA,NA,NA,NA
2010-03-01T14:30:00Z,2010-03-02T00:00:14Z,6.240826044189857,5.7959350457838745,NA,NA,NA
2010-03-01T14:30:10Z,2010-03-02T00:00:24Z,NA,NA,NA,NA,NA
2010-03-01T14:59:59Z,2010-03-02T00:30:13Z,5.798891231894366,4.225270779220266,NA,NA,NA
2010-03-01T15:00:10Z,2010-03-02T00:30:24Z,NA,NA,NA,NA,NA
2010-03-01T15:30:00Z,2010-03-02T01:00:14Z,5.563507986814534,5.257710127093308,NA,NA,NA
2010-03-01T15:30:10Z,2010-03-02T01:00:24Z,NA,NA,NA,NA,NA
2010-03-01T16:00:00Z,2010-03-02T01:30:14Z,5.276344185436077,2.157521693596816,NA,NA,NA
2010-03-01T16:00:10Z,2010-03-02T01:30:24Z,NA,NA,NA,NA,NA
2010-03-01T16:29:59Z,2010-03-02T02:00:13Z,5.080527512364052,4.756141150072119,NA,NA,NA
2010-03-01T16:30:10Z,2010-03-02T02:00:24Z,NA,NA,NA,NA,NA
2010-03-01T17:00:00Z,2010-03-02T02:30:14Z,4.782946786925809,1.830726439305278,NA,NA,NA
2010-03-01T17:00:10Z,2010-03-02T02:30:24Z,NA,NA,NA,NA,NA
2010-03-01T17:30:00Z,2010-03-02T03:00:14Z,4.469414121709117,3.612288523637442,NA,NA,NA
2010-03-01T17:30:10Z,2010-03-02T03:00:24Z,NA,NA,NA,NA,NA
2010-03-01T17:59:59Z,2010-03-02T03:30:13Z,4.569975859695092,2.9599549673036236,NA,NA,NA
2010-03-01T18:00:10Z,2010-03-02T03:30:24Z,NA,NA,NA,NA,NA
2010-03-01T18:30:00Z,2010-03-02T04:00:14Z,4.519110039577188,2.796319143364259,NA,NA,NA
2010-03-01T18:30:10Z,2010-03-02T04:00:24Z,NA,NA,NA,NA,NA
