TIMESTAMP,TIMESTAMP_solar,ZAF_FRA_FRA_Pca_Jt_1,ZAF_FRA_FRA_Pca_Jt_2,ZAF_FRA_FRA_Pca_Jt_3
2015-02-02T22:00:01Z,2015-02-02T23:02:33Z,0.46163376332889533,0.6063173900810607,0.6754486712248915
2015-02-02T23:00:01Z,2015-02-03T00:02:27Z,0.3302738952666429,0.5448545823824372,1.365808709065306
2015-02-03T00:00:01Z,2015-02-03T01:02:27Z,0.6984753036635462,0.9609286631613065,0
2015-02-03T01:00:01Z,2015-02-03T02:02:27Z,1.0821177509032063,1.193523090886929,0
2015-02-03T02:00:01Z,2015-02-03T03:02:27Z,0.8673954455664061,1.600114751818308,0.6432326265965207
2015-02-03T03:00:01Z,2015-02-03T04:02:27Z,0.5314034710089183,3.6330137562386278,1.2722989905477708
2015-02-03T04:00:01Z,2015-02-03T05:02:27Z,1.5443633858793517,3.680261887541328,0.6884709407764382
2015-02-03T05:00:01Z,2015-02-03T06:02:27Z,2.8974720119797444,2.4637181873581637,0.8404303665204843
2015-02-03T06:00:01Z,2015-02-03T07:02:27Z,3.2590152357978424,2.9912956420865267,2.054863787809981
2015-02-03T07:00:01Z,2015-02-03T08:02:27Z,2.169486692700171,3.1604910339419923,2.0790600022492547
2015-02-03T08:00:01Z,2015-02-03T09:02:27Z,4.891124505413023,5.4425435434496165,3.479438446746232
2015-02-03T09:00:01Z,2015-02-03T10:02:27Z,11.721831819601748,4.384660127697915,7.370988915826033
2015-02-03T10:00:01Z,2015-02-03T11:02:27Z,9.486398643811734,8.207833748436789,8.36500264182155
2015-02-03T11:00:01Z,2015-02-03T12:02:27Z,12.025924424171158,8.767867749539818,8.997613519804135
2015-02-03T12:00:01Z,2015-02-03T13:02:27Z,24.365359872682166,19.80051273616551,8.654660197267678
2015-02-03T13:00:01Z,2015-02-03T14:02:27Z,17.531153893896427,17.928676959831193,6.1431679435693995
2015-02-03T14:00:01Z,2015-02-03T15:02:27Z,12.208956804354333,18.239298092955263,10.53158627074316
2015-02-03T15:00:01Z,2015-02-03T16:02:27Z,13.464150349596261,14.843949362104109,15.596215718303023
2015-02-03T16:00:01Z,2015-02-03T17:02:27Z,7.170863693621261,9.083010028689051,10.446583981688928
2015-02-03T17:00:01Z,2015-02-03T18:02:27Z,4.1097154570066,4.950281256546611,12.471610800665333
