TIMESTAMP,solar_TIMESTAMP,AUS_ELL_UNB_Era_Js_1,AUS_ELL_UNB_Era_Js_2
2009-06-02T14:00:00Z,2009-06-02T23:47:46Z,2.1870443468566263,NA
2009-06-02T14:30:00Z,2009-06-03T00:17:37Z,2.2703987818829354,NA
2009-06-02T14:59:59Z,2009-06-03T00:47:36Z,2.142338300616358,NA
2009-06-02T15:30:00Z,2009-06-03T01:17:37Z,0.9150880960518246,NA
2009-06-02T16:00:00Z,2009-06-03T01:47:37Z,0.9004164846386344,NA
2009-06-02T16:29:59Z,2009-06-03T02:17:36Z,2.049660577350099,NA
2009-06-02T17:00:00Z,2009-06-03T02:47:37Z,2.160672528887005,NA
2009-06-02T17:30:00Z,2009-06-03T03:17:37Z,2.215713982614841,NA
2009-06-02T17:59:59Z,2009-06-03T03:47:36Z,2.369426321191744,NA
2009-06-02T18:30:00Z,2009-06-03T04:17:37Z,2.480160990853839,NA
2009-06-02T19:00:00Z,2009-06-03T04:47:37Z,3.560156985318091,NA
2009-06-02T19:29:59Z,2009-06-03T05:17:36Z,3.788880514547028,NA
2009-06-02T20:00:00Z,2009-06-03T05:47:37Z,4.626248129705164,NA
2009-06-02T20:30:00Z,2009-06-03T06:17:37Z,4.629910986218947,NA
2009-06-02T20:59:59Z,2009-06-03T06:47:36Z,4.789734398043043,NA
2009-06-02T21:30:00Z,2009-06-03T07:17:37Z,4.859047720570212,NA
2009-06-02T22:00:00Z,2009-06-03T07:47:37Z,5.094187973083972,NA
2009-06-02T22:29:59Z,2009-06-03T08:17:36Z,5.908969524538645,NA
2009-06-02T23:00:00Z,2009-06-03T08:47:37Z,7.976862348271774,NA
2009-06-02T23:30:00Z,2009-06-03T09:17:37Z,9.525490091252237,NA
2009-06-02T23:59:59Z,2009-06-03T09:47:36Z,11.687273236885263,NA
2009-06-03T00:30:00Z,2009-06-03T10:17:37Z,13.092030194283007,NA
2009-06-03T01:00:00Z,2009-06-03T10:47:37Z,12.233222422707158,NA
2009-06-03T01:29:59Z,2009-06-03T11:17:36Z,13.736284952139199,NA
2009-06-03T02:00:00Z,2009-06-03T11:47:37Z,12.9635082864158,NA
2009-06-03T02:30:00Z,2009-06-03T12:17:37Z,12.286825156955555,NA
2009-06-03T02:59:59Z,2009-06-03T12:47:36Z,10.129378220508361,NA
2009-06-03T03:30:00Z,2009-06-03T13:17:37Z,9.285816774657286,NA
2009-06-03T04:00:00Z,2009-06-03T13:47:37Z,5.196687284570032,NA
2009-06-03T04:29:59Z,2009-06-03T14:17:36Z,4.755121815118745,NA
2009-06-03T05:00:00Z,2009-06-03T14:47:37Z,3.9160589127222334,NA
2009-06-03T05:30:00Z,2009-06-03T15:17:37Z,2.3588537567721275,NA
2009-06-03T05:59:59Z,2009-06-03T15:47:36Z,2.101211874355281,NA
2009-06-03T06:30:00Z,2009-06-03T16:17:37Z,1.1763446478790744,NA
2009-06-03T07:00:00Z,2009-06-03T16:47:37Z,NA,NA
2009-06-03T07:29:59Z,2009-06-03T17:17:36Z,1.1117939459456598,NA
2009-06-03T08:00:00Z,2009-06-03T17:47:37Z,1.08346966595163,NA
2009-06-03T08:30:00Z,2009-06-03T18:17:37Z,1.074603734095446,NA
2009-06-03T08:59:59Z,2009-06-03T18:47:36Z,1.0957398451611449,NA
2009-06-03T09:30:00Z,2009-06-03T19:17:37Z,NA,NA
2009-06-03T10:00:00Z,2009-06-03T19:47:37Z,1.0716511323799396,NA
2009-06-03T10:29:59Z,2009-06-03T20:17:36Z,1.0989228782814937,NA
2009-06-03T11:00:00Z,2009-06-03T20:47:37Z,1.1183295606388748,NA
2009-06-03T11:30:00Z,2009-06-03T21:17:37Z,1.1183295606388748,NA
2009-06-03T11:59:59Z,2009-06-03T21:47:36Z,1.121734942837226,NA
2009-06-03T12:30:00Z,2009-06-03T22:17:37Z,1.0925873626226403,NA
2009-06-03T13:00:00Z,2009-06-03T22:47:37Z,1.074603734095446,NA
2009-06-03T13:29:59Z,2009-06-03T23:17:36Z,NA,NA
2009-06-03T14:00:00Z,2009-06-03T23:47:37Z,NA,NA
2009-06-03T14:30:00Z,2009-06-04T00:17:26Z,NA,NA
2009-06-03T14:59:59Z,2009-06-04T00:47:25Z,NA,NA
2009-06-03T15:30:00Z,2009-06-04T01:17:26Z,NA,NA
2009-06-03T16:00:00Z,2009-06-04T01:47:26Z,NA,NA
2009-06-03T16:29:59Z,2009-06-04T02:17:25Z,NA,NA
2009-06-03T17:00:00Z,2009-06-04T02:47:26Z,NA,NA
2009-06-03T17:30:00Z,2009-06-04T03:17:26Z,NA,NA
2009-06-03T17:59:59Z,2009-06-04T03:47:25Z,NA,NA
2009-06-03T18:30:00Z,2009-06-04T04:17:26Z,NA,NA
2009-06-03T19:00:00Z,2009-06-04T04:47:26Z,NA,NA
2009-06-03T19:29:59Z,2009-06-04T05:17:25Z,NA,NA
2009-06-03T20:00:00Z,2009-06-04T05:47:26Z,NA,NA
2009-06-03T20:30:00Z,2009-06-04T06:17:26Z,NA,NA
2009-06-03T20:59:59Z,2009-06-04T06:47:25Z,NA,NA
2009-06-03T21:30:00Z,2009-06-04T07:17:26Z,NA,NA
2009-06-03T22:00:00Z,2009-06-04T07:47:26Z,NA,NA
2009-06-03T22:29:59Z,2009-06-04T08:17:25Z,NA,NA
2009-06-03T23:00:00Z,2009-06-04T08:47:26Z,NA,NA
2009-06-03T23:30:00Z,2009-06-04T09:17:26Z,1.2082362648986746,NA
2009-06-03T23:59:59Z,2009-06-04T09:47:25Z,1.2534600612641411,NA
2009-06-04T00:30:00Z,2009-06-04T10:17:26Z,2.6965072914395867,NA
2009-06-04T01:00:00Z,2009-06-04T10:47:26Z,2.657215808883592,NA
2009-06-04T01:29:59Z,2009-06-04T11:17:25Z,4.549737569453031,NA
2009-06-04T02:00:00Z,2009-06-04T11:47:26Z,6.620012047854265,NA
2009-06-04T02:30:00Z,2009-06-04T12:17:26Z,8.955660971704472,NA
2009-06-04T02:59:59Z,2009-06-04T12:47:25Z,8.989544807347624,NA
2009-06-04T03:30:00Z,2009-06-04T13:17:26Z,11.512464992382371,NA
2009-06-04T04:00:00Z,2009-06-04T13:47:26Z,11.482592660611079,NA
2009-06-04T04:29:59Z,2009-06-04T14:17:25Z,10.555218520141203,NA
2009-06-04T05:00:00Z,2009-06-04T14:47:26Z,11.026046089660072,NA
2009-06-04T05:30:00Z,2009-06-04T15:17:26Z,12.308572950461013,NA
2009-06-04T05:59:59Z,2009-06-04T15:47:25Z,12.277764440983972,NA
2009-06-04T06:30:00Z,2009-06-04T16:17:26Z,9.613309302087705,NA
2009-06-04T07:00:00Z,2009-06-04T16:47:26Z,10.43913024114305,NA
2009-06-04T07:29:59Z,2009-06-04T17:17:25Z,9.96708221835814,NA
2009-06-04T08:00:00Z,2009-06-04T17:47:26Z,7.855660025791936,NA
2009-06-04T08:30:00Z,2009-06-04T18:17:26Z,6.856400376163699,NA
2009-06-04T08:59:59Z,2009-06-04T18:47:25Z,6.391722121829641,NA
2009-06-04T09:30:00Z,2009-06-04T19:17:26Z,6.046868163994034,NA
2009-06-04T10:00:00Z,2009-06-04T19:47:26Z,5.520784724280607,NA
2009-06-04T10:29:59Z,2009-06-04T20:17:25Z,5.422168719152665,NA
2009-06-04T11:00:00Z,2009-06-04T20:47:26Z,5.864152823878091,NA
2009-06-04T11:30:00Z,2009-06-04T21:17:26Z,6.085886103488772,NA
2009-06-04T11:59:59Z,2009-06-04T21:47:25Z,5.361495795980296,NA
2009-06-04T12:30:00Z,2009-06-04T22:17:26Z,4.40883221458564,NA
2009-06-04T13:00:00Z,2009-06-04T22:47:26Z,3.5760024828610693,NA
2009-06-04T13:29:59Z,2009-06-04T23:17:25Z,3.3166594783506675,NA
2009-06-04T14:00:00Z,2009-06-04T23:47:26Z,3.2876137211584093,NA
2009-06-04T14:30:00Z,2009-06-05T00:17:16Z,3.7229310636863318,NA
2009-06-04T14:59:59Z,2009-06-05T00:47:15Z,4.430048904288953,NA
2009-06-04T15:30:00Z,2009-06-05T01:17:16Z,4.4393342612722115,NA
2009-06-04T16:00:00Z,2009-06-05T01:47:16Z,4.644374397005359,NA
2009-06-04T16:29:59Z,2009-06-05T02:17:15Z,4.581864425201381,NA
2009-06-04T17:00:00Z,2009-06-05T02:47:16Z,4.564876020228271,NA
2009-06-04T17:30:00Z,2009-06-05T03:17:16Z,4.56890085124075,NA
2009-06-04T17:59:59Z,2009-06-05T03:47:15Z,4.600309722596103,NA
2009-06-04T18:30:00Z,2009-06-05T04:17:16Z,4.5687850911082455,NA
2009-06-04T19:00:00Z,2009-06-05T04:47:16Z,4.366147816383513,NA
2009-06-04T19:29:59Z,2009-06-05T05:17:15Z,3.7917468879342326,NA
2009-06-04T20:00:00Z,2009-06-05T05:47:16Z,4.456045086088127,NA
2009-06-04T20:30:00Z,2009-06-05T06:17:16Z,3.6741868601312095,NA
2009-06-04T20:59:59Z,2009-06-05T06:47:15Z,3.7882086864572795,NA
2009-06-04T21:30:00Z,2009-06-05T07:17:16Z,4.555017045651345,NA
2009-06-04T22:00:00Z,2009-06-05T07:47:16Z,3.9370770466505522,NA
2009-06-04T22:29:59Z,2009-06-05T08:17:15Z,6.528036946811081,NA
2009-06-04T23:00:00Z,2009-06-05T08:47:16Z,10.231567503622216,NA
2009-06-04T23:30:00Z,2009-06-05T09:17:16Z,14.485625330574194,NA
2009-06-04T23:59:59Z,2009-06-05T09:47:15Z,15.805691192680815,NA
2009-06-05T00:30:00Z,2009-06-05T10:17:16Z,17.84402545792647,NA
2009-06-05T01:00:00Z,2009-06-05T10:47:16Z,18.06939732913564,NA
2009-06-05T01:29:59Z,2009-06-05T11:17:15Z,17.712169833840402,NA
2009-06-05T02:00:00Z,2009-06-05T11:47:16Z,19.17499343745113,NA
2009-06-05T02:30:00Z,2009-06-05T12:17:16Z,21.14956455042251,NA
2009-06-05T02:59:59Z,2009-06-05T12:47:15Z,22.10134870546018,NA
2009-06-05T03:30:00Z,2009-06-05T13:17:16Z,19.363744617341236,NA
2009-06-05T04:00:00Z,2009-06-05T13:47:16Z,19.12537489739094,NA
2009-06-05T04:29:59Z,2009-06-05T14:17:15Z,19.843443280536782,NA
2009-06-05T05:00:00Z,2009-06-05T14:47:16Z,15.8389163493284,NA
2009-06-05T05:30:00Z,2009-06-05T15:17:16Z,14.09359351956238,NA
2009-06-05T05:59:59Z,2009-06-05T15:47:15Z,12.391943961535492,NA
2009-06-05T06:30:00Z,2009-06-05T16:17:16Z,12.187793736843442,NA
2009-06-05T07:00:00Z,2009-06-05T16:47:16Z,11.325975891580423,NA
2009-06-05T07:29:59Z,2009-06-05T17:17:15Z,9.342494305359596,NA
2009-06-05T08:00:00Z,2009-06-05T17:47:16Z,6.708649939908663,NA
2009-06-05T08:30:00Z,2009-06-05T18:17:16Z,5.5157033683759975,NA
2009-06-05T08:59:59Z,2009-06-05T18:47:15Z,5.105217090830205,NA
2009-06-05T09:30:00Z,2009-06-05T19:17:16Z,4.861565462614738,NA
2009-06-05T10:00:00Z,2009-06-05T19:47:16Z,4.745469924491427,NA
2009-06-05T10:29:59Z,2009-06-05T20:17:15Z,4.501247597105673,NA
2009-06-05T11:00:00Z,2009-06-05T20:47:16Z,3.646956907247337,NA
2009-06-05T11:30:00Z,2009-06-05T21:17:16Z,3.4029641598083282,NA
2009-06-05T11:59:59Z,2009-06-05T21:47:15Z,2.342150618028608,NA
2009-06-05T12:30:00Z,2009-06-05T22:17:16Z,2.3113170275699826,NA
2009-06-05T13:00:00Z,2009-06-05T22:47:16Z,2.3524015938517473,NA
2009-06-05T13:29:59Z,2009-06-05T23:17:15Z,2.3601969949231827,NA
2009-06-05T14:00:00Z,2009-06-05T23:47:16Z,2.4856398627793954,NA
2009-06-05T14:30:00Z,2009-06-06T00:17:05Z,2.346820875066814,NA
2009-06-05T14:59:59Z,2009-06-06T00:47:04Z,1.0422379563802717,NA
2009-06-05T15:30:00Z,2009-06-06T01:17:05Z,0.9991351578786272,NA
2009-06-05T16:00:00Z,2009-06-06T01:47:05Z,2.1626248342301517,NA
2009-06-05T16:29:59Z,2009-06-06T02:17:04Z,2.0959980793531585,NA
2009-06-05T17:00:00Z,2009-06-06T02:47:05Z,0.9647464426504097,NA
2009-06-05T17:30:00Z,2009-06-06T03:17:05Z,0.9759259875848939,NA
2009-06-05T17:59:59Z,2009-06-06T03:47:04Z,2.02875448084109,NA
2009-06-05T18:30:00Z,2009-06-06T04:17:05Z,0.9307607299796781,NA
2009-06-05T19:00:00Z,2009-06-06T04:47:05Z,0.9031943985894306,NA
2009-06-05T19:29:59Z,2009-06-06T05:17:04Z,0.8969086998438003,NA
2009-06-05T20:00:00Z,2009-06-06T05:47:05Z,0,NA
2009-06-05T20:30:00Z,2009-06-06T06:17:05Z,2.086876839953234,NA
2009-06-05T20:59:59Z,2009-06-06T06:47:04Z,2.01644413606693,NA
2009-06-05T21:30:00Z,2009-06-06T07:17:05Z,2.042554675925338,NA
2009-06-05T22:00:00Z,2009-06-06T07:47:05Z,2.348981615599337,NA
2009-06-05T22:29:59Z,2009-06-06T08:17:04Z,4.529770514537102,NA
2009-06-05T23:00:00Z,2009-06-06T08:47:05Z,5.1265267553425655,NA
2009-06-05T23:30:00Z,2009-06-06T09:17:05Z,5.133114110088157,NA
2009-06-05T23:59:59Z,2009-06-06T09:47:04Z,6.439350347694552,NA
2009-06-06T00:30:00Z,2009-06-06T10:17:05Z,6.910349196478769,NA
2009-06-06T01:00:00Z,2009-06-06T10:47:05Z,7.687041931470682,NA
2009-06-06T01:29:59Z,2009-06-06T11:17:04Z,8.527006456505195,NA
2009-06-06T02:00:00Z,2009-06-06T11:47:05Z,9.250564067796645,NA
2009-06-06T02:30:00Z,2009-06-06T12:17:05Z,6.6824392996657735,NA
2009-06-06T02:59:59Z,2009-06-06T12:47:04Z,7.8793666374585305,NA
2009-06-06T03:30:00Z,2009-06-06T13:17:05Z,8.43539105435385,NA
2009-06-06T04:00:00Z,2009-06-06T13:47:05Z,9.027573464382662,NA
2009-06-06T04:29:59Z,2009-06-06T14:17:04Z,8.503125923019253,NA
