TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,precip,swc_shallow,sw_in,ext_rad
2014-06-04T07:20:00Z,2014-06-04T08:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T07:30:00Z,2014-06-04T08:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T07:40:00Z,2014-06-04T09:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T07:50:00Z,2014-06-04T09:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:00:00Z,2014-06-04T09:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:10:00Z,2014-06-04T09:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:20:00Z,2014-06-04T09:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:30:00Z,2014-06-04T09:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:40:00Z,2014-06-04T10:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T08:50:00Z,2014-06-04T10:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:00:00Z,2014-06-04T10:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:10:00Z,2014-06-04T10:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:20:00Z,2014-06-04T10:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:30:00Z,2014-06-04T10:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:40:00Z,2014-06-04T11:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T09:50:00Z,2014-06-04T11:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:00:00Z,2014-06-04T11:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:10:00Z,2014-06-04T11:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:20:00Z,2014-06-04T11:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:30:00Z,2014-06-04T11:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:40:00Z,2014-06-04T12:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T10:50:00Z,2014-06-04T12:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:00:00Z,2014-06-04T12:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:10:00Z,2014-06-04T12:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:20:00Z,2014-06-04T12:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:30:00Z,2014-06-04T12:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:40:00Z,2014-06-04T13:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T11:50:00Z,2014-06-04T13:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:00:00Z,2014-06-04T13:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:10:00Z,2014-06-04T13:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:20:00Z,2014-06-04T13:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:30:00Z,2014-06-04T13:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:40:00Z,2014-06-04T14:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T12:50:00Z,2014-06-04T14:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:00:00Z,2014-06-04T14:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:10:00Z,2014-06-04T14:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:20:00Z,2014-06-04T14:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:30:00Z,2014-06-04T14:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:40:00Z,2014-06-04T15:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T13:50:00Z,2014-06-04T15:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:00:00Z,2014-06-04T15:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:10:00Z,2014-06-04T15:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:20:00Z,2014-06-04T15:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:30:00Z,2014-06-04T15:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:40:00Z,2014-06-04T16:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T14:50:00Z,2014-06-04T16:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:00:00Z,2014-06-04T16:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:10:00Z,2014-06-04T16:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:20:00Z,2014-06-04T16:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:30:00Z,2014-06-04T16:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:40:00Z,2014-06-04T17:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T15:50:00Z,2014-06-04T17:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:00:00Z,2014-06-04T17:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:10:00Z,2014-06-04T17:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:20:00Z,2014-06-04T17:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:30:00Z,2014-06-04T17:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:40:00Z,2014-06-04T18:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T16:50:00Z,2014-06-04T18:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:00:00Z,2014-06-04T18:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:10:00Z,2014-06-04T18:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:20:00Z,2014-06-04T18:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:30:00Z,2014-06-04T18:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:40:00Z,2014-06-04T19:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T17:50:00Z,2014-06-04T19:12:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T18:00:00Z,2014-06-04T19:22:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T18:10:00Z,2014-06-04T19:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T18:20:00Z,2014-06-04T19:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T18:30:00Z,2014-06-04T19:52:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T18:40:00Z,2014-06-04T20:02:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T18:50:00Z,2014-06-04T20:12:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T19:00:00Z,2014-06-04T20:22:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T19:10:00Z,2014-06-04T20:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T19:20:00Z,2014-06-04T20:42:54Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-04T19:30:00Z,2014-06-04T20:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T19:40:00Z,2014-06-04T21:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T19:50:00Z,2014-06-04T21:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:00:00Z,2014-06-04T21:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:10:00Z,2014-06-04T21:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:20:00Z,2014-06-04T21:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:30:00Z,2014-06-04T21:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:40:00Z,2014-06-04T22:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T20:50:00Z,2014-06-04T22:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:00:00Z,2014-06-04T22:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:10:00Z,2014-06-04T22:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:20:00Z,2014-06-04T22:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:30:00Z,2014-06-04T22:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:40:00Z,2014-06-04T23:02:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T21:50:00Z,2014-06-04T23:12:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:00:00Z,2014-06-04T23:22:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:10:00Z,2014-06-04T23:32:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:20:00Z,2014-06-04T23:42:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:30:00Z,2014-06-04T23:52:54Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:40:00Z,2014-06-05T00:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T22:50:00Z,2014-06-05T00:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:00:00Z,2014-06-05T00:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:10:00Z,2014-06-05T00:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:20:00Z,2014-06-05T00:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:30:00Z,2014-06-05T00:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:40:00Z,2014-06-05T01:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-04T23:50:00Z,2014-06-05T01:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:00:00Z,2014-06-05T01:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:10:00Z,2014-06-05T01:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:20:00Z,2014-06-05T01:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:30:00Z,2014-06-05T01:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:40:00Z,2014-06-05T02:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T00:50:00Z,2014-06-05T02:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:00:00Z,2014-06-05T02:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:10:00Z,2014-06-05T02:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:20:00Z,2014-06-05T02:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:30:00Z,2014-06-05T02:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:40:00Z,2014-06-05T03:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T01:50:00Z,2014-06-05T03:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:00:00Z,2014-06-05T03:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:10:00Z,2014-06-05T03:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:20:00Z,2014-06-05T03:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:30:00Z,2014-06-05T03:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:40:00Z,2014-06-05T04:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T02:50:00Z,2014-06-05T04:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:00:00Z,2014-06-05T04:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:10:00Z,2014-06-05T04:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:20:00Z,2014-06-05T04:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:30:00Z,2014-06-05T04:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:40:00Z,2014-06-05T05:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T03:50:00Z,2014-06-05T05:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:00:00Z,2014-06-05T05:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:10:00Z,2014-06-05T05:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:20:00Z,2014-06-05T05:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:30:00Z,2014-06-05T05:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:40:00Z,2014-06-05T06:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T04:50:00Z,2014-06-05T06:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:00:00Z,2014-06-05T06:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:10:00Z,2014-06-05T06:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:20:00Z,2014-06-05T06:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:30:00Z,2014-06-05T06:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:40:00Z,2014-06-05T07:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T05:50:00Z,2014-06-05T07:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:00:00Z,2014-06-05T07:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:10:00Z,2014-06-05T07:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:20:00Z,2014-06-05T07:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:30:00Z,2014-06-05T07:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:40:00Z,2014-06-05T08:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T06:50:00Z,2014-06-05T08:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:00:00Z,2014-06-05T08:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:10:00Z,2014-06-05T08:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:20:00Z,2014-06-05T08:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:30:00Z,2014-06-05T08:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:40:00Z,2014-06-05T09:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T07:50:00Z,2014-06-05T09:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:00:00Z,2014-06-05T09:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:10:00Z,2014-06-05T09:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:20:00Z,2014-06-05T09:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:30:00Z,2014-06-05T09:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:40:00Z,2014-06-05T10:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T08:50:00Z,2014-06-05T10:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:00:00Z,2014-06-05T10:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:10:00Z,2014-06-05T10:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:20:00Z,2014-06-05T10:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:30:00Z,2014-06-05T10:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:40:00Z,2014-06-05T11:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T09:50:00Z,2014-06-05T11:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:00:00Z,2014-06-05T11:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:10:00Z,2014-06-05T11:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:20:00Z,2014-06-05T11:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:30:00Z,2014-06-05T11:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:40:00Z,2014-06-05T12:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T10:50:00Z,2014-06-05T12:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:00:00Z,2014-06-05T12:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:10:00Z,2014-06-05T12:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:20:00Z,2014-06-05T12:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:30:00Z,2014-06-05T12:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:40:00Z,2014-06-05T13:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T11:50:00Z,2014-06-05T13:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:00:00Z,2014-06-05T13:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:10:00Z,2014-06-05T13:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:20:00Z,2014-06-05T13:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:30:00Z,2014-06-05T13:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:40:00Z,2014-06-05T14:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T12:50:00Z,2014-06-05T14:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:00:00Z,2014-06-05T14:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:10:00Z,2014-06-05T14:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:20:00Z,2014-06-05T14:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:30:00Z,2014-06-05T14:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:40:00Z,2014-06-05T15:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T13:50:00Z,2014-06-05T15:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:00:00Z,2014-06-05T15:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:10:00Z,2014-06-05T15:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:20:00Z,2014-06-05T15:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:30:00Z,2014-06-05T15:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:40:00Z,2014-06-05T16:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T14:50:00Z,2014-06-05T16:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:00:00Z,2014-06-05T16:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:10:00Z,2014-06-05T16:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:20:00Z,2014-06-05T16:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:30:00Z,2014-06-05T16:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:40:00Z,2014-06-05T17:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T15:50:00Z,2014-06-05T17:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:00:00Z,2014-06-05T17:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:10:00Z,2014-06-05T17:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:20:00Z,2014-06-05T17:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:30:00Z,2014-06-05T17:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:40:00Z,2014-06-05T18:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T16:50:00Z,2014-06-05T18:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:00:00Z,2014-06-05T18:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:10:00Z,2014-06-05T18:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:20:00Z,2014-06-05T18:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:30:00Z,2014-06-05T18:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:40:00Z,2014-06-05T19:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T17:50:00Z,2014-06-05T19:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:00:00Z,2014-06-05T19:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:10:00Z,2014-06-05T19:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:20:00Z,2014-06-05T19:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:30:00Z,2014-06-05T19:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:40:00Z,2014-06-05T20:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T18:50:00Z,2014-06-05T20:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T19:00:00Z,2014-06-05T20:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T19:10:00Z,2014-06-05T20:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T19:20:00Z,2014-06-05T20:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T19:30:00Z,2014-06-05T20:52:43Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T19:40:00Z,2014-06-05T21:02:43Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T19:50:00Z,2014-06-05T21:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:00:00Z,2014-06-05T21:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:10:00Z,2014-06-05T21:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:20:00Z,2014-06-05T21:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:30:00Z,2014-06-05T21:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:40:00Z,2014-06-05T22:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T20:50:00Z,2014-06-05T22:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:00:00Z,2014-06-05T22:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:10:00Z,2014-06-05T22:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:20:00Z,2014-06-05T22:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:30:00Z,2014-06-05T22:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:40:00Z,2014-06-05T23:02:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T21:50:00Z,2014-06-05T23:12:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:00:00Z,2014-06-05T23:22:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:10:00Z,2014-06-05T23:32:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:20:00Z,2014-06-05T23:42:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:30:00Z,2014-06-05T23:52:43Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:40:00Z,2014-06-06T00:02:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T22:50:00Z,2014-06-06T00:12:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T23:00:00Z,2014-06-06T00:22:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T23:10:00Z,2014-06-06T00:32:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-05T23:20:00Z,2014-06-06T00:42:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T23:30:00Z,2014-06-06T00:52:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T23:40:00Z,2014-06-06T01:02:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-05T23:50:00Z,2014-06-06T01:12:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:00:00Z,2014-06-06T01:22:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:10:00Z,2014-06-06T01:32:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:20:00Z,2014-06-06T01:42:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:30:00Z,2014-06-06T01:52:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:40:00Z,2014-06-06T02:02:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T00:50:00Z,2014-06-06T02:12:33Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2014-06-06T01:00:00Z,2014-06-06T02:22:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T01:10:00Z,2014-06-06T02:32:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T01:20:00Z,2014-06-06T02:42:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T01:30:00Z,2014-06-06T02:52:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T01:40:00Z,2014-06-06T03:02:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T01:50:00Z,2014-06-06T03:12:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:00:00Z,2014-06-06T03:22:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:10:00Z,2014-06-06T03:32:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:20:00Z,2014-06-06T03:42:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:30:00Z,2014-06-06T03:52:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:40:00Z,2014-06-06T04:02:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T02:50:00Z,2014-06-06T04:12:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:00:00Z,2014-06-06T04:22:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:10:00Z,2014-06-06T04:32:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:20:00Z,2014-06-06T04:42:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:30:00Z,2014-06-06T04:52:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:40:00Z,2014-06-06T05:02:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T03:50:00Z,2014-06-06T05:12:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:00:00Z,2014-06-06T05:22:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:10:00Z,2014-06-06T05:32:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:20:00Z,2014-06-06T05:42:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:30:00Z,2014-06-06T05:52:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:40:00Z,2014-06-06T06:02:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T04:50:00Z,2014-06-06T06:12:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T05:00:00Z,2014-06-06T06:22:33Z,,,,,,,CALCULATED,CALCULATED
2014-06-06T05:10:00Z,2014-06-06T06:32:33Z,,,,,,,CALCULATED,CALCULATED
