TIMESTAMP,solar_TIMESTAMP,HUN_SIK_Qce_Js_1,HUN_SIK_Qce_Js_2,HUN_SIK_Qpe_Js_3,HUN_SIK_Qpe_Js_4
2014-05-21T23:00:00Z,2014-05-22T00:24:39Z,NA,NA,NA,NA
2014-05-21T23:10:00Z,2014-05-22T00:34:39Z,NA,NA,NA,NA
2014-05-21T23:20:00Z,2014-05-22T00:44:39Z,NA,NA,NA,NA
2014-05-21T23:30:00Z,2014-05-22T00:54:39Z,NA,NA,NA,NA
2014-05-21T23:40:00Z,2014-05-22T01:04:39Z,NA,NA,NA,NA
2014-05-21T23:50:00Z,2014-05-22T01:14:39Z,NA,NA,NA,NA
2014-05-22T00:00:00Z,2014-05-22T01:24:39Z,0.11781214,0.1003037,0.25710401,NA
2014-05-22T00:10:00Z,2014-05-22T01:34:39Z,NA,NA,NA,NA
2014-05-22T00:20:00Z,2014-05-22T01:44:39Z,NA,NA,NA,NA
2014-05-22T00:30:00Z,2014-05-22T01:54:39Z,NA,NA,NA,NA
2014-05-22T00:40:00Z,2014-05-22T02:04:39Z,NA,NA,NA,NA
2014-05-22T00:50:00Z,2014-05-22T02:14:39Z,NA,NA,NA,NA
2014-05-22T01:00:00Z,2014-05-22T02:24:39Z,0.07693806,0.09371925,0.46245765,NA
2014-05-22T01:10:00Z,2014-05-22T02:34:39Z,NA,NA,NA,NA
2014-05-22T01:20:00Z,2014-05-22T02:44:39Z,NA,NA,NA,NA
2014-05-22T01:30:00Z,2014-05-22T02:54:39Z,NA,NA,NA,NA
2014-05-22T01:40:00Z,2014-05-22T03:04:39Z,NA,NA,NA,NA
2014-05-22T01:50:00Z,2014-05-22T03:14:39Z,NA,NA,NA,NA
2014-05-22T02:00:00Z,2014-05-22T03:24:39Z,0.0252195,0.04708494,0.53961013,NA
2014-05-22T02:10:00Z,2014-05-22T03:34:39Z,NA,NA,NA,NA
2014-05-22T02:20:00Z,2014-05-22T03:44:39Z,NA,NA,NA,NA
2014-05-22T02:30:00Z,2014-05-22T03:54:39Z,NA,NA,NA,NA
2014-05-22T02:40:00Z,2014-05-22T04:04:39Z,NA,NA,NA,NA
2014-05-22T02:50:00Z,2014-05-22T04:14:39Z,NA,NA,NA,NA
2014-05-22T03:00:00Z,2014-05-22T04:24:39Z,0.011016229999999998,0.03347036,0.52923431,NA
2014-05-22T03:10:00Z,2014-05-22T04:34:39Z,NA,NA,NA,NA
2014-05-22T03:20:00Z,2014-05-22T04:44:39Z,NA,NA,NA,NA
2014-05-22T03:30:00Z,2014-05-22T04:54:39Z,NA,NA,NA,NA
2014-05-22T03:40:00Z,2014-05-22T05:04:39Z,NA,NA,NA,NA
2014-05-22T03:50:00Z,2014-05-22T05:14:39Z,NA,NA,NA,NA
2014-05-22T04:00:00Z,2014-05-22T05:24:39Z,0.00241264,0.05310352,0.63920423,NA
2014-05-22T04:10:00Z,2014-05-22T05:34:39Z,NA,NA,NA,NA
2014-05-22T04:20:00Z,2014-05-22T05:44:39Z,NA,NA,NA,NA
2014-05-22T04:30:00Z,2014-05-22T05:54:39Z,NA,NA,NA,NA
2014-05-22T04:40:00Z,2014-05-22T06:04:39Z,NA,NA,NA,NA
2014-05-22T04:50:00Z,2014-05-22T06:14:39Z,NA,NA,NA,NA
2014-05-22T05:00:00Z,2014-05-22T06:24:39Z,0.75505747,0.99095928,1.19951199,NA
2014-05-22T05:10:00Z,2014-05-22T06:34:39Z,NA,NA,NA,NA
2014-05-22T05:20:00Z,2014-05-22T06:44:39Z,NA,NA,NA,NA
2014-05-22T05:30:00Z,2014-05-22T06:54:39Z,NA,NA,NA,NA
2014-05-22T05:40:00Z,2014-05-22T07:04:39Z,NA,NA,NA,NA
2014-05-22T05:50:00Z,2014-05-22T07:14:39Z,NA,NA,NA,NA
2014-05-22T06:00:00Z,2014-05-22T07:24:39Z,2.7255758200000004,2.58544551,3.1246927400000004,NA
2014-05-22T06:10:00Z,2014-05-22T07:34:39Z,NA,NA,NA,NA
2014-05-22T06:20:00Z,2014-05-22T07:44:39Z,NA,NA,NA,NA
2014-05-22T06:30:00Z,2014-05-22T07:54:39Z,NA,NA,NA,NA
2014-05-22T06:40:00Z,2014-05-22T08:04:39Z,NA,NA,NA,NA
2014-05-22T06:50:00Z,2014-05-22T08:14:39Z,NA,NA,NA,NA
2014-05-22T07:00:00Z,2014-05-22T08:24:39Z,3.9215037200000005,3.04355493,4.2328734699999995,NA
2014-05-22T07:10:00Z,2014-05-22T08:34:39Z,NA,NA,NA,NA
2014-05-22T07:20:00Z,2014-05-22T08:44:39Z,NA,NA,NA,NA
2014-05-22T07:30:00Z,2014-05-22T08:54:39Z,NA,NA,NA,NA
2014-05-22T07:40:00Z,2014-05-22T09:04:39Z,NA,NA,NA,NA
2014-05-22T07:50:00Z,2014-05-22T09:14:39Z,NA,NA,NA,NA
2014-05-22T08:00:00Z,2014-05-22T09:24:39Z,4.28374657,3.13349289,4.45665405,NA
2014-05-22T08:10:00Z,2014-05-22T09:34:39Z,NA,NA,NA,NA
2014-05-22T08:20:00Z,2014-05-22T09:44:39Z,NA,NA,NA,NA
2014-05-22T08:30:00Z,2014-05-22T09:54:39Z,NA,NA,NA,NA
2014-05-22T08:40:00Z,2014-05-22T10:04:39Z,NA,NA,NA,NA
2014-05-22T08:50:00Z,2014-05-22T10:14:39Z,NA,NA,NA,NA
2014-05-22T09:00:00Z,2014-05-22T10:24:39Z,4.20697269,3.07474496,4.00852714,NA
2014-05-22T09:10:00Z,2014-05-22T10:34:39Z,NA,NA,NA,NA
2014-05-22T09:20:00Z,2014-05-22T10:44:39Z,NA,NA,NA,NA
2014-05-22T09:30:00Z,2014-05-22T10:54:39Z,NA,NA,NA,NA
2014-05-22T09:40:00Z,2014-05-22T11:04:39Z,NA,NA,NA,NA
2014-05-22T09:50:00Z,2014-05-22T11:14:39Z,NA,NA,NA,NA
2014-05-22T10:00:00Z,2014-05-22T11:24:39Z,3.92933966,3.00247945,4.28903974,NA
2014-05-22T10:10:00Z,2014-05-22T11:34:39Z,NA,NA,NA,NA
2014-05-22T10:20:00Z,2014-05-22T11:44:39Z,NA,NA,NA,NA
2014-05-22T10:30:00Z,2014-05-22T11:54:39Z,NA,NA,NA,NA
2014-05-22T10:40:00Z,2014-05-22T12:04:39Z,NA,NA,NA,NA
2014-05-22T10:50:00Z,2014-05-22T12:14:39Z,NA,NA,NA,NA
2014-05-22T11:00:00Z,2014-05-22T12:24:39Z,3.67990817,2.5708669200000003,3.82424914,NA
2014-05-22T11:10:00Z,2014-05-22T12:34:39Z,NA,NA,NA,NA
2014-05-22T11:20:00Z,2014-05-22T12:44:39Z,NA,NA,NA,NA
2014-05-22T11:30:00Z,2014-05-22T12:54:39Z,NA,NA,NA,NA
2014-05-22T11:40:00Z,2014-05-22T13:04:39Z,NA,NA,NA,NA
2014-05-22T11:50:00Z,2014-05-22T13:14:39Z,NA,NA,NA,NA
2014-05-22T12:00:00Z,2014-05-22T13:24:39Z,3.57688999,2.79280188,3.67019751,NA
2014-05-22T12:10:00Z,2014-05-22T13:34:39Z,NA,NA,NA,NA
2014-05-22T12:20:00Z,2014-05-22T13:44:39Z,NA,NA,NA,NA
2014-05-22T12:30:00Z,2014-05-22T13:54:39Z,NA,NA,NA,NA
2014-05-22T12:40:00Z,2014-05-22T14:04:39Z,NA,NA,NA,NA
2014-05-22T12:50:00Z,2014-05-22T14:14:39Z,NA,NA,NA,NA
2014-05-22T13:00:00Z,2014-05-22T14:24:39Z,3.46317398,2.60353169,3.3672904900000002,NA
2014-05-22T13:10:00Z,2014-05-22T14:34:39Z,NA,NA,NA,NA
2014-05-22T13:20:00Z,2014-05-22T14:44:39Z,NA,NA,NA,NA
2014-05-22T13:30:00Z,2014-05-22T14:54:39Z,NA,NA,NA,NA
2014-05-22T13:40:00Z,2014-05-22T15:04:39Z,NA,NA,NA,NA
2014-05-22T13:50:00Z,2014-05-22T15:14:39Z,NA,NA,NA,NA
2014-05-22T14:00:00Z,2014-05-22T15:24:39Z,3.42217268,2.7132485299999995,3.12199357,NA
2014-05-22T14:10:00Z,2014-05-22T15:34:39Z,NA,NA,NA,NA
2014-05-22T14:20:00Z,2014-05-22T15:44:39Z,NA,NA,NA,NA
2014-05-22T14:30:00Z,2014-05-22T15:54:39Z,NA,NA,NA,NA
2014-05-22T14:40:00Z,2014-05-22T16:04:39Z,NA,NA,NA,NA
2014-05-22T14:50:00Z,2014-05-22T16:14:39Z,NA,NA,NA,NA
2014-05-22T15:00:00Z,2014-05-22T16:24:39Z,2.92314436,2.51171659,2.7910293600000005,NA
2014-05-22T15:10:00Z,2014-05-22T16:34:39Z,NA,NA,NA,NA
2014-05-22T15:20:00Z,2014-05-22T16:44:39Z,NA,NA,NA,NA
2014-05-22T15:30:00Z,2014-05-22T16:54:39Z,NA,NA,NA,NA
2014-05-22T15:40:00Z,2014-05-22T17:04:39Z,NA,NA,NA,NA
2014-05-22T15:50:00Z,2014-05-22T17:14:39Z,NA,NA,NA,NA
2014-05-22T16:00:00Z,2014-05-22T17:24:39Z,2.6418535999999997,2.2414057400000003,2.4590469500000003,NA
2014-05-22T16:10:00Z,2014-05-22T17:34:39Z,NA,NA,NA,NA
2014-05-22T16:20:00Z,2014-05-22T17:44:39Z,NA,NA,NA,NA
2014-05-22T16:30:00Z,2014-05-22T17:54:39Z,NA,NA,NA,NA
2014-05-22T16:40:00Z,2014-05-22T18:04:39Z,NA,NA,NA,NA
2014-05-22T16:50:00Z,2014-05-22T18:14:39Z,NA,NA,NA,NA
2014-05-22T17:00:00Z,2014-05-22T18:24:39Z,2.35067199,1.9276245,2.2511039299999998,NA
2014-05-22T17:10:00Z,2014-05-22T18:34:39Z,NA,NA,NA,NA
2014-05-22T17:20:00Z,2014-05-22T18:44:39Z,NA,NA,NA,NA
2014-05-22T17:30:00Z,2014-05-22T18:54:39Z,NA,NA,NA,NA
2014-05-22T17:40:00Z,2014-05-22T19:04:39Z,NA,NA,NA,NA
2014-05-22T17:50:00Z,2014-05-22T19:14:39Z,NA,NA,NA,NA
2014-05-22T18:00:00Z,2014-05-22T19:24:39Z,2.14466499,1.62370131,1.94426243,NA
2014-05-22T18:10:00Z,2014-05-22T19:34:39Z,NA,NA,NA,NA
2014-05-22T18:20:00Z,2014-05-22T19:44:39Z,NA,NA,NA,NA
2014-05-22T18:30:00Z,2014-05-22T19:54:39Z,NA,NA,NA,NA
2014-05-22T18:40:00Z,2014-05-22T20:04:39Z,NA,NA,NA,NA
2014-05-22T18:50:00Z,2014-05-22T20:14:39Z,NA,NA,NA,NA
2014-05-22T19:00:00Z,2014-05-22T20:24:39Z,1.32938829,0.97424477,1.10935315,NA
2014-05-22T19:10:00Z,2014-05-22T20:34:39Z,NA,NA,NA,NA
2014-05-22T19:20:00Z,2014-05-22T20:44:39Z,NA,NA,NA,NA
2014-05-22T19:30:00Z,2014-05-22T20:54:39Z,NA,NA,NA,NA
2014-05-22T19:40:00Z,2014-05-22T21:04:39Z,NA,NA,NA,NA
2014-05-22T19:50:00Z,2014-05-22T21:14:39Z,NA,NA,NA,NA
2014-05-22T20:00:00Z,2014-05-22T21:24:39Z,0.47378385,0.30018149,0.3976739,NA
2014-05-22T20:10:00Z,2014-05-22T21:34:39Z,NA,NA,NA,NA
2014-05-22T20:20:00Z,2014-05-22T21:44:39Z,NA,NA,NA,NA
2014-05-22T20:30:00Z,2014-05-22T21:54:39Z,NA,NA,NA,NA
2014-05-22T20:40:00Z,2014-05-22T22:04:39Z,NA,NA,NA,NA
2014-05-22T20:50:00Z,2014-05-22T22:14:39Z,NA,NA,NA,NA
2014-05-22T21:00:00Z,2014-05-22T22:24:39Z,0.19053198999999998,0.06480185000000001,0.041758840000000005,NA
2014-05-22T21:10:00Z,2014-05-22T22:34:39Z,NA,NA,NA,NA
2014-05-22T21:20:00Z,2014-05-22T22:44:39Z,NA,NA,NA,NA
2014-05-22T21:30:00Z,2014-05-22T22:54:39Z,NA,NA,NA,NA
2014-05-22T21:40:00Z,2014-05-22T23:04:39Z,NA,NA,NA,NA
2014-05-22T21:50:00Z,2014-05-22T23:14:39Z,NA,NA,NA,NA
2014-05-22T22:00:00Z,2014-05-22T23:24:39Z,0.10910557,0.004621490000000001,0.10986008,NA
2014-05-22T22:10:00Z,2014-05-22T23:34:39Z,NA,NA,NA,NA
2014-05-22T22:20:00Z,2014-05-22T23:44:39Z,NA,NA,NA,NA
2014-05-22T22:30:00Z,2014-05-22T23:54:39Z,NA,NA,NA,NA
2014-05-22T22:40:00Z,2014-05-23T00:04:33Z,NA,NA,NA,NA
2014-05-22T22:50:00Z,2014-05-23T00:14:33Z,NA,NA,NA,NA
2014-05-22T23:00:00Z,2014-05-23T00:24:33Z,0.09488724000000001,0.01360748,0.93144022,NA
2014-05-22T23:10:00Z,2014-05-23T00:34:33Z,NA,NA,NA,NA
2014-05-22T23:20:00Z,2014-05-23T00:44:33Z,NA,NA,NA,NA
2014-05-22T23:30:00Z,2014-05-23T00:54:33Z,NA,NA,NA,NA
2014-05-22T23:40:00Z,2014-05-23T01:04:33Z,NA,NA,NA,NA
2014-05-22T23:50:00Z,2014-05-23T01:14:33Z,NA,NA,NA,NA
2014-05-23T00:00:00Z,2014-05-23T01:24:33Z,0.12400206,0.03025705,1.70614817,NA
2014-05-23T00:10:00Z,2014-05-23T01:34:33Z,NA,NA,NA,NA
2014-05-23T00:20:00Z,2014-05-23T01:44:33Z,NA,NA,NA,NA
2014-05-23T00:30:00Z,2014-05-23T01:54:33Z,NA,NA,NA,NA
2014-05-23T00:40:00Z,2014-05-23T02:04:33Z,NA,NA,NA,NA
2014-05-23T00:50:00Z,2014-05-23T02:14:33Z,NA,NA,NA,NA
2014-05-23T01:00:00Z,2014-05-23T02:24:33Z,0.06425686,0.00556994,1.73818987,NA
2014-05-23T01:10:00Z,2014-05-23T02:34:33Z,NA,NA,NA,NA
2014-05-23T01:20:00Z,2014-05-23T02:44:33Z,NA,NA,NA,NA
2014-05-23T01:30:00Z,2014-05-23T02:54:33Z,NA,NA,NA,NA
2014-05-23T01:40:00Z,2014-05-23T03:04:33Z,NA,NA,NA,NA
2014-05-23T01:50:00Z,2014-05-23T03:14:33Z,NA,NA,NA,NA
2014-05-23T02:00:00Z,2014-05-23T03:24:33Z,0.03184129,0.00195342,1.347401,NA
2014-05-23T02:10:00Z,2014-05-23T03:34:33Z,NA,NA,NA,NA
2014-05-23T02:20:00Z,2014-05-23T03:44:33Z,NA,NA,NA,NA
2014-05-23T02:30:00Z,2014-05-23T03:54:33Z,NA,NA,NA,NA
2014-05-23T02:40:00Z,2014-05-23T04:04:33Z,NA,NA,NA,NA
2014-05-23T02:50:00Z,2014-05-23T04:14:33Z,NA,NA,NA,NA
2014-05-23T03:00:00Z,2014-05-23T04:24:33Z,0.023287,0.0525033,1.57960746,NA
2014-05-23T03:10:00Z,2014-05-23T04:34:33Z,NA,NA,NA,NA
2014-05-23T03:20:00Z,2014-05-23T04:44:33Z,NA,NA,NA,NA
2014-05-23T03:30:00Z,2014-05-23T04:54:33Z,NA,NA,NA,NA
2014-05-23T03:40:00Z,2014-05-23T05:04:33Z,NA,NA,NA,NA
2014-05-23T03:50:00Z,2014-05-23T05:14:33Z,NA,NA,NA,NA
2014-05-23T04:00:00Z,2014-05-23T05:24:33Z,0.00499988,0.12185138999999999,1.69244485,NA
2014-05-23T04:10:00Z,2014-05-23T05:34:33Z,NA,NA,NA,NA
2014-05-23T04:20:00Z,2014-05-23T05:44:33Z,NA,NA,NA,NA
2014-05-23T04:30:00Z,2014-05-23T05:54:33Z,NA,NA,NA,NA
2014-05-23T04:40:00Z,2014-05-23T06:04:33Z,NA,NA,NA,NA
2014-05-23T04:50:00Z,2014-05-23T06:14:33Z,NA,NA,NA,NA
2014-05-23T05:00:00Z,2014-05-23T06:24:33Z,0.52609821,0.8622020399999999,1.7588601000000001,NA
2014-05-23T05:10:00Z,2014-05-23T06:34:33Z,NA,NA,NA,NA
2014-05-23T05:20:00Z,2014-05-23T06:44:33Z,NA,NA,NA,NA
2014-05-23T05:30:00Z,2014-05-23T06:54:33Z,NA,NA,NA,NA
2014-05-23T05:40:00Z,2014-05-23T07:04:33Z,NA,NA,NA,NA
2014-05-23T05:50:00Z,2014-05-23T07:14:33Z,NA,NA,NA,NA
2014-05-23T06:00:00Z,2014-05-23T07:24:33Z,2.4390967999999997,2.20137544,1.65156854,NA
2014-05-23T06:10:00Z,2014-05-23T07:34:33Z,NA,NA,NA,NA
2014-05-23T06:20:00Z,2014-05-23T07:44:33Z,NA,NA,NA,NA
2014-05-23T06:30:00Z,2014-05-23T07:54:33Z,NA,NA,NA,NA
2014-05-23T06:40:00Z,2014-05-23T08:04:33Z,NA,NA,NA,NA
2014-05-23T06:50:00Z,2014-05-23T08:14:33Z,NA,NA,NA,NA
2014-05-23T07:00:00Z,2014-05-23T08:24:33Z,3.81782042,2.84953778,2.08718137,NA
2014-05-23T07:10:00Z,2014-05-23T08:34:33Z,NA,NA,NA,NA
2014-05-23T07:20:00Z,2014-05-23T08:44:33Z,NA,NA,NA,NA
2014-05-23T07:30:00Z,2014-05-23T08:54:33Z,NA,NA,NA,NA
2014-05-23T07:40:00Z,2014-05-23T09:04:33Z,NA,NA,NA,NA
2014-05-23T07:50:00Z,2014-05-23T09:14:33Z,NA,NA,NA,NA
2014-05-23T08:00:00Z,2014-05-23T09:24:33Z,4.58729735,3.16934265,2.87522066,NA
2014-05-23T08:10:00Z,2014-05-23T09:34:33Z,NA,NA,NA,NA
2014-05-23T08:20:00Z,2014-05-23T09:44:33Z,NA,NA,NA,NA
2014-05-23T08:30:00Z,2014-05-23T09:54:33Z,NA,NA,NA,NA
2014-05-23T08:40:00Z,2014-05-23T10:04:33Z,NA,NA,NA,NA
2014-05-23T08:50:00Z,2014-05-23T10:14:33Z,NA,NA,NA,NA
2014-05-23T09:00:00Z,2014-05-23T10:24:33Z,4.88065233,3.33152501,3.27889415,NA
2014-05-23T09:10:00Z,2014-05-23T10:34:33Z,NA,NA,NA,NA
2014-05-23T09:20:00Z,2014-05-23T10:44:33Z,NA,NA,NA,NA
2014-05-23T09:30:00Z,2014-05-23T10:54:33Z,NA,NA,NA,NA
2014-05-23T09:40:00Z,2014-05-23T11:04:33Z,NA,NA,NA,NA
2014-05-23T09:50:00Z,2014-05-23T11:14:33Z,NA,NA,NA,NA
2014-05-23T10:00:00Z,2014-05-23T11:24:33Z,4.63800043,3.29357322,3.90914001,NA
2014-05-23T10:10:00Z,2014-05-23T11:34:33Z,NA,NA,NA,NA
2014-05-23T10:20:00Z,2014-05-23T11:44:33Z,NA,NA,NA,NA
2014-05-23T10:30:00Z,2014-05-23T11:54:33Z,NA,NA,NA,NA
2014-05-23T10:40:00Z,2014-05-23T12:04:33Z,NA,NA,NA,NA
2014-05-23T10:50:00Z,2014-05-23T12:14:33Z,NA,NA,NA,NA
2014-05-23T11:00:00Z,2014-05-23T12:24:33Z,4.26121164,3.0012818,4.13292843,NA
2014-05-23T11:10:00Z,2014-05-23T12:34:33Z,NA,NA,NA,NA
2014-05-23T11:20:00Z,2014-05-23T12:44:33Z,NA,NA,NA,NA
2014-05-23T11:30:00Z,2014-05-23T12:54:33Z,NA,NA,NA,NA
2014-05-23T11:40:00Z,2014-05-23T13:04:33Z,NA,NA,NA,NA
2014-05-23T11:50:00Z,2014-05-23T13:14:33Z,NA,NA,NA,NA
2014-05-23T12:00:00Z,2014-05-23T13:24:33Z,4.10628188,3.0988270699999996,3.79392085,NA
2014-05-23T12:10:00Z,2014-05-23T13:34:33Z,NA,NA,NA,NA
2014-05-23T12:20:00Z,2014-05-23T13:44:33Z,NA,NA,NA,NA
2014-05-23T12:30:00Z,2014-05-23T13:54:33Z,NA,NA,NA,NA
2014-05-23T12:40:00Z,2014-05-23T14:04:33Z,NA,NA,NA,NA
2014-05-23T12:50:00Z,2014-05-23T14:14:33Z,NA,NA,NA,NA
2014-05-23T13:00:00Z,2014-05-23T14:24:33Z,3.9853299599999996,2.81683293,3.6095428800000002,NA
2014-05-23T13:10:00Z,2014-05-23T14:34:33Z,NA,NA,NA,NA
2014-05-23T13:20:00Z,2014-05-23T14:44:33Z,NA,NA,NA,NA
2014-05-23T13:30:00Z,2014-05-23T14:54:33Z,NA,NA,NA,NA
2014-05-23T13:40:00Z,2014-05-23T15:04:33Z,NA,NA,NA,NA
2014-05-23T13:50:00Z,2014-05-23T15:14:33Z,NA,NA,NA,NA
2014-05-23T14:00:00Z,2014-05-23T15:24:33Z,3.91140458,2.89485422,3.4116082399999996,NA
2014-05-23T14:10:00Z,2014-05-23T15:34:33Z,NA,NA,NA,NA
2014-05-23T14:20:00Z,2014-05-23T15:44:33Z,NA,NA,NA,NA
2014-05-23T14:30:00Z,2014-05-23T15:54:33Z,NA,NA,NA,NA
2014-05-23T14:40:00Z,2014-05-23T16:04:33Z,NA,NA,NA,NA
2014-05-23T14:50:00Z,2014-05-23T16:14:33Z,NA,NA,NA,NA
2014-05-23T15:00:00Z,2014-05-23T16:24:33Z,3.74567068,2.88505673,3.31210416,NA
2014-05-23T15:10:00Z,2014-05-23T16:34:33Z,NA,NA,NA,NA
2014-05-23T15:20:00Z,2014-05-23T16:44:33Z,NA,NA,NA,NA
2014-05-23T15:30:00Z,2014-05-23T16:54:33Z,NA,NA,NA,NA
2014-05-23T15:40:00Z,2014-05-23T17:04:33Z,NA,NA,NA,NA
2014-05-23T15:50:00Z,2014-05-23T17:14:33Z,NA,NA,NA,NA
2014-05-23T16:00:00Z,2014-05-23T17:24:33Z,3.33575976,2.6401658099999996,3.07246146,NA
2014-05-23T16:10:00Z,2014-05-23T17:34:33Z,NA,NA,NA,NA
2014-05-23T16:20:00Z,2014-05-23T17:44:33Z,NA,NA,NA,NA
2014-05-23T16:30:00Z,2014-05-23T17:54:33Z,NA,NA,NA,NA
2014-05-23T16:40:00Z,2014-05-23T18:04:33Z,NA,NA,NA,NA
2014-05-23T16:50:00Z,2014-05-23T18:14:33Z,NA,NA,NA,NA
2014-05-23T17:00:00Z,2014-05-23T18:24:33Z,2.98282202,2.22619858,2.81806151,NA
2014-05-23T17:10:00Z,2014-05-23T18:34:33Z,NA,NA,NA,NA
2014-05-23T17:20:00Z,2014-05-23T18:44:33Z,NA,NA,NA,NA
2014-05-23T17:30:00Z,2014-05-23T18:54:33Z,NA,NA,NA,NA
2014-05-23T17:40:00Z,2014-05-23T19:04:33Z,NA,NA,NA,NA
2014-05-23T17:50:00Z,2014-05-23T19:14:33Z,NA,NA,NA,NA
2014-05-23T18:00:00Z,2014-05-23T19:24:33Z,2.64261272,1.86791905,2.5603717599999998,NA
2014-05-23T18:10:00Z,2014-05-23T19:34:33Z,NA,NA,NA,NA
2014-05-23T18:20:00Z,2014-05-23T19:44:33Z,NA,NA,NA,NA
2014-05-23T18:30:00Z,2014-05-23T19:54:33Z,NA,NA,NA,NA
2014-05-23T18:40:00Z,2014-05-23T20:04:33Z,NA,NA,NA,NA
2014-05-23T18:50:00Z,2014-05-23T20:14:33Z,NA,NA,NA,NA
2014-05-23T19:00:00Z,2014-05-23T20:24:33Z,1.66259903,1.11768752,2.15710618,NA
2014-05-23T19:10:00Z,2014-05-23T20:34:33Z,NA,NA,NA,NA
2014-05-23T19:20:00Z,2014-05-23T20:44:33Z,NA,NA,NA,NA
2014-05-23T19:30:00Z,2014-05-23T20:54:33Z,NA,NA,NA,NA
2014-05-23T19:40:00Z,2014-05-23T21:04:33Z,NA,NA,NA,NA
2014-05-23T19:50:00Z,2014-05-23T21:14:33Z,NA,NA,NA,NA
2014-05-23T20:00:00Z,2014-05-23T21:24:33Z,0.6142614200000001,0.38953065000000003,0.46888268,NA
2014-05-23T20:10:00Z,2014-05-23T21:34:33Z,NA,NA,NA,NA
2014-05-23T20:20:00Z,2014-05-23T21:44:33Z,NA,NA,NA,NA
2014-05-23T20:30:00Z,2014-05-23T21:54:33Z,NA,NA,NA,NA
2014-05-23T20:40:00Z,2014-05-23T22:04:33Z,NA,NA,NA,NA
2014-05-23T20:50:00Z,2014-05-23T22:14:33Z,NA,NA,NA,NA
2014-05-23T21:00:00Z,2014-05-23T22:24:33Z,0.3092714,0.13421427,0.21995232,NA
2014-05-23T21:10:00Z,2014-05-23T22:34:33Z,NA,NA,NA,NA
2014-05-23T21:20:00Z,2014-05-23T22:44:33Z,NA,NA,NA,NA
2014-05-23T21:30:00Z,2014-05-23T22:54:33Z,NA,NA,NA,NA
2014-05-23T21:40:00Z,2014-05-23T23:04:33Z,NA,NA,NA,NA
2014-05-23T21:50:00Z,2014-05-23T23:14:33Z,NA,NA,NA,NA
2014-05-23T22:00:00Z,2014-05-23T23:24:33Z,0.23627972,0.09834228,0.07875024,NA
2014-05-23T22:10:00Z,2014-05-23T23:34:33Z,NA,NA,NA,NA
2014-05-23T22:20:00Z,2014-05-23T23:44:33Z,NA,NA,NA,NA
2014-05-23T22:30:00Z,2014-05-23T23:54:33Z,NA,NA,NA,NA
2014-05-23T22:40:00Z,2014-05-24T00:04:27Z,NA,NA,NA,NA
2014-05-23T22:50:00Z,2014-05-24T00:14:27Z,NA,NA,NA,NA
2014-05-23T23:00:00Z,2014-05-24T00:24:27Z,0.29771989,0.12730682,0.14959309,NA
2014-05-23T23:10:00Z,2014-05-24T00:34:27Z,NA,NA,NA,NA
2014-05-23T23:20:00Z,2014-05-24T00:44:27Z,NA,NA,NA,NA
2014-05-23T23:30:00Z,2014-05-24T00:54:27Z,NA,NA,NA,NA
2014-05-23T23:40:00Z,2014-05-24T01:04:27Z,NA,NA,NA,NA
2014-05-23T23:50:00Z,2014-05-24T01:14:27Z,NA,NA,NA,NA
2014-05-24T00:00:00Z,2014-05-24T01:24:27Z,0.69949845,0.12635133999999998,0.62464684,NA
2014-05-24T00:10:00Z,2014-05-24T01:34:27Z,NA,NA,NA,NA
2014-05-24T00:20:00Z,2014-05-24T01:44:27Z,NA,NA,NA,NA
2014-05-24T00:30:00Z,2014-05-24T01:54:27Z,NA,NA,NA,NA
2014-05-24T00:40:00Z,2014-05-24T02:04:27Z,NA,NA,NA,NA
2014-05-24T00:50:00Z,2014-05-24T02:14:27Z,NA,NA,NA,NA
2014-05-24T01:00:00Z,2014-05-24T02:24:27Z,0.7022301,0.14392129,0.54547132,NA
2014-05-24T01:10:00Z,2014-05-24T02:34:27Z,NA,NA,NA,NA
2014-05-24T01:20:00Z,2014-05-24T02:44:27Z,NA,NA,NA,NA
2014-05-24T01:30:00Z,2014-05-24T02:54:27Z,NA,NA,NA,NA
2014-05-24T01:40:00Z,2014-05-24T03:04:27Z,NA,NA,NA,NA
2014-05-24T01:50:00Z,2014-05-24T03:14:27Z,NA,NA,NA,NA
2014-05-24T02:00:00Z,2014-05-24T03:24:27Z,0.6651939900000001,0.15554077,0.49928877000000005,NA
2014-05-24T02:10:00Z,2014-05-24T03:34:27Z,NA,NA,NA,NA
2014-05-24T02:20:00Z,2014-05-24T03:44:27Z,NA,NA,NA,NA
2014-05-24T02:30:00Z,2014-05-24T03:54:27Z,NA,NA,NA,NA
2014-05-24T02:40:00Z,2014-05-24T04:04:27Z,NA,NA,NA,NA
2014-05-24T02:50:00Z,2014-05-24T04:14:27Z,NA,NA,NA,NA
2014-05-24T03:00:00Z,2014-05-24T04:24:27Z,0.6215250600000001,0.16228367999999999,0.42564843999999996,NA
2014-05-24T03:10:00Z,2014-05-24T04:34:27Z,NA,NA,NA,NA
2014-05-24T03:20:00Z,2014-05-24T04:44:27Z,NA,NA,NA,NA
2014-05-24T03:30:00Z,2014-05-24T04:54:27Z,NA,NA,NA,NA
2014-05-24T03:40:00Z,2014-05-24T05:04:27Z,NA,NA,NA,NA
