TIMESTAMP,solar_TIMESTAMP,ta,rh,ppfd_in,sw_in,vpd,ext_rad
2013-01-02T12:30:00Z,2013-01-02T14:02:11Z,-0.57433,96.971,58.41,27.627929999999996,0.01773968537740605,50.45979899410078
2013-01-02T13:30:00Z,2013-01-02T15:02:11Z,-0.645,98.796,40.7297,19.2651481,0.007014920658625355,0
2013-01-02T14:30:00Z,2013-01-02T16:02:11Z,-0.81617,99.681,38.233667,18.084524490999996,0.0018353998824831006,0
2013-01-02T15:30:00Z,2013-01-02T17:02:11Z,-0.94717,99.737,38.268333,18.100921509,0.0014986995068034224,0
2013-01-02T16:30:00Z,2013-01-02T18:02:11Z,-0.97317,99.602,38.164333,18.051729508999998,0.0022636614383772374,0
2013-01-02T17:30:00Z,2013-01-02T19:02:11Z,-0.92,99.322,38.37233,18.150112089999997,0.0038712934784134964,0
2013-01-02T18:30:00Z,2013-01-02T20:02:11Z,-0.95917,99.037,38.233667,18.084524490999996,0.00548279309850324,0
2013-01-02T19:30:00Z,2013-01-02T21:02:11Z,-0.99717,99.156,38.233667,18.084524490999996,0.004791860270708083,0
2013-01-02T20:30:00Z,2013-01-02T22:02:11Z,-1.0435,NA,37.887,17.920551,NA,0
2013-01-02T21:30:00Z,2013-01-02T23:02:11Z,-1.03,NA,38.095,18.018935,NA,0
2013-01-02T23:30:00Z,2013-01-03T01:01:46Z,-1.0253,NA,38.39767,18.162097909999996,NA,0
2013-01-03T00:30:00Z,2013-01-03T02:01:46Z,-1.0095,NA,38.363,18.145699,NA,0
2013-01-03T01:30:00Z,2013-01-03T03:01:46Z,-0.91667,NA,38.259,18.096507,NA,0
2013-01-03T02:30:00Z,2013-01-03T04:01:46Z,-0.97567,NA,38.39767,18.162097909999996,NA,0
2013-01-03T03:30:00Z,2013-01-03T05:01:46Z,-1.3082,99.499,38.43233,18.17849209,0.002780026890502744,0
2013-01-03T04:30:00Z,2013-01-03T06:01:46Z,-1.393,99.264,38.467,18.194891,0.004058556183713428,0
2013-01-03T05:30:00Z,2013-01-03T07:01:46Z,-1.4442,99.083,38.12033,18.03091609,0.005037573044367042,0
2013-01-03T06:30:00Z,2013-01-03T08:01:46Z,-1.4923,98.808,38.363,18.145699,0.00652507175819632,0
2013-01-03T07:30:00Z,2013-01-03T09:01:46Z,-1.5657,95.267,42.5923,20.1461579,0.025768535489446825,0
2013-01-03T08:30:00Z,2013-01-03T10:01:46Z,-1.7142,95.697,61.659,29.164706999999996,0.023171484495158535,46.347003950525796
2013-01-03T09:30:00Z,2013-01-03T11:01:46Z,-1.7963,94.758,86.238,40.790574,0.028056879139681475,109.63164412861472
2013-01-03T10:30:00Z,2013-01-03T12:01:46Z,-2.2005,88.826,85.51,40.44623,0.05803974851334265,132.55861569086466
2013-01-03T11:30:00Z,2013-01-03T13:01:46Z,-2.26,89.856,76.566,36.215718,0.05245716947973389,113.56644777837444
2013-01-03T12:30:00Z,2013-01-03T14:01:46Z,-2.2115,91.158,60.134,28.443382,0.04588938655004449,53.94858472105164
2013-01-03T13:30:00Z,2013-01-03T15:01:46Z,-2.2032,93.455,41.2057,19.4902961,0.033989074934380754,0
2013-01-03T14:30:00Z,2013-01-03T16:01:46Z,-2.214,95.811,38.259,18.096507,0.021736588792507457,0
2013-01-03T15:30:00Z,2013-01-03T17:01:46Z,-2.232,95.817,38.39767,18.162097909999996,0.021676427817873205,0
2013-01-03T16:30:00Z,2013-01-03T18:01:46Z,-2.2538,98.281,37.98167,17.96532991,0.008893479980394933,0
2013-01-03T17:30:00Z,2013-01-03T19:01:46Z,-2.1945,95.443,38.155,18.047315,0.02368042909110039,0
2013-01-03T18:30:00Z,2013-01-03T20:01:46Z,-2.344,98.705,38.12033,18.03091609,0.006655050563176988,0
2013-01-03T19:30:00Z,2013-01-03T21:01:46Z,-2.3028,99.221,38.08567,18.01452191,0.004015600108377804,0
2013-01-03T20:30:00Z,2013-01-03T22:01:46Z,-2.2372,98.838,38.12033,18.03091609,0.006019190163687903,0
2013-01-03T21:30:00Z,2013-01-03T23:01:46Z,-2.406,NA,38.224333,18.080109509,NA,0
2013-01-03T23:30:00Z,2013-01-04T01:01:21Z,-2.382,97.62,37.877,17.915821,0.01219635706201143,0
2013-01-04T00:30:00Z,2013-01-04T02:01:21Z,-2.223,97.918,38.223667,18.079794490999998,0.010796206325050534,0
2013-01-04T01:30:00Z,2013-01-04T03:01:21Z,-2.2038,99.305,38.085,18.014205,0.0036090685333041365,0
2013-01-04T02:30:00Z,2013-01-04T04:01:21Z,-2.1608,99.036,38.15433,18.04699809,0.005021983083402829,0
2013-01-04T03:30:00Z,2013-01-04T05:01:21Z,-2.0785,99.108,38.05033,17.99780609,0.004675391503003964,0
2013-01-04T04:30:00Z,2013-01-04T06:01:21Z,-1.9355,99.77,38.15433,18.04699809,0.0012183989875472084,0
2013-01-04T05:30:00Z,2013-01-04T07:01:21Z,-1.7193,99.765,38.189,18.063397,0.0012649880504442066,0
2013-01-04T06:30:00Z,2013-01-04T08:01:21Z,-1.5785,NA,38.293,18.112589,NA,0
2013-01-04T07:30:00Z,2013-01-04T09:01:21Z,-1.468,NA,41.5863,19.6703199,NA,0
2013-01-04T08:30:00Z,2013-01-04T10:01:21Z,-1.27,NA,54.274,25.671602,NA,47.65598551479544
2013-01-04T09:30:00Z,2013-01-04T11:01:21Z,-0.931,NA,83.29,39.39617,NA,111.55041099254854
2013-01-04T10:30:00Z,2013-01-04T12:01:21Z,-0.63483,NA,93.864,44.397672,NA,135.09944675604314
2013-01-04T11:30:00Z,2013-01-04T13:01:21Z,-0.43583,NA,86.896,41.101808,NA,116.69923942586189
2013-01-04T12:30:00Z,2013-01-04T14:01:21Z,-0.365,NA,55.973,26.475229,NA,57.602927647784526
2013-01-04T13:30:00Z,2013-01-04T15:01:21Z,-0.49583,NA,41.205,19.489964999999998,NA,0
2013-01-04T14:30:00Z,2013-01-04T16:01:21Z,-0.6915,NA,38.327667,18.128986491,NA,0
2013-01-04T15:30:00Z,2013-01-04T17:01:21Z,-1.0627,98.84,38.189,18.063397,0.006554287228128909,0
2013-01-04T16:30:00Z,2013-01-04T18:01:21Z,-1.6872,97.215,38.327667,18.128986491,0.015027113563182504,0
2013-01-04T17:30:00Z,2013-01-04T19:01:21Z,-2.2563,95.53,38.223667,18.079794490999998,0.023121853037848694,0
2013-01-04T18:30:00Z,2013-01-04T20:01:21Z,-2.5933,94.653,38.293,18.112589,0.02697275792973533,0
2013-01-04T19:30:00Z,2013-01-04T21:01:21Z,-2.8678,93.775,38.327667,18.128986491,0.030764695066966365,0
2013-01-04T20:30:00Z,2013-01-04T22:01:21Z,-3.3757,92.592,38.2583333,18.096191650899996,0.03524418141802131,0
2013-01-04T21:30:00Z,2013-01-04T23:01:21Z,-3.5515,92.848,38.15433,18.04699809,0.03357968052810668,0
2013-01-04T23:30:00Z,2013-01-05T01:00:57Z,-3.8908,96.21,38.269,18.101236999999998,0.01734563155160474,0
2013-01-05T00:30:00Z,2013-01-05T02:00:57Z,-4.2248,95.304,38.061,18.002852999999998,0.020956667243033782,0
2013-01-05T01:30:00Z,2013-01-05T03:00:57Z,-4.5938,96.086,38.09567,18.019251909999998,0.016985289015084924,0
2013-01-05T02:30:00Z,2013-01-05T04:00:57Z,-4.8308,97.293,38.269,18.101236999999998,0.0115377531456238,0
2013-01-05T03:30:00Z,2013-01-05T05:00:57Z,-5.1062,98.001,38.303667,18.117634490999997,0.008343330101965366,0
2013-01-05T04:30:00Z,2013-01-05T06:00:57Z,-5.2207,99.339,38.303667,18.117634490999997,0.0027348631320554687,0
2013-01-05T05:30:00Z,2013-01-05T07:00:57Z,-5.0955,99.24,38.303667,18.117634490999997,0.0031746396712089564,0
2013-01-05T06:30:00Z,2013-01-05T08:00:57Z,-5.159,98.502,38.338333,18.134031509,0.006227160555612194,0
2013-01-05T07:30:00Z,2013-01-05T09:00:57Z,-5.2627,98.107,44.1277,20.8724021,0.007807152566842018,0
2013-01-05T08:30:00Z,2013-01-05T10:00:57Z,-5.2922,98.216,64.754,30.628642,0.007341060837665189,49.166836327025074
2013-01-05T09:30:00Z,2013-01-05T11:00:57Z,-5.2253,98.185,96.37,45.58301,0.007506860147280977,113.65840899044689
2013-01-05T10:30:00Z,2013-01-05T12:00:57Z,-4.9875,97.456,108.469,51.305837,0.010714486151458626,137.8146642060866
2013-01-05T11:30:00Z,2013-01-05T13:00:57Z,-5.0115,95.006,135.96,64.30908,0.020994666602069913,119.99037527012248
2013-01-05T12:30:00Z,2013-01-05T14:00:57Z,-5.4345,95.345,85.866,40.614618,0.018947945455170607,61.39946781071684
2013-01-05T13:30:00Z,2013-01-05T15:00:57Z,-6.1257,97.504,44.9943,21.2823039,0.009635385455925393,0
2013-01-05T14:30:00Z,2013-01-05T16:00:57Z,-6.4525,99.037,37.957,17.953661,0.0036250938182953085,0
2013-01-05T15:30:00Z,2013-01-05T17:00:57Z,-6.557,99.411,38.303667,18.117634490999997,0.0021994094240254457,0
2013-01-05T16:30:00Z,2013-01-05T18:00:57Z,-6.5827,99.51,38.165,18.052045,0.0018261021727437393,0
2013-01-05T17:30:00Z,2013-01-05T19:00:57Z,-6.4598,99.707,38.199667,18.068442491,0.0011023411980048128,0
2013-01-05T18:30:00Z,2013-01-05T20:00:57Z,-6.1743,99.592,38.061,18.002852999999998,0.0015691374060227826,0
2013-01-05T19:30:00Z,2013-01-05T21:00:57Z,-5.9452,99.469,38.165,18.052045,0.002078468209540574,0
2013-01-05T20:30:00Z,2013-01-05T22:00:57Z,-5.8245,99.401,38.338333,18.134031509,0.002366458252363731,0
2013-01-05T21:30:00Z,2013-01-05T23:00:57Z,-5.8967,99.432,38.373,18.150429,0.0022315894990186835,0
2013-01-05T23:30:00Z,2013-01-06T01:00:33Z,-6.2718,98.034,38.52767,18.22358791,0.007504552770155107,0
2013-01-06T00:30:00Z,2013-01-06T02:00:33Z,-6.853,97.739,38.215667,18.076010491,0.008251897607422076,0
2013-01-06T01:30:00Z,2013-01-06T03:00:33Z,-7.4865,96.762,38.181,18.059613,0.01125057193566403,0
2013-01-06T02:30:00Z,2013-01-06T04:00:33Z,-7.9487,96.344,38.181,18.059613,0.012253144405616319,0
2013-01-06T03:30:00Z,2013-01-06T05:00:33Z,-8.4383,96.158,38.14633,18.04321409,0.012392081721381175,0
2013-01-06T04:30:00Z,2013-01-06T06:00:33Z,-8.3792,96.777,38.389,18.157997,0.01044386908418338,0
2013-01-06T05:30:00Z,2013-01-06T07:00:33Z,-8.2087,97.172,38.2503333,18.0924076509,0.009287214537383274,0
2013-01-06T06:30:00Z,2013-01-06T08:00:33Z,-8.4308,96.723,38.389,18.157997,0.010575940964492027,0
2013-01-06T07:30:00Z,2013-01-06T09:00:33Z,-8.8245,96.161,44.6637,21.125930099999998,0.01201204109337295,0
2013-01-06T08:30:00Z,2013-01-06T10:00:33Z,-9.6003,95.952,66.088,31.259623999999995,0.011912683268404452,50.85596751526535
2013-01-06T09:30:00Z,2013-01-06T11:00:33Z,-9.5763,96.688,89.765,42.458845,0.009765308891171843,115.94247387139012
2013-01-06T10:30:00Z,2013-01-06T12:00:33Z,-9.2128,97.006,94.584,44.738231999999996,0.00908541811612203,140.7023695379617
2013-01-06T11:30:00Z,2013-01-06T13:00:33Z,-9.0315,97.38,86.472,40.901256,0.008065152655430464,123.44929638606007
2013-01-06T12:30:00Z,2013-01-06T14:00:33Z,-8.9117,97.056,62.76,29.68548,0.00914855455190145,65.35828731975137
2013-01-06T13:30:00Z,2013-01-06T15:00:33Z,-9.1962,96.323,43.2423,20.453607899999998,0.011172658167457659,0
2013-01-06T14:30:00Z,2013-01-06T16:00:33Z,-9.4518,96.192,38.11167,18.026819909999997,0.01133907359595674,0
2013-01-06T15:30:00Z,2013-01-06T17:00:33Z,-9.377,96.534,38.2503333,18.0924076509,0.010382007503672424,0
2013-01-06T16:30:00Z,2013-01-06T18:00:33Z,-9.4583,96.441,38.11167,18.026819909999997,0.010592172043162136,0
2013-01-06T17:30:00Z,2013-01-06T19:00:33Z,-9.8078,97.15,38.215667,18.076010491,0.008250119258538443,0
2013-01-06T18:30:00Z,2013-01-06T20:00:33Z,-10.199,97.116,38.14633,18.04321409,0.008092592001379623,0
2013-01-06T19:30:00Z,2013-01-06T21:00:33Z,-10.498,97.383,38.077,18.010420999999997,0.007170152712423436,0
2013-01-06T20:30:00Z,2013-01-06T22:00:33Z,-10.823,96.613,38.215667,18.076010491,0.009041472159629861,0
2013-01-06T21:30:00Z,2013-01-06T23:00:33Z,-11.247,96.008,38.11167,18.026819909999997,0.01029963524193396,0
2013-01-06T23:30:00Z,2013-01-07T01:00:10Z,-11.859,94.66,38.01233,17.97983209,0.013113584763986115,0
2013-01-07T00:30:00Z,2013-01-07T02:00:10Z,-11.993,94.94,37.97767,17.96343791,0.012291873978601894,0
2013-01-07T01:30:00Z,2013-01-07T03:00:10Z,-12.028,94.328,38.047,17.996230999999998,0.013739532887399195,0
2013-01-07T02:30:00Z,2013-01-07T04:00:10Z,-11.75,94.618,38.289667,18.111012491,0.013333772793677015,0
2013-01-07T03:30:00Z,2013-01-07T05:00:10Z,-11.456,94.509,38.255,18.094615,0.013930617773319528,0
2013-01-07T04:30:00Z,2013-01-07T06:00:10Z,-11.072,94.922,38.151,18.045423,0.013287285779565214,0
2013-01-07T05:30:00Z,2013-01-07T07:00:10Z,-10.764,95.113,38.11633,18.029024089999997,0.013107511623633349,0
2013-01-07T06:30:00Z,2013-01-07T08:00:10Z,-10.471,94.898,38.185667,18.061820491,0.014008850151414343,0
2013-01-07T07:30:00Z,2013-01-07T09:00:10Z,-10.334,95.197,49.383,23.358159,0.013332983270031991,0
2013-01-07T08:30:00Z,2013-01-07T10:00:10Z,-10.046,95.499,72.852,34.458996,0.012784858263079565,52.746041664430194
2013-01-07T09:30:00Z,2013-01-07T11:00:10Z,-9.8642,95.114,103.498,48.954554,0.014080630675273037,118.41425374255525
2013-01-07T10:30:00Z,2013-01-07T12:00:10Z,-9.5047,95.912,138.335,65.432455,0.012121920086591624,143.76234319071946
2013-01-07T11:30:00Z,2013-01-07T13:00:10Z,-9.0218,95.956,92.266,43.641818,0.01245818722762849,127.06387060352854
2013-01-07T12:30:00Z,2013-01-07T14:00:10Z,-8.9977,95.993,63.562,30.064825999999996,0.01236769592319324,69.45610771566132
2013-01-07T13:30:00Z,2013-01-07T15:00:10Z,-9.0663,96.156,42.935,20.308255,0.011800540385473877,0
2013-01-07T14:30:00Z,2013-01-07T16:00:10Z,-8.9412,95.938,38.463,18.192999,0.012593445585974977,0
2013-01-07T15:30:00Z,2013-01-07T17:00:10Z,-8.6557,96.548,38.324333,18.127409509,0.010945593978235088,0
2013-01-07T16:30:00Z,2013-01-07T18:00:10Z,-8.4582,96.404,38.08167,18.01262991,0.01158052199742355,0
2013-01-07T17:30:00Z,2013-01-07T19:00:10Z,-8.0407,96.767,38.185667,18.061820491,0.010757789891851373,0
2013-01-07T18:30:00Z,2013-01-07T20:00:10Z,-7.5492,97.477,38.289667,18.111012491,0.008723582535725152,0
2013-01-07T19:30:00Z,2013-01-07T21:00:10Z,-6.9623,97.894,37.97767,17.96343791,0.007621414701929312,0
2013-01-07T20:30:00Z,2013-01-07T22:00:10Z,-6.3378,98.54,37.943,17.947038999999997,0.005544803207994705,0
2013-01-07T21:30:00Z,2013-01-07T23:00:10Z,-5.6842,98.928,38.08167,18.01262991,0.004280928095647591,0
2013-01-07T23:30:00Z,2013-01-08T00:59:47Z,-4.693,96.61,38.200333,18.068757509,0.014600944992487238,0
2013-01-08T00:30:00Z,2013-01-08T01:59:47Z,-4.1763,97.369,38.165667,18.052360490999998,0.011784413731960063,0
2013-01-08T01:30:00Z,2013-01-08T02:59:47Z,-3.5803,97.919,38.37367,18.150745909999998,0.009749456032946687,0
2013-01-08T02:30:00Z,2013-01-08T03:59:47Z,-3.4285,98.055,38.304333,18.117949509,0.009216877181985599,0
2013-01-08T03:30:00Z,2013-01-08T04:59:47Z,-3.4075,98.013,38.339,18.134346999999998,0.009430769839089585,0
2013-01-08T04:30:00Z,2013-01-08T05:59:47Z,-3.4403,98.11,38.09633,18.01956409,0.008948309404263229,0
2013-01-08T05:30:00Z,2013-01-08T06:59:47Z,-3.0133,98.463,38.547,18.232730999999998,0.00751380731636494,0
2013-01-08T06:30:00Z,2013-01-08T07:59:47Z,-2.6738,98.711,38.339,18.134346999999998,0.006463380101894247,0
2013-01-08T07:30:00Z,2013-01-08T08:59:47Z,-2.3918,99.24,42.395,20.052835,0.0038917944800653066,0
2013-01-08T08:30:00Z,2013-01-08T09:59:47Z,-2.1172,99.526,58.307,27.579211,0.0024773266865257184,54.812947617384346
2013-01-08T09:30:00Z,2013-01-08T10:59:47Z,-1.8452,99.814,73.699,34.859626999999996,9.919319494876536e-4,121.06004671396599
2013-01-08T10:30:00Z,2013-01-08T11:59:47Z,-1.5658,NA,84.446,39.942958,NA,146.99216148188108
2013-01-08T11:30:00Z,2013-01-08T12:59:47Z,-1.3162,NA,65.414,30.940822,NA,130.84305324181264
2013-01-08T12:30:00Z,2013-01-08T13:59:47Z,-1.2553,NA,52.899,25.021227,NA,73.71258904952593
2013-01-08T13:30:00Z,2013-01-08T14:59:47Z,-1.3278,NA,42.6377,20.1676321,NA,0
2013-01-08T14:30:00Z,2013-01-08T15:59:47Z,-1.4165,NA,38.235,18.085155,NA,0
2013-01-08T15:30:00Z,2013-01-08T16:59:47Z,-1.3922,NA,38.09633,18.01956409,NA,0
2013-01-08T16:30:00Z,2013-01-08T17:59:47Z,-1.3558,NA,38.131,18.035963,NA,0
2013-01-08T17:30:00Z,2013-01-08T18:59:47Z,-1.3693,NA,37.99233,17.97037209,NA,0
2013-01-08T18:30:00Z,2013-01-08T19:59:47Z,-1.3913,NA,38.72033,18.314716089999997,NA,0
2013-01-08T19:30:00Z,2013-01-08T20:59:47Z,-1.326,NA,38.339,18.134346999999998,NA,0
2013-01-08T20:30:00Z,2013-01-08T21:59:47Z,-1.3,NA,38.547,18.232730999999998,NA,0
2013-01-08T21:30:00Z,2013-01-08T22:59:47Z,-1.2455,NA,38.58167,18.24912991,NA,0
2013-01-08T23:30:00Z,2013-01-09T00:59:25Z,-1.0942,NA,38.53767,18.228317909999998,NA,0
2013-01-09T00:30:00Z,2013-01-09T01:59:25Z,-1.1738,NA,38.64167,18.27750991,NA,0
2013-01-09T01:30:00Z,2013-01-09T02:59:25Z,-1.452,NA,38.191,18.064343,NA,0
2013-01-09T02:30:00Z,2013-01-09T03:59:25Z,-1.758,NA,38.2603333,18.0971376509,NA,0
2013-01-09T03:30:00Z,2013-01-09T04:59:25Z,-1.9382,99.821,38.74567,18.326701909999997,9.480424023399782e-4,0
2013-01-09T04:30:00Z,2013-01-09T05:59:25Z,-2.0913,99.989,38.329667,18.129932490999998,5.7601397764696675e-5,0
2013-01-09T05:30:00Z,2013-01-09T06:59:25Z,-2.1432,NA,38.087,18.015151,NA,0
2013-01-09T06:30:00Z,2013-01-09T07:59:25Z,-2.2123,99.714,38.2603333,18.0971376509,0.0014842325336944687,0
2013-01-09T07:30:00Z,2013-01-09T08:59:25Z,-2.0575,99.826,44.639,21.114247,9.134389260545188e-4,0
2013-01-09T08:30:00Z,2013-01-09T09:59:25Z,-2.3325,99.335,76.498,36.183554,0.0034203843842060305,57.079459866701754
2013-01-09T09:30:00Z,2013-01-09T10:59:25Z,-2.5487,99.025,104.3,49.33389999999999,0.004934738592309198,123.89162948054583
2013-01-09T10:30:00Z,2013-01-09T11:59:25Z,-2.703,98.191,147.595,69.812435,0.009051045511484068,150.3917325857345
2013-01-09T11:30:00Z,2013-01-09T12:59:25Z,-2.9972,97.858,87.695,41.479735,0.010484048226450614,134.77482157270026
2013-01-09T12:30:00Z,2013-01-09T13:59:25Z,-3.5537,97.529,78.786,37.265778,0.011599785143903056,78.10452784480509
2013-01-09T13:30:00Z,2013-01-09T14:59:25Z,-3.9738,96.868,45.6443,21.589753899999998,0.014244684583124473,0
2013-01-09T14:30:00Z,2013-01-09T15:59:25Z,-4.4438,96.821,38.399,18.162727,0.013953499113538567,0
2013-01-09T15:30:00Z,2013-01-09T16:59:25Z,-4.845,96.964,38.295,18.113535,0.012926047663440807,0
2013-01-09T16:30:00Z,2013-01-09T17:59:25Z,-5.0853,96.87,38.2603333,18.0971376509,0.013084671251236937,0
2013-01-09T17:30:00Z,2013-01-09T18:59:25Z,-5.2273,97.022,38.36433,18.14632809,0.012315161407515592,0
2013-01-09T18:30:00Z,2013-01-09T19:59:25Z,-5.2777,96.99,38.087,18.015151,0.01239970208964598,0
2013-01-09T19:30:00Z,2013-01-09T20:59:25Z,-5.3708,97.111,37.94833,17.94956009,0.011816919657576606,0
2013-01-09T20:30:00Z,2013-01-09T21:59:25Z,-5.6442,96.679,38.12167,18.03154991,0.01330278970513497,0
2013-01-09T21:30:00Z,2013-01-09T22:59:25Z,-5.7382,95.574,38.191,18.064343,0.01760181168891347,0
2013-01-09T23:30:00Z,2013-01-10T00:59:03Z,-5.9437,97.726,37.997,17.972580999999998,0.00890203606720864,0
2013-01-10T00:30:00Z,2013-01-10T01:59:03Z,-5.9312,98.8,37.92767,17.93978791,0.004702155378978478,0
2013-01-10T01:30:00Z,2013-01-10T02:59:03Z,-5.8481,98.903,38.239667,18.087362490999997,0.004326058164596541,0
2013-01-10T02:30:00Z,2013-01-10T03:59:03Z,-5.6472,98.373,38.44767,18.18574791,0.006515708048631497,0
2013-01-10T03:30:00Z,2013-01-10T04:59:03Z,-5.422,98.044,38.03167,17.988979909999998,0.007969411973621913,0
2013-01-10T04:30:00Z,2013-01-10T05:59:03Z,-5.3905,97.126,38.319576,18.125159447999998,0.011737882489541693,0
2013-01-10T05:30:00Z,2013-01-10T06:59:03Z,-6.0713,96.138,38.101,18.021773,0.014971090479124838,0
2013-01-10T06:30:00Z,2013-01-10T07:59:03Z,-6.2698,96.708,38.13567,18.03817191,0.012568053437977582,0
2013-01-10T07:30:00Z,2013-01-10T08:59:03Z,-6.4532,96.373,43.3703,20.514151899999998,0.013652653568506947,0
2013-01-10T08:30:00Z,2013-01-10T09:59:03Z,-6.2893,96.762,54.81,25.92513,0.012343343391273503,59.52095343318314
2013-01-10T09:30:00Z,2013-01-10T10:59:03Z,-5.7125,97.079,72.005,34.058364999999995,0.011639463203553435,126.89477471276031
2013-01-10T10:30:00Z,2013-01-10T11:59:03Z,-5.263,96.931,73.045,34.550285,0.012656947992006765,153.95812288861313
2013-01-10T11:30:00Z,2013-01-10T12:59:03Z,-5.0228,96.122,74.085,35.042204999999996,0.016289000839105536,138.86766255974854
2013-01-10T12:30:00Z,2013-01-10T13:59:03Z,-5.1078,95.979,55.192,26.105815999999997,0.016780609698461173,82.65118060030231
2013-01-10T13:30:00Z,2013-01-10T14:59:03Z,-5.1607,96.308,41.325,19.546725000000002,0.015345591613581315,0
2013-01-10T14:30:00Z,2013-01-10T15:59:03Z,-5.2198,96.542,38.621,18.267733,0.014308330098351632,0
2013-01-10T15:30:00Z,2013-01-10T16:59:03Z,-5.3362,96.799,38.239667,18.087362490999997,0.013127751544914398,0
2013-01-10T16:30:00Z,2013-01-10T17:59:03Z,-5.8655,94.63,38.13567,18.03817191,0.021148529724506714,0
