TIMESTAMP,solar_TIMESTAMP,AUS_MAR_HSD_HIG_Era_Js_1,AUS_MAR_HSD_HIG_Eob_Js_2,AUS_MAR_HSD_HIG_Eob_Js_3
2010-02-28T14:00:00Z,2010-02-28T23:29:54Z,0,1.9070009089968514,0
2010-02-28T14:00:10Z,2010-02-28T23:30:04Z,NA,NA,NA
2010-02-28T14:30:00Z,2010-03-01T00:00:06Z,0,2.727100651063412,2.765192309234688
2010-02-28T14:30:10Z,2010-03-01T00:00:16Z,NA,NA,NA
2010-02-28T15:00:00Z,2010-03-01T00:30:06Z,1.4485263378079407,2.6644215891407663,2.9573617541604134
2010-02-28T15:00:10Z,2010-03-01T00:30:16Z,NA,NA,NA
2010-02-28T15:30:00Z,2010-03-01T01:00:06Z,1.8639934364290258,1.5786262092968304,1.3957303176203972
2010-02-28T15:30:10Z,2010-03-01T01:00:16Z,NA,NA,NA
2010-02-28T16:00:00Z,2010-03-01T01:30:06Z,1.2493108995177622,2.8604933318981685,0
2010-02-28T16:00:10Z,2010-03-01T01:30:16Z,NA,NA,NA
2010-02-28T16:30:00Z,2010-03-01T02:00:06Z,3.035373179010568,1.703053248813607,1.4016146814177495
2010-02-28T16:30:10Z,2010-03-01T02:00:16Z,NA,NA,NA
2010-02-28T17:00:00Z,2010-03-01T02:30:06Z,2.992575938834781,1.8889878031837333,2.7418759409502993
2010-02-28T17:00:10Z,2010-03-01T02:30:16Z,NA,NA,NA
2010-02-28T17:30:00Z,2010-03-01T03:00:06Z,0,1.7589459390572795,2.6694550443116483
2010-02-28T17:30:10Z,2010-03-01T03:00:16Z,NA,NA,NA
2010-02-28T18:00:00Z,2010-03-01T03:30:06Z,1.6876769752025877,1.7735900833920195,1.361482474984794
2010-02-28T18:00:10Z,2010-03-01T03:30:16Z,NA,NA,NA
2010-02-28T18:30:00Z,2010-03-01T04:00:06Z,1.5996105105256129,1.64607682874703,2.780754244696075
2010-02-28T18:30:10Z,2010-03-01T04:00:16Z,NA,NA,NA
2010-02-28T19:00:00Z,2010-03-01T04:30:06Z,1.3296008643899033,1.7370690680048846,0
2010-02-28T19:00:10Z,2010-03-01T04:30:16Z,NA,NA,NA
2010-02-28T19:30:00Z,2010-03-01T05:00:06Z,3.220564030966801,2.8110241104046505,2.842581887854306
2010-02-28T19:30:10Z,2010-03-01T05:00:16Z,NA,NA,NA
2010-02-28T20:00:00Z,2010-03-01T05:30:06Z,1.2673913436230628,2.0619440676042853,0
2010-02-28T20:00:10Z,2010-03-01T05:30:16Z,NA,NA,NA
2010-02-28T20:30:00Z,2010-03-01T06:00:06Z,3.1687193706656567,1.7664212560915384,2.745679521724484
2010-02-28T20:30:10Z,2010-03-01T06:00:16Z,NA,NA,NA
2010-02-28T21:00:00Z,2010-03-01T06:30:06Z,1.9580626519834037,3.147649595765671,3.4460862045384646
2010-02-28T21:00:10Z,2010-03-01T06:30:16Z,NA,NA,NA
2010-02-28T21:30:00Z,2010-03-01T07:00:06Z,3.9337188774557466,3.5320993826903675,4.807564270931675
2010-02-28T21:30:10Z,2010-03-01T07:00:16Z,NA,NA,NA
2010-02-28T22:00:00Z,2010-03-01T07:30:06Z,5.463093446321244,4.294898835162135,7.063671536538313
2010-02-28T22:00:10Z,2010-03-01T07:30:16Z,NA,NA,NA
2010-02-28T22:30:00Z,2010-03-01T08:00:06Z,6.839682911407776,4.822015857783023,11.500409585016738
2010-02-28T22:30:10Z,2010-03-01T08:00:16Z,NA,NA,NA
2010-02-28T23:00:00Z,2010-03-01T08:30:06Z,8.133495139058173,5.945939080425504,14.939100433216357
2010-02-28T23:00:10Z,2010-03-01T08:30:16Z,NA,NA,NA
2010-02-28T23:30:00Z,2010-03-01T09:00:06Z,7.462422364898447,6.220465808357099,18.341797125029995
2010-02-28T23:30:10Z,2010-03-01T09:00:16Z,NA,NA,NA
2010-03-01T00:00:00Z,2010-03-01T09:30:06Z,10.202674380099085,7.960041769371621,20.164529938272043
2010-03-01T00:00:10Z,2010-03-01T09:30:16Z,NA,NA,NA
2010-03-01T00:30:00Z,2010-03-01T10:00:06Z,11.164353659000161,10.514160034426046,22.701800602257013
2010-03-01T00:30:10Z,2010-03-01T10:00:16Z,NA,NA,NA
2010-03-01T01:00:00Z,2010-03-01T10:30:06Z,13.785199422773148,10.452787579398315,21.482761838820707
2010-03-01T01:00:10Z,2010-03-01T10:30:16Z,NA,NA,NA
2010-03-01T01:30:00Z,2010-03-01T11:00:06Z,5.207904142563889,10.263084691532008,20.254541735791
2010-03-01T01:30:10Z,2010-03-01T11:00:16Z,NA,NA,NA
2010-03-01T02:00:00Z,2010-03-01T11:30:06Z,10.673317169251517,10.513517096821587,20.265657296086303
2010-03-01T02:00:10Z,2010-03-01T11:30:16Z,NA,NA,NA
2010-03-01T02:30:00Z,2010-03-01T12:00:06Z,11.332419379833484,11.771402955184609,24.580624030506705
2010-03-01T02:30:10Z,2010-03-01T12:00:16Z,NA,NA,NA
2010-03-01T03:00:00Z,2010-03-01T12:30:06Z,11.372020045345838,12.804843455049529,20.0387882383417
2010-03-01T03:00:10Z,2010-03-01T12:30:16Z,NA,NA,NA
2010-03-01T03:30:00Z,2010-03-01T13:00:06Z,15.211794426849792,12.442418650887397,21.86499721851068
2010-03-01T03:30:10Z,2010-03-01T13:00:16Z,NA,NA,NA
2010-03-01T04:00:00Z,2010-03-01T13:30:06Z,10.754430743497338,10.894547923781523,19.940925153586008
2010-03-01T04:00:10Z,2010-03-01T13:30:16Z,NA,NA,NA
