TIMESTAMP,solar_TIMESTAMP,AUS_MAR_MSD_MOD_Era_Js_1,AUS_MAR_MSD_MOD_Eob_Js_2,AUS_MAR_MSD_MOD_Eob_Js_3
2010-02-28T14:00:00Z,2010-02-28T23:29:55Z,3.737376678549878,8.892794763675667,15.890221453555476
2010-02-28T14:00:10Z,2010-02-28T23:30:05Z,NA,NA,NA
2010-02-28T14:30:00Z,2010-03-01T00:00:06Z,3.6254057704391496,8.142846165603618,15.55638049557409
2010-02-28T14:30:10Z,2010-03-01T00:00:16Z,NA,NA,NA
2010-02-28T15:00:00Z,2010-03-01T00:30:06Z,3.9450187992910495,10.08057857215205,16.2471170144906
2010-02-28T15:00:10Z,2010-03-01T00:30:16Z,NA,NA,NA
2010-02-28T15:30:00Z,2010-03-01T01:00:06Z,3.88670583634765,9.511072068273933,18.819283240357954
2010-02-28T15:30:10Z,2010-03-01T01:00:16Z,NA,NA,NA
2010-02-28T16:00:00Z,2010-03-01T01:30:06Z,3.691046918946575,10.014840492198523,14.701180074464041
2010-02-28T16:00:10Z,2010-03-01T01:30:16Z,NA,NA,NA
2010-02-28T16:30:00Z,2010-03-01T02:00:06Z,3.8875842001026317,9.14966922788869,16.412631185397313
2010-02-28T16:30:10Z,2010-03-01T02:00:16Z,NA,NA,NA
2010-02-28T17:00:00Z,2010-03-01T02:30:06Z,4.059818788395212,9.602558241442608,19.27026977564789
2010-02-28T17:00:10Z,2010-03-01T02:30:16Z,NA,NA,NA
2010-02-28T17:30:00Z,2010-03-01T03:00:06Z,2.0679389089673363,9.122548753732483,15.442198088768455
2010-02-28T17:30:10Z,2010-03-01T03:00:16Z,NA,NA,NA
2010-02-28T18:00:00Z,2010-03-01T03:30:06Z,3.747300701005792,9.642794580504544,14.491611076451344
2010-02-28T18:00:10Z,2010-03-01T03:30:16Z,NA,NA,NA
2010-02-28T18:30:00Z,2010-03-01T04:00:06Z,3.7868060196553093,9.065403154637812,14.575725041196984
2010-02-28T18:30:10Z,2010-03-01T04:00:16Z,NA,NA,NA
2010-02-28T19:00:00Z,2010-03-01T04:30:06Z,3.8324044059503897,9.801008540495205,17.942826307357887
2010-02-28T19:00:10Z,2010-03-01T04:30:16Z,NA,NA,NA
2010-02-28T19:30:00Z,2010-03-01T05:00:06Z,3.916150795803894,9.299360752350488,17.47505047488622
2010-02-28T19:30:10Z,2010-03-01T05:00:16Z,NA,NA,NA
2010-02-28T20:00:00Z,2010-03-01T05:30:06Z,4.005688180184821,9.401434565450758,17.288815697637876
2010-02-28T20:00:10Z,2010-03-01T05:30:16Z,NA,NA,NA
2010-02-28T20:30:00Z,2010-03-01T06:00:06Z,4.228356780307589,9.797523720807902,17.156853968961993
2010-02-28T20:30:10Z,2010-03-01T06:00:16Z,NA,NA,NA
2010-02-28T21:00:00Z,2010-03-01T06:30:06Z,4.693262771035306,11.176731560070873,15.831306201308786
2010-02-28T21:00:10Z,2010-03-01T06:30:16Z,NA,NA,NA
2010-02-28T21:30:00Z,2010-03-01T07:00:06Z,6.628997364238355,15.901852997046003,16.617798973595526
2010-02-28T21:30:10Z,2010-03-01T07:00:16Z,NA,NA,NA
2010-02-28T22:00:00Z,2010-03-01T07:30:06Z,8.894976507320665,24.67996853673916,21.20349471771911
2010-02-28T22:00:10Z,2010-03-01T07:30:16Z,NA,NA,NA
2010-02-28T22:30:00Z,2010-03-01T08:00:06Z,9.222897918123483,37.237893893194176,21.525406221554196
2010-02-28T22:30:10Z,2010-03-01T08:00:16Z,NA,NA,NA
2010-02-28T23:00:00Z,2010-03-01T08:30:06Z,14.870042938659797,37.41258456086667,22.97145133203266
2010-02-28T23:00:10Z,2010-03-01T08:30:16Z,NA,NA,NA
2010-02-28T23:30:00Z,2010-03-01T09:00:06Z,15.102703297027269,65.2159474879464,24.105681658937616
2010-02-28T23:30:10Z,2010-03-01T09:00:16Z,NA,NA,NA
2010-03-01T00:00:00Z,2010-03-01T09:30:06Z,18.026811861241057,91.07066775216762,12.097361213991247
2010-03-01T00:00:10Z,2010-03-01T09:30:16Z,NA,NA,NA
2010-03-01T00:30:00Z,2010-03-01T10:00:06Z,18.691467377834677,57.64717592007072,20.238039276482738
2010-03-01T00:30:10Z,2010-03-01T10:00:16Z,NA,NA,NA
2010-03-01T01:00:00Z,2010-03-01T10:30:06Z,16.831567893269042,62.092302024539165,19.919646249002493
2010-03-01T01:00:10Z,2010-03-01T10:30:16Z,NA,NA,NA
2010-03-01T01:30:00Z,2010-03-01T11:00:06Z,18.175110142996957,64.78908209868244,21.082754757315413
2010-03-01T01:30:10Z,2010-03-01T11:00:16Z,NA,NA,NA
2010-03-01T02:00:00Z,2010-03-01T11:30:06Z,20.26917203117023,69.39194236345917,21.70925616451486
2010-03-01T02:00:10Z,2010-03-01T11:30:16Z,NA,NA,NA
2010-03-01T02:30:00Z,2010-03-01T12:00:06Z,19.7678351515463,76.29969688426675,19.45482298861937
2010-03-01T02:30:10Z,2010-03-01T12:00:16Z,NA,NA,NA
2010-03-01T03:00:00Z,2010-03-01T12:30:06Z,22.219494963666428,63.43706501524126,23.211813125397043
2010-03-01T03:00:10Z,2010-03-01T12:30:16Z,NA,NA,NA
2010-03-01T03:30:00Z,2010-03-01T13:00:06Z,21.252888529593786,63.079316672745364,20.734151331549256
2010-03-01T03:30:10Z,2010-03-01T13:00:16Z,NA,NA,NA
2010-03-01T04:00:00Z,2010-03-01T13:30:06Z,21.425299971232917,60.46790665007802,12.928206716340751
2010-03-01T04:00:10Z,2010-03-01T13:30:16Z,NA,NA,NA
2010-03-01T04:30:00Z,2010-03-01T14:00:06Z,21.615186217142714,61.154912612994465,12.799775195044761
2010-03-01T04:30:10Z,2010-03-01T14:00:16Z,NA,NA,NA
2010-03-01T05:00:00Z,2010-03-01T14:30:06Z,22.283428827088414,69.39194236345917,30.526305725390404
2010-03-01T05:00:10Z,2010-03-01T14:30:16Z,NA,NA,NA
2010-03-01T05:30:00Z,2010-03-01T15:00:06Z,22.01016129444749,59.28897966740616,10.184436908755501
2010-03-01T05:30:10Z,2010-03-01T15:00:16Z,NA,NA,NA
2010-03-01T06:00:00Z,2010-03-01T15:30:06Z,22.589866049806155,56.476970317704044,23.242652826418038
2010-03-01T06:00:10Z,2010-03-01T15:30:16Z,NA,NA,NA
2010-03-01T06:30:00Z,2010-03-01T16:00:06Z,20.5964410258062,42.791431386118816,21.306553374274035
2010-03-01T06:30:10Z,2010-03-01T16:00:16Z,NA,NA,NA
