TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,netrad,ws,precip,swc_shallow,swc_deep,ppfd_in,ext_rad
2008-05-15T22:00:00Z,2008-05-15T23:20:37Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-15T23:00:00Z,2008-05-16T00:20:34Z,,,,,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T00:00:00Z,2008-05-16T01:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T01:00:00Z,2008-05-16T02:20:34Z,,,,,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T02:00:00Z,2008-05-16T03:20:34Z,,,,,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T03:00:00Z,2008-05-16T04:20:34Z,,,,,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T04:00:00Z,2008-05-16T05:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T05:00:00Z,2008-05-16T06:20:34Z,,,,,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T06:00:00Z,2008-05-16T07:20:34Z,,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T07:00:00Z,2008-05-16T08:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T08:00:00Z,2008-05-16T09:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T09:00:00Z,2008-05-16T10:20:34Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-16T10:00:00Z,2008-05-16T11:20:34Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-16T11:00:00Z,2008-05-16T12:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T12:00:00Z,2008-05-16T13:20:34Z,,,,OUT_WARN,OUT_WARN,,OUT_WARN,,,CALCULATED,CALCULATED
2008-05-16T13:00:00Z,2008-05-16T14:20:34Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-16T14:00:00Z,2008-05-16T15:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T15:00:00Z,2008-05-16T16:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T16:00:00Z,2008-05-16T17:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T17:00:00Z,2008-05-16T18:20:34Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-16T18:00:00Z,2008-05-16T19:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T19:00:00Z,2008-05-16T20:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T20:00:00Z,2008-05-16T21:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T21:00:00Z,2008-05-16T22:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T22:00:00Z,2008-05-16T23:20:34Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-16T23:00:00Z,2008-05-17T00:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T00:00:00Z,2008-05-17T01:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T01:00:00Z,2008-05-17T02:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T02:00:00Z,2008-05-17T03:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T03:00:00Z,2008-05-17T04:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T04:00:00Z,2008-05-17T05:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T05:00:00Z,2008-05-17T06:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T06:00:00Z,2008-05-17T07:20:31Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-17T07:00:00Z,2008-05-17T08:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T08:00:00Z,2008-05-17T09:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T09:00:00Z,2008-05-17T10:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T10:00:00Z,2008-05-17T11:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T11:00:00Z,2008-05-17T12:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T12:00:00Z,2008-05-17T13:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T13:00:00Z,2008-05-17T14:20:31Z,,RANGE_WARN,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T14:00:00Z,2008-05-17T15:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T15:00:00Z,2008-05-17T16:20:31Z,,,,OUT_WARN,OUT_WARN,,,,,CALCULATED,CALCULATED
2008-05-17T16:00:00Z,2008-05-17T17:20:31Z,,,,OUT_WARN,,,,,,CALCULATED,CALCULATED
2008-05-17T17:00:00Z,2008-05-17T18:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T18:00:00Z,2008-05-17T19:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T19:00:00Z,2008-05-17T20:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T20:00:00Z,2008-05-17T21:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T21:00:00Z,2008-05-17T22:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
2008-05-17T22:00:00Z,2008-05-17T23:20:31Z,,,,,,,,,,CALCULATED,CALCULATED
