TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,ws,precip,sw_in,ext_rad
2010-02-28T14:00:00Z,2010-02-28T23:29:55Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T14:00:10Z,2010-02-28T23:30:05Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T14:30:00Z,2010-03-01T00:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T14:30:10Z,2010-03-01T00:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T15:00:00Z,2010-03-01T00:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T15:00:10Z,2010-03-01T00:30:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T15:30:00Z,2010-03-01T01:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T15:30:10Z,2010-03-01T01:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T16:00:00Z,2010-03-01T01:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T16:00:10Z,2010-03-01T01:30:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T16:30:00Z,2010-03-01T02:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T16:30:10Z,2010-03-01T02:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T17:00:00Z,2010-03-01T02:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T17:00:10Z,2010-03-01T02:30:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T17:30:00Z,2010-03-01T03:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T17:30:10Z,2010-03-01T03:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T18:00:00Z,2010-03-01T03:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T18:00:10Z,2010-03-01T03:30:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T18:30:00Z,2010-03-01T04:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T18:30:10Z,2010-03-01T04:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T19:00:00Z,2010-03-01T04:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T19:00:10Z,2010-03-01T04:30:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T19:30:00Z,2010-03-01T05:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T19:30:10Z,2010-03-01T05:00:16Z,,,,RANGE_WARN,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T20:00:00Z,2010-03-01T05:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T20:00:10Z,2010-03-01T05:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T20:30:00Z,2010-03-01T06:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T20:30:10Z,2010-03-01T06:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T21:00:00Z,2010-03-01T06:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T21:00:10Z,2010-03-01T06:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T21:30:00Z,2010-03-01T07:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T21:30:10Z,2010-03-01T07:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T22:00:00Z,2010-03-01T07:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T22:00:10Z,2010-03-01T07:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T22:30:00Z,2010-03-01T08:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T22:30:10Z,2010-03-01T08:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T23:00:00Z,2010-03-01T08:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T23:00:10Z,2010-03-01T08:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-02-28T23:30:00Z,2010-03-01T09:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-02-28T23:30:10Z,2010-03-01T09:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-03-01T00:00:00Z,2010-03-01T09:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-03-01T00:00:10Z,2010-03-01T09:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-03-01T00:30:00Z,2010-03-01T10:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-03-01T00:30:10Z,2010-03-01T10:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-03-01T01:00:00Z,2010-03-01T10:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-03-01T01:00:10Z,2010-03-01T10:30:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-03-01T01:30:00Z,2010-03-01T11:00:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
2010-03-01T01:30:10Z,2010-03-01T11:00:16Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED
2010-03-01T02:00:00Z,2010-03-01T11:30:06Z,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,NA_ADDED,CALCULATED,CALCULATED
