TIMESTAMP,solar_TIMESTAMP,JPN_EBE_HYB_Lka_Js_1
2016-04-04T16:20:00Z,2016-04-05T01:43:56Z,NA
2016-04-04T16:30:00Z,2016-04-05T01:53:56Z,NA
2016-04-04T16:40:00Z,2016-04-05T02:03:56Z,NA
2016-04-04T16:50:00Z,2016-04-05T02:13:56Z,NA
2016-04-04T17:00:00Z,2016-04-05T02:23:56Z,NA
2016-04-04T17:10:00Z,2016-04-05T02:33:56Z,NA
2016-04-04T17:20:00Z,2016-04-05T02:43:56Z,NA
2016-04-04T17:30:00Z,2016-04-05T02:53:56Z,NA
2016-04-04T17:40:00Z,2016-04-05T03:03:56Z,NA
2016-04-04T17:50:00Z,2016-04-05T03:13:56Z,NA
2016-04-04T18:00:00Z,2016-04-05T03:23:56Z,NA
2016-04-04T18:10:00Z,2016-04-05T03:33:56Z,NA
2016-04-04T18:20:00Z,2016-04-05T03:43:56Z,NA
2016-04-04T18:30:00Z,2016-04-05T03:53:56Z,NA
2016-04-04T18:40:00Z,2016-04-05T04:03:56Z,NA
2016-04-04T18:50:00Z,2016-04-05T04:13:56Z,NA
2016-04-04T19:00:00Z,2016-04-05T04:23:56Z,NA
2016-04-04T19:10:00Z,2016-04-05T04:33:56Z,NA
2016-04-04T19:20:00Z,2016-04-05T04:43:56Z,NA
2016-04-04T19:30:00Z,2016-04-05T04:53:56Z,NA
2016-04-04T19:40:00Z,2016-04-05T05:03:56Z,NA
2016-04-04T19:50:00Z,2016-04-05T05:13:56Z,NA
2016-04-04T20:00:00Z,2016-04-05T05:23:56Z,NA
2016-04-04T20:10:00Z,2016-04-05T05:33:56Z,NA
2016-04-04T20:20:00Z,2016-04-05T05:43:56Z,NA
2016-04-04T20:30:00Z,2016-04-05T05:53:56Z,NA
2016-04-04T20:40:00Z,2016-04-05T06:03:56Z,NA
2016-04-04T20:50:00Z,2016-04-05T06:13:56Z,NA
2016-04-04T21:00:00Z,2016-04-05T06:23:56Z,NA
2016-04-04T21:10:00Z,2016-04-05T06:33:56Z,NA
2016-04-04T21:20:00Z,2016-04-05T06:43:56Z,NA
2016-04-04T21:30:00Z,2016-04-05T06:53:56Z,NA
2016-04-04T21:40:00Z,2016-04-05T07:03:56Z,NA
2016-04-04T21:50:00Z,2016-04-05T07:13:56Z,NA
2016-04-04T22:00:00Z,2016-04-05T07:23:56Z,NA
2016-04-04T22:10:00Z,2016-04-05T07:33:56Z,NA
2016-04-04T22:20:00Z,2016-04-05T07:43:56Z,NA
2016-04-04T22:30:00Z,2016-04-05T07:53:56Z,NA
2016-04-04T22:40:00Z,2016-04-05T08:03:56Z,NA
2016-04-04T22:50:00Z,2016-04-05T08:13:56Z,NA
2016-04-04T23:00:00Z,2016-04-05T08:23:56Z,NA
2016-04-04T23:10:00Z,2016-04-05T08:33:56Z,NA
2016-04-04T23:20:00Z,2016-04-05T08:43:56Z,NA
2016-04-04T23:30:00Z,2016-04-05T08:53:56Z,NA
2016-04-04T23:40:00Z,2016-04-05T09:03:56Z,NA
2016-04-04T23:50:00Z,2016-04-05T09:13:56Z,NA
2016-04-05T00:00:00Z,2016-04-05T09:23:56Z,NA
2016-04-05T00:10:00Z,2016-04-05T09:33:56Z,NA
2016-04-05T00:20:00Z,2016-04-05T09:43:56Z,NA
2016-04-05T00:30:00Z,2016-04-05T09:53:56Z,NA
2016-04-05T00:40:00Z,2016-04-05T10:03:56Z,NA
2016-04-05T00:50:00Z,2016-04-05T10:13:56Z,NA
2016-04-05T01:00:00Z,2016-04-05T10:23:56Z,NA
2016-04-05T01:10:00Z,2016-04-05T10:33:56Z,NA
2016-04-05T01:20:00Z,2016-04-05T10:43:56Z,NA
2016-04-05T01:30:00Z,2016-04-05T10:53:56Z,NA
2016-04-05T01:40:00Z,2016-04-05T11:03:56Z,NA
2016-04-05T01:50:00Z,2016-04-05T11:13:56Z,NA
2016-04-05T02:00:00Z,2016-04-05T11:23:56Z,NA
2016-04-05T02:10:00Z,2016-04-05T11:33:56Z,NA
2016-04-05T02:20:00Z,2016-04-05T11:43:56Z,NA
2016-04-05T02:30:00Z,2016-04-05T11:53:56Z,NA
2016-04-05T02:40:00Z,2016-04-05T12:03:56Z,NA
2016-04-05T02:50:00Z,2016-04-05T12:13:56Z,NA
2016-04-05T03:00:00Z,2016-04-05T12:23:56Z,NA
2016-04-05T03:10:00Z,2016-04-05T12:33:56Z,NA
2016-04-05T03:20:00Z,2016-04-05T12:43:56Z,NA
2016-04-05T03:30:00Z,2016-04-05T12:53:56Z,NA
2016-04-05T03:40:00Z,2016-04-05T13:03:56Z,NA
2016-04-05T03:50:00Z,2016-04-05T13:13:56Z,NA
2016-04-05T04:00:00Z,2016-04-05T13:23:56Z,NA
2016-04-05T04:10:00Z,2016-04-05T13:33:56Z,NA
2016-04-05T04:20:00Z,2016-04-05T13:43:56Z,NA
2016-04-05T04:30:00Z,2016-04-05T13:53:56Z,NA
2016-04-05T04:40:00Z,2016-04-05T14:03:56Z,NA
2016-04-05T04:50:00Z,2016-04-05T14:13:56Z,NA
2016-04-05T05:00:00Z,2016-04-05T14:23:56Z,-0.0238766697586719
2016-04-05T05:10:00Z,2016-04-05T14:33:56Z,-0.712741478192447
2016-04-05T05:20:00Z,2016-04-05T14:43:56Z,-0.703070577820767
2016-04-05T05:30:00Z,2016-04-05T14:53:56Z,-0.704276323156964
2016-04-05T05:40:00Z,2016-04-05T15:03:56Z,-0.664979084284127
2016-04-05T05:50:00Z,2016-04-05T15:13:56Z,-0.67237792416902
2016-04-05T06:00:00Z,2016-04-05T15:23:56Z,-0.663362591720154
2016-04-05T06:10:00Z,2016-04-05T15:33:56Z,-0.647270826911867
2016-04-05T06:20:00Z,2016-04-05T15:43:56Z,-0.658026662681923
2016-04-05T06:30:00Z,2016-04-05T15:53:56Z,-0.683593991125238
2016-04-05T06:40:00Z,2016-04-05T16:03:56Z,-0.679153009327302
2016-04-05T06:50:00Z,2016-04-05T16:13:56Z,-0.705500694647478
2016-04-05T07:00:00Z,2016-04-05T16:23:56Z,-0.704505546779209
2016-04-05T07:10:00Z,2016-04-05T16:33:56Z,-0.744109335498295
2016-04-05T07:20:00Z,2016-04-05T16:43:56Z,-0.738617682490439
2016-04-05T07:30:00Z,2016-04-05T16:53:56Z,-0.753732966129862
2016-04-05T07:40:00Z,2016-04-05T17:03:56Z,-0.75329686446475
2016-04-05T07:50:00Z,2016-04-05T17:13:56Z,-0.742196926259887
2016-04-05T08:00:00Z,2016-04-05T17:23:56Z,-0.746021430528266
2016-04-05T08:10:00Z,2016-04-05T17:33:56Z,-0.718885228690276
2016-04-05T08:20:00Z,2016-04-05T17:43:56Z,-0.7219411826832
2016-04-05T08:30:00Z,2016-04-05T17:53:56Z,-0.751805734852576
2016-04-05T08:40:00Z,2016-04-05T18:03:56Z,-0.740907176187572
2016-04-05T08:50:00Z,2016-04-05T18:13:56Z,-0.744552003176705
2016-04-05T09:00:00Z,2016-04-05T18:23:56Z,-0.766846325718342
2016-04-05T09:10:00Z,2016-04-05T18:33:56Z,-0.779430842766691
2016-04-05T09:20:00Z,2016-04-05T18:43:56Z,-0.815495444513624
2016-04-05T09:30:00Z,2016-04-05T18:53:56Z,-0.83236879748857
2016-04-05T09:40:00Z,2016-04-05T19:03:56Z,-0.844159589061901
2016-04-05T09:50:00Z,2016-04-05T19:13:56Z,-0.816800649974673
2016-04-05T10:00:00Z,2016-04-05T19:23:56Z,-0.854340997488606
2016-04-05T10:10:00Z,2016-04-05T19:33:56Z,-0.882059044701741
2016-04-05T10:20:00Z,2016-04-05T19:43:56Z,-0.895738004760522
2016-04-05T10:30:00Z,2016-04-05T19:53:56Z,-0.90205886041894
2016-04-05T10:40:00Z,2016-04-05T20:03:56Z,-0.872134566647333
2016-04-05T10:50:00Z,2016-04-05T20:13:56Z,-0.844738258366527
2016-04-05T11:00:00Z,2016-04-05T20:23:56Z,-0.860231438946498
2016-04-05T11:10:00Z,2016-04-05T20:33:56Z,-0.851209383658636
2016-04-05T11:20:00Z,2016-04-05T20:43:56Z,-0.88587285640849
2016-04-05T11:30:00Z,2016-04-05T20:53:56Z,-0.88970684010107
2016-04-05T11:40:00Z,2016-04-05T21:03:56Z,-0.899677446447892
2016-04-05T11:50:00Z,2016-04-05T21:13:56Z,-0.938963083923639
2016-04-05T12:00:00Z,2016-04-05T21:23:56Z,-0.891459683877866
2016-04-05T12:10:00Z,2016-04-05T21:33:56Z,-0.915009271671586
2016-04-05T12:20:00Z,2016-04-05T21:43:56Z,-0.970927685770519
2016-04-05T12:30:00Z,2016-04-05T21:53:56Z,-1.03075988739374
2016-04-05T12:40:00Z,2016-04-05T22:03:56Z,-1.03984398382921
2016-04-05T12:50:00Z,2016-04-05T22:13:56Z,-1.05660243590767
2016-04-05T13:00:00Z,2016-04-05T22:23:56Z,-1.10005784736152
2016-04-05T13:10:00Z,2016-04-05T22:33:56Z,-1.12360880376041
2016-04-05T13:20:00Z,2016-04-05T22:43:56Z,-1.14781468198815
2016-04-05T13:30:00Z,2016-04-05T22:53:56Z,-1.14206060014768
2016-04-05T13:40:00Z,2016-04-05T23:03:56Z,-1.15828084617779
2016-04-05T13:50:00Z,2016-04-05T23:13:56Z,-1.15414315047134
2016-04-05T14:00:00Z,2016-04-05T23:23:56Z,-1.1417928224717
2016-04-05T14:10:00Z,2016-04-05T23:33:56Z,-1.1740747325156
2016-04-05T14:20:00Z,2016-04-05T23:43:56Z,-1.1872571235176
2016-04-05T14:30:00Z,2016-04-05T23:53:56Z,-1.2077280784488
2016-04-05T14:40:00Z,2016-04-06T00:04:13Z,-1.22047126432384
2016-04-05T14:50:00Z,2016-04-06T00:14:13Z,-1.22586010763647
2016-04-05T15:00:00Z,2016-04-06T00:24:13Z,-1.19637393064503
2016-04-05T15:10:00Z,2016-04-06T00:34:13Z,-1.21897451841767
2016-04-05T15:20:00Z,2016-04-06T00:44:13Z,-1.19973960046673
2016-04-05T15:30:00Z,2016-04-06T00:54:13Z,-1.19025954394956
2016-04-05T15:40:00Z,2016-04-06T01:04:13Z,-1.20041293983001
2016-04-05T15:50:00Z,2016-04-06T01:14:13Z,-1.15019568885468
2016-04-05T16:00:00Z,2016-04-06T01:24:13Z,-1.13506071875573
2016-04-05T16:10:00Z,2016-04-06T01:34:13Z,-1.10114320016673
2016-04-05T16:20:00Z,2016-04-06T01:44:13Z,-1.07467529220366
2016-04-05T16:30:00Z,2016-04-06T01:54:13Z,-1.04266253082997
2016-04-05T16:40:00Z,2016-04-06T02:04:13Z,-1.02942144861763
2016-04-05T16:50:00Z,2016-04-06T02:14:13Z,-1.04259509490207
2016-04-05T17:00:00Z,2016-04-06T02:24:13Z,-1.02541082725
2016-04-05T17:10:00Z,2016-04-06T02:34:13Z,-1.04366626776778
2016-04-05T17:20:00Z,2016-04-06T02:44:13Z,-1.05562527868193
2016-04-05T17:30:00Z,2016-04-06T02:54:13Z,-1.07766747925718
2016-04-05T17:40:00Z,2016-04-06T03:04:13Z,-1.11074424622759
2016-04-05T17:50:00Z,2016-04-06T03:14:13Z,-1.13304278918734
2016-04-05T18:00:00Z,2016-04-06T03:24:13Z,-1.10299384598962
2016-04-05T18:10:00Z,2016-04-06T03:34:13Z,-1.13567758800844
2016-04-05T18:20:00Z,2016-04-06T03:44:13Z,-1.14306566606147
2016-04-05T18:30:00Z,2016-04-06T03:54:13Z,-1.15861805115348
2016-04-05T18:40:00Z,2016-04-06T04:04:13Z,-1.16002797191854
2016-04-05T18:50:00Z,2016-04-06T04:14:13Z,-1.15889208730388
2016-04-05T19:00:00Z,2016-04-06T04:24:13Z,-1.14285021279717
2016-04-05T19:10:00Z,2016-04-06T04:34:13Z,-1.13417123045361
2016-04-05T19:20:00Z,2016-04-06T04:44:13Z,-1.13185106571313
2016-04-05T19:30:00Z,2016-04-06T04:54:13Z,-1.12278982103325
2016-04-05T19:40:00Z,2016-04-06T05:04:13Z,-1.0906209355191
2016-04-05T19:50:00Z,2016-04-06T05:14:13Z,-1.086953939348
2016-04-05T20:00:00Z,2016-04-06T05:24:13Z,-1.08153910402273
2016-04-05T20:10:00Z,2016-04-06T05:34:13Z,-1.0609936660641
2016-04-05T20:20:00Z,2016-04-06T05:44:13Z,-1.01846263099175
2016-04-05T20:30:00Z,2016-04-06T05:54:13Z,-1.01671081131762
2016-04-05T20:40:00Z,2016-04-06T06:04:13Z,-1.01352075779868
2016-04-05T20:50:00Z,2016-04-06T06:14:13Z,-1.0038866052873
2016-04-05T21:00:00Z,2016-04-06T06:24:13Z,-1.04933519942979
2016-04-05T21:10:00Z,2016-04-06T06:34:13Z,-1.03431867010559
2016-04-05T21:20:00Z,2016-04-06T06:44:13Z,-0.986446455993214
2016-04-05T21:30:00Z,2016-04-06T06:54:13Z,-0.928753556913679
2016-04-05T21:40:00Z,2016-04-06T07:04:13Z,-0.302164503649419
2016-04-05T21:50:00Z,2016-04-06T07:14:13Z,-0.989376050340983
2016-04-05T22:00:00Z,2016-04-06T07:24:13Z,-0.462718409235559
2016-04-05T22:10:00Z,2016-04-06T07:34:13Z,-0.553040344456568
2016-04-05T22:20:00Z,2016-04-06T07:44:13Z,-0.555918323255551
2016-04-05T22:30:00Z,2016-04-06T07:54:13Z,-0.615325659421498
2016-04-05T22:40:00Z,2016-04-06T08:04:13Z,-0.639340452682856
2016-04-05T22:50:00Z,2016-04-06T08:14:13Z,-0.676547337748621
2016-04-05T23:00:00Z,2016-04-06T08:24:13Z,-0.73588524312119
2016-04-05T23:10:00Z,2016-04-06T08:34:13Z,-0.722463951989568
2016-04-05T23:20:00Z,2016-04-06T08:44:13Z,-0.720874549104826
2016-04-05T23:30:00Z,2016-04-06T08:54:13Z,-0.708155644064804
2016-04-05T23:40:00Z,2016-04-06T09:04:13Z,-0.682477969209942
2016-04-05T23:50:00Z,2016-04-06T09:14:13Z,-0.692679213513226
2016-04-06T00:00:00Z,2016-04-06T09:24:13Z,-0.715439925923857
2016-04-06T00:10:00Z,2016-04-06T09:34:13Z,-0.710016755487899
2016-04-06T00:20:00Z,2016-04-06T09:44:13Z,-0.677790288786992
2016-04-06T00:30:00Z,2016-04-06T09:54:13Z,-0.681603122390947
2016-04-06T00:40:00Z,2016-04-06T10:04:13Z,-0.716958982540965
2016-04-06T00:50:00Z,2016-04-06T10:14:13Z,-0.737412716869122
2016-04-06T01:00:00Z,2016-04-06T10:24:13Z,-0.766881931644122
2016-04-06T01:10:00Z,2016-04-06T10:34:13Z,-0.808017018223349
2016-04-06T01:20:00Z,2016-04-06T10:44:13Z,-0.819318227205007
2016-04-06T01:30:00Z,2016-04-06T10:54:13Z,-0.871457179659706
2016-04-06T01:40:00Z,2016-04-06T11:04:13Z,-0.880762442902993
2016-04-06T01:50:00Z,2016-04-06T11:14:13Z,-0.903662633025163
2016-04-06T02:00:00Z,2016-04-06T11:24:13Z,-0.901816423629862
2016-04-06T02:10:00Z,2016-04-06T11:34:13Z,-0.889608541309271
2016-04-06T02:20:00Z,2016-04-06T11:44:13Z,-0.864813267377304
2016-04-06T02:30:00Z,2016-04-06T11:54:13Z,-0.895662619126742
2016-04-06T02:40:00Z,2016-04-06T12:04:13Z,-0.923212810704826
2016-04-06T02:50:00Z,2016-04-06T12:14:13Z,-0.869585252015675
2016-04-06T03:00:00Z,2016-04-06T12:24:13Z,-0.857093924360776
2016-04-06T03:10:00Z,2016-04-06T12:34:13Z,-0.766227589356821
2016-04-06T03:20:00Z,2016-04-06T12:44:13Z,-0.733683217546353
2016-04-06T03:30:00Z,2016-04-06T12:54:13Z,-1.04533410736983
2016-04-06T03:40:00Z,2016-04-06T13:04:13Z,-1.03914749997505
2016-04-06T03:50:00Z,2016-04-06T13:14:13Z,-0.711901756562246
2016-04-06T04:00:00Z,2016-04-06T13:24:13Z,-1.0350059524695
2016-04-06T04:10:00Z,2016-04-06T13:34:13Z,-0.663199466837083
2016-04-06T04:20:00Z,2016-04-06T13:44:13Z,-0.668446955695174
2016-04-06T04:30:00Z,2016-04-06T13:54:13Z,-1.01863979527228
2016-04-06T04:40:00Z,2016-04-06T14:04:13Z,-1.00814792062407
2016-04-06T04:50:00Z,2016-04-06T14:14:13Z,-1.03479469124087
2016-04-06T05:00:00Z,2016-04-06T14:24:13Z,-1.04344658155013
2016-04-06T05:10:00Z,2016-04-06T14:34:13Z,-1.04315310414777
2016-04-06T05:20:00Z,2016-04-06T14:44:13Z,-1.02810957070163
2016-04-06T05:30:00Z,2016-04-06T14:54:13Z,-1.00393661056693
2016-04-06T05:40:00Z,2016-04-06T15:04:13Z,-0.989169342106005
2016-04-06T05:50:00Z,2016-04-06T15:14:13Z,-0.989203874508055
2016-04-06T06:00:00Z,2016-04-06T15:24:13Z,-1.03185301514646
2016-04-06T06:10:00Z,2016-04-06T15:34:13Z,-1.00839965223752
2016-04-06T06:20:00Z,2016-04-06T15:44:13Z,-1.01062240835757
2016-04-06T06:30:00Z,2016-04-06T15:54:13Z,-1.00501285010822
2016-04-06T06:40:00Z,2016-04-06T16:04:13Z,-1.02375864635749
2016-04-06T06:50:00Z,2016-04-06T16:14:13Z,-1.04606799427355
2016-04-06T07:00:00Z,2016-04-06T16:24:13Z,-1.0541992515266
2016-04-06T07:10:00Z,2016-04-06T16:34:13Z,-1.07403171485691
2016-04-06T07:20:00Z,2016-04-06T16:44:13Z,-1.06250056368636
2016-04-06T07:30:00Z,2016-04-06T16:54:13Z,-1.0777781195068
2016-04-06T07:40:00Z,2016-04-06T17:04:13Z,-1.09476742821157
2016-04-06T07:50:00Z,2016-04-06T17:14:13Z,-1.12110958032108
2016-04-06T08:00:00Z,2016-04-06T17:24:13Z,-1.12186343581742
2016-04-06T08:10:00Z,2016-04-06T17:34:13Z,-1.13186706544057
2016-04-06T08:20:00Z,2016-04-06T17:44:13Z,-1.11548836918487
2016-04-06T08:30:00Z,2016-04-06T17:54:13Z,-1.11568531306194
2016-04-06T08:40:00Z,2016-04-06T18:04:13Z,-1.1228887171459
2016-04-06T08:50:00Z,2016-04-06T18:14:13Z,-1.11656800160163
2016-04-06T09:00:00Z,2016-04-06T18:24:13Z,-1.12262950087518
2016-04-06T09:10:00Z,2016-04-06T18:34:13Z,-1.10991208142485
2016-04-06T09:20:00Z,2016-04-06T18:44:13Z,-1.09495482585903
2016-04-06T09:30:00Z,2016-04-06T18:54:13Z,-1.10404317318647
2016-04-06T09:40:00Z,2016-04-06T19:04:13Z,-1.06831221763643
2016-04-06T09:50:00Z,2016-04-06T19:14:13Z,-1.03227787372714
2016-04-06T10:00:00Z,2016-04-06T19:24:13Z,-0.996713497095428
2016-04-06T10:10:00Z,2016-04-06T19:34:13Z,-0.996309390670356
2016-04-06T10:20:00Z,2016-04-06T19:44:13Z,-0.984599532184869
2016-04-06T10:30:00Z,2016-04-06T19:54:13Z,-1.01501527728374
2016-04-06T10:40:00Z,2016-04-06T20:04:13Z,-1.02387646107529
2016-04-06T10:50:00Z,2016-04-06T20:14:13Z,-1.01231625828937
2016-04-06T11:00:00Z,2016-04-06T20:24:13Z,-0.99708430638389
2016-04-06T11:10:00Z,2016-04-06T20:34:13Z,-1.06179269752467
2016-04-06T11:20:00Z,2016-04-06T20:44:13Z,-1.15137963895192
2016-04-06T11:30:00Z,2016-04-06T20:54:13Z,-1.13780259180334
2016-04-06T11:40:00Z,2016-04-06T21:04:13Z,-1.1079954230283
2016-04-06T11:50:00Z,2016-04-06T21:14:13Z,-1.13318145625617
2016-04-06T12:00:00Z,2016-04-06T21:24:13Z,-1.144505771459
2016-04-06T12:10:00Z,2016-04-06T21:34:13Z,-1.12926605590584
2016-04-06T12:20:00Z,2016-04-06T21:44:13Z,-1.15758087570918
2016-04-06T12:30:00Z,2016-04-06T21:54:13Z,-1.25308932934996
2016-04-06T12:40:00Z,2016-04-06T22:04:13Z,-1.30415216346698
2016-04-06T12:50:00Z,2016-04-06T22:14:13Z,-1.28697960922442
2016-04-06T13:00:00Z,2016-04-06T22:24:13Z,-1.23389137575091
2016-04-06T13:10:00Z,2016-04-06T22:34:13Z,-1.191576461375
2016-04-06T13:20:00Z,2016-04-06T22:44:13Z,-1.18810705398875
2016-04-06T13:30:00Z,2016-04-06T22:54:13Z,-1.09394297924311
2016-04-06T13:40:00Z,2016-04-06T23:04:13Z,-1.11896031194739
2016-04-06T13:50:00Z,2016-04-06T23:14:13Z,-1.10200681303447
2016-04-06T14:00:00Z,2016-04-06T23:24:13Z,-1.05348132110849
2016-04-06T14:10:00Z,2016-04-06T23:34:13Z,-1.06074519299438
2016-04-06T14:20:00Z,2016-04-06T23:44:13Z,-1.03899107687881
2016-04-06T14:30:00Z,2016-04-06T23:54:13Z,-1.07905394997043
2016-04-06T14:40:00Z,2016-04-07T00:04:29Z,-1.1479118289922
2016-04-06T14:50:00Z,2016-04-07T00:14:29Z,-1.21170038199492
2016-04-06T15:00:00Z,2016-04-07T00:24:29Z,-1.20416070391292
