TIMESTAMP,solar_TIMESTAMP,CHE_PFY_CON_Psy_Jt_1,CHE_PFY_CON_Psy_Jt_2,CHE_PFY_CON_Psy_Jt_3,CHE_PFY_CON_Psy_Jt_4,CHE_PFY_CON_Psy_Jt_5,CHE_PFY_CON_Psy_Jt_6,CHE_PFY_CON_Psy_Jt_7,CHE_PFY_CON_Psy_Jt_8,CHE_PFY_CON_Psy_Jt_9
2013-06-06T14:00:00Z,2013-06-06T14:31:10Z,NA,NA,NA,11.577643,NA,0.294142209039548,NA,6.585046735294117,NA
2013-06-06T14:30:00Z,2013-06-06T15:01:10Z,NA,NA,NA,11.505831983193278,NA,0.25424333898305085,NA,6.445313516806723,NA
2013-06-06T15:00:00Z,2013-06-06T15:31:10Z,NA,NA,NA,11.121052168067228,NA,0.3012967796610169,NA,6.268333861344537,NA
2013-06-06T15:30:00Z,2013-06-06T16:01:10Z,NA,NA,NA,10.330828025210085,NA,0.17249662146892655,NA,6.055499390756302,NA
2013-06-06T16:00:00Z,2013-06-06T16:31:10Z,NA,NA,NA,10.566829529411764,NA,NA,NA,5.960158138655463,NA
2013-06-06T16:30:00Z,2013-06-06T17:01:10Z,NA,NA,NA,10.034470655462185,NA,NA,NA,5.772505836134454,NA
2013-06-06T17:00:00Z,2013-06-06T17:31:10Z,NA,NA,NA,9.27195987394958,NA,0.21647795480225987,NA,5.716673441176471,NA
2013-06-06T17:30:00Z,2013-06-06T18:01:10Z,NA,NA,NA,7.147455302521009,NA,2.2411203672316384,NA,5.771577638655462,NA
2013-06-06T18:00:00Z,2013-06-06T18:31:10Z,NA,NA,NA,5.083809109243697,NA,4.346266875706214,2.325584353146853,5.121689487394958,NA
2013-06-06T18:30:00Z,2013-06-06T19:01:10Z,NA,NA,NA,4.039505084033614,NA,3.4287915141242933,1.6273912412587412,3.89720574789916,NA
2013-06-06T19:00:00Z,2013-06-06T19:31:10Z,NA,NA,NA,3.1890196722689073,NA,2.4771380960451976,1.0817807202797203,3.028500298319328,NA
2013-06-06T19:30:00Z,2013-06-06T20:01:10Z,NA,NA,NA,2.4388608907563025,NA,2.2474686101694914,0.6850412342657343,2.336320491596639,NA
2013-06-06T20:00:00Z,2013-06-06T20:31:10Z,NA,NA,NA,1.7591434285714285,NA,2.0833765762711867,0.4953285594405595,1.6957506890756302,NA
2013-06-06T20:30:00Z,2013-06-06T21:01:10Z,NA,NA,NA,1.2197962521008403,NA,1.598313802259887,0.35107443356643353,1.207216155462185,NA
2013-06-06T21:00:00Z,2013-06-06T21:31:10Z,NA,NA,NA,0.7269321008403361,NA,1.961203514124294,0.18387687762237762,0.7486721806722689,NA
